Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,archaic,slang,vulgar,abbreviation,abbreviation_for_term,plural,plurality_of_term,misspelling,misspelling_for_term,initialism,initialism_for_term,synonym,synonym_for_term,attribute,property,process,matter,role,measure
26756,responsivity,Noun,A measure of responsiveness,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26757,responsivity,Noun,A measure of the gain of a system, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
38204,roll,Noun,"A measure of parchments, containing five dozen",,"1882, James Edwin Thorold Rogers, A History of Agriculture and Prices in England, Volume 4, p. 594: Parchement is sold by the dozen, and by the roll of five dozens.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
38949,rood,Noun,"A measure of land area, equal to a quarter of an acre",,"1855, Robert Browning, Childe Roland to the Dark Tower Came, XXV: Next a marsh, it would seem, and now mere earth / Desperate and done with; (so a fool finds mirth, / Makes a thing and then mars it, till his mood / Changes and off he goes!) within a rood / Bog, clay and rubble, sand and stark black dearth. 1938, Xavier Herbert, Capricornia, Chapter V, p. 58, [1] [] a bumptious fool whose god was property, not property in vast estates such as a true man might worship, but in paltry roods.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42897,rugosity,Noun,A measure of how rugose something is., countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7953,geometric mean,Noun,A measure of central tendency of a set of n values computed by extracting the nth root of the product of the values, mathematics,"The geometric mean of 2, 4 and 1 is 2 4 1 3 {\displaystyle {\sqrt[{3}]{2\times 4\times 1}}} = 2",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7971,geometrical pace,Noun,A measure of five feet.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
10785,gigaton,Noun,A measure of the strength of an explosion or a bomb based on how many billion tons of TNT would be needed to produce the same energy.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15327,glycemic index,Noun,"A measure of how quickly blood sugar levels rise after eating a particular type of food, on a scale where the index of glucose or ordinary table sugar is 100.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25810,grit,Noun,"A measure of the relative coarseness of an abrasive material such as sandpaper, the smaller the number the coarser the abrasive",,I need a sheet of 100 grit sandpaper.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
26226,gross domestic product,Noun,A measure of the economic production of a particular territory in financial capital terms over a specific time period, economics,"Synonym: GDP Coordinate terms: gross national product, gross national income 2013 August 3, Boundary problems, in The Economist, volume 408, number 8847:Economics is a messy discipline: too fluid to be a science, too rigorous to be an art. Perhaps it is fitting that economists most-used metric, gross domestic product (GDP), is a tangle too. GDP measures the total value of output in an economic territory. Its apparent simplicity explains why it is scrutinised down to tenths of a percentage point every month.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7682,leaguer,Noun,A measure of liquid,,"1794, Cape of Good Hope:Excise duty had to be paid on each leaguer of brandy exported.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7718,leakance,Noun,"A measure of leakage, typically as a result if imperfect insulation",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
7981,learning curve,Noun,"A measure of how much there is to learn in a restricted amount of time 2011 April 17, Jessica Creighton, Mutai and Keitany secure Kenyan London Marathon double, in BBC Sport[1]: Damen told BBC Sport: ""The crowd were phenomenal they carried me through the last few metres", by extension,"I don't think you can ever prepare enough for this event. It's a massive learning curve for me. From here, I'd like to work on my shorter distances and get some speed back.""",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15623,line,Noun,"A measure of length: (historical) A tsarist-era Russian unit of measure, approximately equal to one tenth of an English inch, used especially when measuring the calibre of firearms",,"1906, Reports of military observers to the armies in Manchuria, page 261:The arm of the Russian infantry is the three-line rifle, model 1891 (caliber 0.299 inch)[]. 2013, The United States in the First World War: An Encyclopedia, ISBN, page 561:A line was a unit of measurement used in tsarist Russia and equal to about a tenth of an inch. The 3-line rifle, therefore, had a bore of three lines, or approximately .30 caliber. One twelfth of an inch. 1883, Alfred Swaine Taylor, Thomas Stevenson, The principles and practice of medical jurisprudence:The cutis measures in thickness from a quarter of a line to a line and a half (a line is one-twelfth of an inch). One fortieth of an inch. 1922, Statement of James Turner, Representing Universal Button Fastening Co., Detriot, Mich., in Hearings Before the Committee on Finance, United States Senate, page 5337:In case any of the committee do not understand what is meant by a rate per line, I may say that buttons, being very small, are not measured by the foot or inch, but by the line, a line being one-fortieth of an inch. For example, that is a 27-line button[].",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16091,linewidth,Noun,a measure of the width of the band of frequencies of radiation emitted or absorbed in an atomic or molecular transition; a result of the uncertainty principle., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17110,lipophilicity,Noun,A measure of the extent to which something is lipophilic," countable, chemistry",,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17772,listenability,Noun,"A measure of the ease or pleasure in listening to something, such as music",,The listenability of the music would be improved if you played it on a piano instead of a kazoo.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23593,loth,Noun,"A measure of weight formerly used in Germany, the Netherlands and some other parts of Europe, equivalent to half of the local ounce", now historical,"[from 17th c.] 1999, Nicholas Goodrick-Clarke, translating Paracelsus, Opus Paramirum, in Essential Readings, North Atlantic Books 1999, p. 100: It is not a matter of body but of virtues, which is why the fifth essence was invented, of which one loth is superior to the twenty pounds of the body from which it was extracted.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25277,lug,Noun,A measure of length equal to 16 feet," Britain, dialectal",Spenser Eight lugs of ground.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25660,luminous intensity,Noun,A measure of the power emitted by a source of light; equal to the flux density per solid angle, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
2546,yottaton,Noun,"A measure of the strength of an explosion or a bomb, based on how many septillion tons of TNT would be needed to produce the same energy.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
3119,absorption coefficient,Noun,A measure of the absorption of electromagnetic radiation as it passes through a specific substance; the fraction of incident radiation absorbed by unit mass or unit thickness; absorptivity., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
5860,acetabulum,Noun,a measure of about one eighth of a pint, Roman Antiquities,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
10086,adhesivity,Noun,A measure of adhesiveness, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11401,adsorbability,Noun,A measure of the degree to which a material is capable of adsorption.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11403,adsorbance,Noun,A measure of the amount of material adsorbed on a surface,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15134,aggro,Noun,A measure of how belligerent a player is a high value may inspire either avoidance or preemptive hostile action from enemies, online gaming,"2007, Bendik Stang, Morten A. Osterholt, Erik Hoftun, The Book of Games Volume 2: The Ultimate Reference on PC Video Games, page 98, To reduce one player's aggro level, the other must build up his own. 2008 April, GameAxis Unwired, page 54, What isn't so gimmicky is the Aggro System, where you draw fire onto yourself by acting aggressive, while your partner sneaks off blindsiding distracted enemies. Aggro depends on how big your current weapon is and how often you act aggressive. 2010, Luke Cuddy, John Nordlinger (editors), World of Warcraft and Philosophy: Wrath of the Philosopher King, page 187, We asked for an ability to trasnfer[sic] our aggro to another playerwere told that could cause some abuse.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
18164,alcoholaemia,Noun,A measure of the amount of alcohol in the bloodstream,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
18182,alcoholicity,Noun,A measure of the alcoholic content of something,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25815,amplitude,Noun,"The measure of something's size, especially in terms of width or breadth; largeness, magnitude",,"Fuller The cathedral of Lincoln [] is a magnificent structure, proportionable to the amplitude of the diocese. Milton amplitude of mind Macaulay amplitude of comprehension",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28164,anentropy,Noun,A measure of the purity or chemical affinity in a thermodynamic system," chemistry, countable and uncountable","2001, Automatic Documentation and Mathematical Linguistics, page 15:Treivus has pointed out that the anentropy, apart from a constant factor (the universal gas constant) is equal to the chemical affinity for one componenent in a themodynamic system.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28165,anentropy,Noun,A measure of the simplicity or purity of a distribution," statistics, countable and uncountable","2004, F. Wall, A. N. Zaitsev, Phoscorites and Carbonatites from Mantle to Mine, ISBN, page 66:The advantages of the RHA method are that it is flexible and can deal with all variants of phoscorites, including diopside and phlogopite-bearing varieties, as well as the continuous series through to carbonatite (Table 2.4) and other related rocks. It gives a measure of complexity of composition and of minor components in the entropy and anentropy values. 2012 March, S.V. Moshkin, RHA ()-System for Coding of Discrete Distributions and Their Alteration Processes, in Proceedings of the 3rd International Multi-Conference on Complexity, Informatics and Cybernetics IMCIC-2012:Here, R is rank formula of composition a sequence of components by reduction of their value (contents); is Shannon information entropy complexity measure; anentropy measure of purity; tolerance measure of ultrapurity.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28803,angle,Noun,The measure of such a figure, geometry,"In the case of a plane angle, this is the ratio (or proportional to the ratio) of the arc length to the radius of a section of a circle cut by the two rays, centered at their common point. In the case of a solid angle, this is the ratio of the surface area to the square of the radius of the section of a sphere. The angle between lines A and B is /4 radians, or 45 degrees. 2013 July-August, Fenella Saunders, Tiny Lenses See the Big Picture, in American Scientist:The single-imaging optic of the mammalian eye offers some distinct visual advantages. Such lenses can take in photons from a wide range of angles, increasing light sensitivity. They also have high spatial resolution, resolving incoming images in minute detail.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
28999,angoricity,Noun,A measure of the stress in a system of granular materials near to jamming., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
42989,area,Noun,A measure of the extent of a surface; it is measured in square units, mathematics,"2018, VOA Learning English China's Melting Glacier Brings Visitors, Adds to Climate Concerns It is about 4.5 million square kilometers in area and holds the worlds third largest collection of ice after Antarctica and Greenland.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
43769,arithmetic mean,Noun,The measure of central tendency of a set of values computed by dividing the sum of the values by their number; commonly called the mean or the average," statistics, probability","The arithmetic mean of 3, 6, 2, 3 and 6 is (3 + 6 + 2 + 3 + 6) / 5 = 4.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
44724,arrestance,Noun,A measure of the ability of a filter to remove dust from the air,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
51448,attractancy,Noun,A measure of the ability of something (especially a pheromone) to attract; attractive power.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
55215,available seat-mile,Noun,A measure of an airline flight's passenger carrying capacity, aviation,"It is equal to the number of seats onboard an aircraft multiplied by the distance flown in miles. Seats that are not available for sale to revenue-paying passengers (e.g., seats reserved for crew rest, etc.) are excluded from this calculation.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
55417,average,Noun,"Any measure of central tendency, especially any mean, the median, or the mode", statistics,[from c. 1735],False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
55636,avidity,Noun,The measure of the synergism of the strength of individual interactions between proteins., biochemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
9854,temperature,Noun,"A measure of cold or heat, often measurable with a thermometer",,"The boiling temperature of pure water is 100 degrees Celsius. 2013 May 11, The climate of Tibet: Pole-land, in The Economist, volume 407, number 8835, page 80:Of all the transitions brought about on the Earths surface by temperature change, the melting of ice into water is the starkest. It is binary. And for the land beneath, the air above and the life around, it changes everything.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
11429,teraton,Noun,A measure of the strength of an explosion or a bomb based on how many trillion tons of TNT would be needed to produce the same energy.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15956,thermal conductance,Noun,A measure of the ability of a particular body or assembly to conduct heat., physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
15959,thermal conductivity,Noun,"A measure of the ability of a material to conduct heat, often denoted k, , or .", physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16498,thermopower,Noun,A measure of the voltage induced in a material by the thermoelectric effect, physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16524,thermoreflectance,Noun,"A measure of thermal reflectance 2015 July 16, Jarosaw Judek et al., High accuracy determination of the thermal properties of supported 2D materials, in Scientific Reports[1], volume 5, DOI:10.1038/srep12422:Similar possibilities to opto-thermal method has the time domain thermoreflectance (TDTR) 10 and magneto-optic Kerr effect thermometry (MOKE) 11 which also allow for the extraction of the in-plane thermal conductivity and whose resolution enables for mapping 12 .", physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
16751,theta,Noun,The measure of an angle., mathematics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
17049,thickness,Noun,A measure of how thick (in dimension) something is, uncountable,The thickness of the Earth's crust varies from two to 70 kilometres.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
18998,thread count,Noun,A measure of the fineness of fabric; the total number of vertical and horizontal threads per unit of surface such as a square inch.,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
23174,time preference,Noun,A measure of the preference a consumer has for enjoyment at a time in the future that is either more immediate or more remote., economics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
25755,toeprint,Noun,A measure of 30S-mRNA binding, genetics,"2010, Single Molecule Tools, Part A: Fluorescence Based Approaches:In the absence of IF3, the 10-fold molar excess of tRNAPhe produces a strong +18 toeprint relative to the +15 toeprint. 2012, E. C. C. Lin, A. Simon Lynch, Regulation of Gene Expression in Escherichia coli:In the case of the entrapment model on the contrary, one does not expect the toeprint to disappear with increasing repressor concentrations, since in this case, both repressor and ribosome can bind the same mRNA. 2012, K.H. Nierhaus, F. Franceschi, A.R. Subramanian, The Translational Apparatus: Structure, Function, Regulation, Evolution, page 198:Lastly, a ""toeprint"" of 30S subunits bound to T4 gene 32 mRNA has been observed with MMLV reverse transcriptase; while the experiment has not been quantitated, appearance of a signal at a subunit concentration of 0.02 M is consistent with a binding constant on the order of 107 M-1 (Hartz et al., 1991).",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29109,torquoselectivity,Noun,A measure of selectivity in the direction of the conrotatory or disrotatory mode in an electrocyclic reaction, chemistry,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
29607,tot,Noun,"A measure of spirits, especially rum",,"1897: Mary H. Kingsley, Travels in West Africa Then I give them a tot of rum apiece, as they sit huddled in their blankets. 1916: Siegfried Sassoon, The Working Party And tot of rum to send him warm to sleep.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
33101,transactivity,Noun,A measure of the number of transactions in a system,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34807,transmissivity,Noun,A measure of the capacity of a material to transmit radiation (the ratio of the amounts of energy transmitted and received), physics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34808,transmissivity,Noun,A measure of the capacity of a saturated aquifer to transmit water horizontally, geology,SI units: m/s. Symbol: T.,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
34841,transmittivity,Noun,A measure of transmittance, physics,"2015, David Luong, Liang Jiang, Jungsang Kim, Norbert Ltkenhaus, Overcoming lossy channel bounds using a single quantum repeater node, in arXiv[1]:Ideally, its secret key rate scales as the square root of the transmittivity of the optical channel, which is superior to QKD schemes based on direct transmission because key rates for the latter scale at best linearly with transmittivity.",False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
36620,treatability,Noun,A measure of the extent to which something is treatable, countable,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
36936,treelength,Noun,A measure of the size or complexity of a tree., mathematics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
39906,trimean,Noun,A measure of a probability distribution's location defined as a weighted average of the distribution's median and its two quartiles., statistics,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
45702,turbidity,Noun,The measure of transparency of a fluid (units of measurement include Nephelometric Turbidity Unit (NTU)).,,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
46599,turnover,Noun,"A measure of leg speed: the frequency with which one takes strides when running, typically given in strides per minute.",,,False,False,False,False,False,,False,,False,,False,,False,,False,False,False,False,False,True
