term,definition
hematochezia,"The presence of fresh blood in stools, often due to lower gastrointestinal bleeding."
hematocolpos,"A medical condition in which the vagina fills with menstrual blood, often caused by the combination of menstruation with an imperforate hymen."
hematometra,A medical condition in which the uterus fills with menstrual blood.
hematometrocolpos,"The condition of having distended, blood-filled uterus and vagina."
hematosalpinx,A medical condition involving bleeding into the Fallopian tubes.
hematospermia,The presence of blood in the semen
hematuria,The presence of blood in the urine
hemialgia,A state of pain affecting only one side of the body.
hemimegaloencephaly,"A condition where one hemisphere of the brain grows faster or larger than the other, causing neurological impairment."
hemineglect,"A neuropsychological condition in which, after damage to one hemisphere of the brain, the patient exhibits a deficit in attention to and awareness of one side of space."
hemiplasy,A condition similar to homoplasy that is the topological discordance between a gene tree and a species tree attributable to lineage sorting of genetic polymorphisms that were retained across successive nodes in a species tree
hemisphericity,The state if being hemispherical
hemoabdomen,The presence of blood in the abdomen
hemoglobinemia,"The (normal, or elevated) presence of hemoglobin in the blood"
hemoglobinuria,The presence of hemoglobin in the urine.
hemomediastinum,"The presence of blood in the mediastinum 2015 November 7, Endobronchial Ultrasound Changed the World of Lung Cancer Patients: A 11-Year Institutional Experience, in PLOS ONE[1], DOI:10.1371/journal.pone.0142336:Massive hemorrhage, pneumomediastinum, pneumothorax requiring drainage, cardiac tamponade, and hemomediastinum have all been reported as TBNA complications[30 ]."
hemoparasitemia,The presence of hemoparasites in the bloodstream
hemoperitoneum,The presence of blood in the peritoneal cavity.
hemopneumoperitoneum,The presence of both blood and air in the peritoneal cavity.
hemosputum,"The presence of blood in the sputum 2015 July 30, Hidetaka Uramoto et al., Easy Diagnosis of Aortic Invasion in Patients with Lung Cancer Using Cine Magnetic Resonance Imaging, in Case Reports in Oncology[1], volume 8, DOI:10.1159/000438823:When considered in combination with the use of antiangiogenic therapy, this diagnostic tool is easy to apply and has broad utility among medical oncologists to avoid the risk of hemosputum in the great vessels [ 5 ]."
hemothorax,A condition resulting from accumulation of blood in the pleural cavity.
hemotympanum,The presence of blood in the tympanic cavity of the middle ear
henhood,The state or condition of a hen
heparinemia,The presence of heparin in the bloodstream.
hepatolithiasis,The presence of gallstones in the biliary ducts of the liver.
hepatoselectivity,The condition (of a drug) of being hepatoselective
hepatosteatosis,The condition known informally as fatty liver
hercogamy,The condition where self-pollination is impossible (e.g
here and now,The present situation
here and now,The current state of one's own life.
hereafter,A future existence or state.
hermaphrodism,A congenital condition in which an organism possesses the reproductive organs of both sexes.
hermaphroditism,The state of having sexual organs of both the male and female sexes.
hermitry,The state of living as a hermit.
hetaerism,"A theoretical early state of human society (as postulated by 19th-century anthropologists) which was characterized by the absence of the institution of marriage in any form, and where women were the common property of their tribe, and the children never knew their fathers."
heteradenia,"Any condition where a gland grows in an abnormal location or, more rarely, where the gland is abnormally formed."
heterochromia,"An anatomical condition in which multiple pigmentations or colorings occur in the eyes, skin or hair."
heterochromia iridium,The condition of having two irises of different colors.
heteroclisis,"The presence of two or more classes of inflection in the inflectional paradigm of a noun, verb, etc"
heterogamy,"The state of conjugating gametes that are different in size, structure and function"
heterogony,"The condition of having two or more kinds of flower, different as to the length of their stamens and pistils."
heteromyopia,The situation in which interspecific competition occurs over shorter distances than intraspecific competition
heteropaternity,The situation when there is more than one father of the children in a multiple birth.
heteroplasia,The presence of a tissue or organ in an abnormal place
heteroplasmy,the presence of multiple kinds of mitochondrial or plastid DNA within a single cell or individual
heterosexualism,"The state or existence of heterosexuality, including the traditional gender roles that accompany it"
heterostyly,The condition of having unequal styles
hibernation,A state of inactivity and metabolic depression in animals during winter.
hibernation,A standby state which conserves power without losing the contents of memory.
hibernation,A state of minimum power consumption
hiccups,The condition of having the spasms of hiccupping
hiding,A state of concealment.
hidradenocarcinoma,A cutaneous condition that may develop de novo or in association with an existent hidradenoma.
hidradenoma,"A cutaneous condition, a benign adnexal neoplasm closely related to poroma, primarily occurring in adult women."
highwater,the state of the tide when the water is at its highest
highway hypnosis,An automatic mental state in which a person continues to drive a vehicle safely and correctly but without the recollection of having done so.
hippuria,"The presence of (excessive) hippuric acid in the urine, as sometimes occurs in diabetes mellitus"
hitch,A hidden or unfavorable condition or element; a catch
hobble,A difficult situation; a scrape.
hog heaven,A state of contented bliss
hole state,a vacant electron energy state near the top of the energy band of a solid; the movement of electrons between such states is the basis of electrical conduction
holohedry,The condition of a crystal whose point group is identical to that of its lattice.
holospondyly,The condition of having the centra of the vertebra fused together.
home ownership,the situation of owning one's home.
home state,The state of the United States of America in which a person was born or raised or currently resides.
homocysteinemia,The presence of homocysteine in the blood.
homodonty,The condition of having teeth all of the same type.
homogony,The condition of having homogonous flowers.
homology,The presence of the same series of bases in related genes.
homoplasmy,the presence of the same mutation in all copies of mitochondrial or plastid DNA within a single cell or individual
homosexualism,"Homosexuality, the state of being homosexual"
honeymoon rhinitis,A condition in which the sufferer experiences nasal congestion during sex.
honourability,A state or condition or being honourable.
hornets' nest,An unpleasant or controversial situation likely to be exacerbated by outside involvement
horse latitudes,"A condition of relative inactivity, calm, or lethargy"
hostess-ship,The state or position of being a hostess
hot seat,Any stressful situation.
hot stove,Any potentially harmful situation.
hot water,a dangerous situation; trouble Both students are in hot water from fighting.
hotheadedness,The state or characteristic of being hotheaded; the tendency to be easily infuriated or provoked
how-d'ye-do,A troublesome state of affairs
howness,"The state or condition of how a person, object, or thing is"
humanhood,The state or period of being human.
humanity,The human condition or nature.
hungering,The condition of one who hungers
hurry-skurry,A state of confusion and bustle; a frantic hurry; a rushing about
hurry sickness,The stressed condition of somebody who is constantly in a rush and does not take time to relax.
hustle,A state of busy activity.
hydatiduria,The presence of hydatid cysts in the urine
hydra,"A complex, multifarious problem or situation that cannot be solved easily and rapidly"
hydranencephaly,"A condition where the brain's cerebral hemispheres are absent, replaced by sacs filled with cerebrospinal fluid."
hydrargyrism,"A diseased condition produced by poisoning with hydrargyrum, or mercury; mercurialism."
hydrocephalus,"A usually congenital condition in which an abnormal accumulation of fluid in the cerebral ventricles causes enlargement of the skull and compression of the brain, destroying much of the neural tissue"
hydrocolpos,"A condition characterised by a distended, fluid-filled vaginal cavity."
hydrocution,"The situation where blood vessels dilated by the heat contract suddenly, when cold water is applied to the skin, leading to cardiac arrest"
hydropelvis,The presence of water (normally urine) in the renal pelvis
hydropneumothorax,The presence of both fluid and air in the pleural cavity
hydrops fetalis,A condition in which an accumulation of fluid occurs in at least two compartments of the fetus.
hydrostatic equilibrium,The state in which a solid or liquid body has relaxed into the shape that it would have if it were a calm (equilibrium) liquid
hydrostatic lock,"A condition that arises when a device which compresses gases seizes up because of the infiltration of liquid, which prevents further compression"
hydrothermalism,the presence of hydrothermal activity
hydrothorax,The presence of fluid in the pleural cavity.
hyperadiponectinemia,"The presence of raised levels of adiponectin in the blood 2015 October 17, Association of Adiponectin with High-Sensitivity C-Reactive Protein and Clinical Outcomes in Peritoneal Dialysis Patients: A 3.5-Year Follow-Up Study, in PLOS ONE[1], DOI:10.1371/journal.pone.0141058:Accordingly, the findings of reverse association of BMI and ADPN and lower BMI among high ADPN group may partly explain reduced impact of hyperadiponectinemia on survival outcome in our study cohort."
hyperalbuminemia,The presence of an abnormally high concentration of albumin in the blood
hyperaldosteronemia,The presence of an excess of aldosterone in the blood
hyperaldosteronism,"A condition in which too much aldosterone is produced by the adrenal glands, potentially leading to lowered levels of potassium in the blood."
hyperaminoacidemia,The presence of an excessive amount of amino acids in the blood
hyperaminoaciduria,The presence of excessive amino acids in the urine.
hyperamylinaemia,"The presence of excess amylin in the blood 2016 February 4, Identification of Human Islet Amyloid Polypeptide as a BACE2 Substrate, in PLOS ONE[1], DOI:10.1371/journal.pone.0147254:In circumstances of defective ProIAPP processing or hyperamylinaemia, the equilibrium between IAPP forming a heterodimer with insulin may shift towards IAPP homodimerization."
hyperarousal,"A state of heightened psychological and physiological tension resulting in reduced pain tolerance, anxiety, excessive response to sensory stimulation, insomnia, and fatigue"
hyperattention,A state of abnormally intense attention.
hyperbiliverdinemia,"The presence of a more than usual amount of biliverdin in the blood 2015 September 15, Interactions between Biliverdin, Oxidative Damage, and Spleen Morphology after Simulated Aggressive Encounters in Veiled Chameleons, in PLOS ONE[1], DOI:10.1371/journal.pone.0138007:However, these previous experiments examined genetic variants, incidence of disease, or hyperbiliverdinemia, and thus may have documented patterns not typical of more common processes."
hypercalcemia,The presence of an unusually high concentration of calcium in the blood
hypercalcinuria,Condition of high levels of calcium in the urine as caused by high levels of bone resorption seen in osteoporosis or hyperthyroidism
hypercalprotectinemia,The presence of an excess of calprotectin in the blood.
hypercapnia,the condition of having an abnormally high concentration of carbon dioxide in the blood
hypercarbia,the condition of having an abnormally high concentration of carbon dioxide in the blood
hypercarboxemia,The presence of an excess of carbon dioxide in the blood
hypercatecholemia,The presence of excessive amounts of catechol and/or catecholamines in the blood
hypercellularity,The presence of an abnormally large number of cells
hypercementosis,"An idiopathic, non-neoplastic condition characterised by the excessive buildup of normal cementum (calcified tissue) on the roots of one or more teeth"
hyperchlorhydria,The presence of an excessive amount of hydrochloric acid in the stomach
hyperchromasia,"A hyperchromatic state of the nucleus, suggesting malignancy."
hyperchylomicronemia,The presence of excess chylomicrons in the blood; a symptom of lipoprotein lipase deficiency
hypercitratemia,The presence of a high level of citrate in the blood
hyperconnectivity,The state of a network in which the number of nodes is far in excess of the number of users.
hyperconnectivity,"The state of the brain, in schizophrenia or epileptic seizure, in which an excessive number of connections are made between neurons."
hypercorticosteronemia,The presence of excess corticosteroids in the blood
hypercortisolemia,The presence of an elevated amount of cortisol (hydrocortisone) in the blood
hypercreatinemia,The presence of excessive amounts of creatine in the blood
hypercreatinuria,The presence of an excess of creatine in the urine
hyperdicrotism,A hyperdicrotic condition.
hyperdontia,The condition of having teeth that appear in addition to the regular number of teeth.
hyperdrive,A state of accelerated action
hyperelectrolytemia,The presence of an unusually high amount of an electrolyte in the blood
hyperestrogenism,A medical condition characterized by an excess of estrogenic activity in the body.
hyperexcitement,A state of very high excitement.
hyperferremia,The medical condition of having too much iron in the body.
hyperferritinemia,The presence of an unusually large amount of ferritin in the blood
hypergammaglobinemia,The presence of an excessive amount of gamma-globin in the blood
hypergammaglobulinemia,A medical condition with elevated levels of gamma globulin.
hypergastrinemia,The presence of an excessive amount of gastrin in the blood
hyperghrelinemia,"The presence of excessive ghrelin in the blood 2002, DE Cummings, Elevated plasma ghrelin levels in PraderWilli syndrome, in Nature Medicine, page 643:However, hyperghrelinemia is unlikely to arise from leptin resistance, as ghrelin levels are not elevated in obese subjects homozygous for an inactivating LepR mutation."
hyperglucagonemia,The presence of an excessive amount of glucagon in the blood; a symptom of glucagonoma
hyperglycorrhachia,The presence of excessive glucose in the cerebrospinal fluid.
hyperglycosuria,The presence of abnormally high levels of glycose in the urine.
hypergonadotropinemia,The presence of an excessive amount of gonadotropin in the blood
hypergraphia,"A behavioural condition characterised by an intense desire to write, associated with changes in the temporal lobes due to epilepsy or chemical changes"
hypergravity,The presence of an apparently increased gravitational field in an accelerating or rotating situation.
hyperguanidinemia,The presence of excessive amounts of guanidine in the blood.
hyperhaploidy,The state of having more than the haploid complement of chromosomes
hyperhedonia,A condition in which the individual derives an abnormally heightened level of pleasure from the activities performed.
hyperhidrosis,"A medical condition with the primary symptom of excessive sweating, in excess of that required for regulation of body temperature."
hyperhomocysteinemia,The presence of an excessive amount of homocysteine in the blood.
hyperhomocysteinuria,The presence of a large amount of homocysteine in the urine
hyperimmunization,The presence in the body of an excessive number of antibodies to a specific antigen.
hyperimmunoglobulinemia,The presence of a larger than normal amount of immunoglobulins in the blood
hyperinnovation,A state of many interconnected dimensions.
hyperinnovation,A state of multidimensional interconnections (as in hyperlink or hypertext).
hyperinnovation,A state of unprecedented speed and magnitude of innovation.
hyperinosis,"A condition of the blood, characterized by an abnormally large amount of fibrin, as in many inflammatory diseases."
hyperinsulinaemia,The presence of an unusually high level of insulin in the bloodstream
hyperinsulinemia,"The condition of having an excessively high level of insulin in the blood, usually due to excess production"
hyperkalemia,The condition of having an abnormally high concentration of potassium ions in the blood
hyperkinesis,A condition especially of childhood characterized by hyperactivity.
hyperlactacidemia,The presence of excess lactic acid in the blood
hyperlactemia,The presence of an excessive amount of lactate in the blood
hyperlacticaemia,The presence of an excessive amount of lactic acid in the bloodstream
hyperleptinemia,The presence of a higher than normal amount of leptins in the bloodstream
hyperleukocytosis,The condition of having an unusually high leukocyte count
hyperlipasemia,The presence of excessive concentrations of lipases in the blood
hyperlysinuria,The presence of excessive lysine in the urine.
hypermastia,The presence of extra mammary glands.
hypermetabolism,"The physiological state of increased metabolic activity, typically occurring after significant damage to the body"
hypermethionemia,The presence of more than the normal amount of methionine in the blood
hyperoxalemia,The presence of excess oxalate in the blood
hyperoxaluria,The presence of an excessive amount of oxalic acid or oxalates in the urine.
hyperoxia,A condition caused by an excess of oxygen in tissues and organs.
hyperparasitemia,The presence of very many parasites in the blood
hyperpartisanship,A sharply polarized situation in which political parties are in fierce disagreement with each other
hyperphalangy,The condition of having a higher than average number of phalanges.
hyperphenylalaninemia,The presence of excessive phenylalanine in the blood.
hyperphoresy,"The situation of one organism carrying another organism, which is itself carrying a third organism, due to phoresy"
hyperphosphaturia,The presence of excessive phosphate in the urine
hyperphrenia,A state of mental overactivity such as occurs in flights of ideas or in a manic episode.
hyperpituitarism,The condition caused by excessive secretion of hormones by pituitary tumors.
hyperpluralism,A state in which many groups or factions are so strong that a government is unable to function.
hyperpresence,Strong presence; the quality of being hyperpresent.
hyperprocalcitoninaemia,The presence of an excess of procalcitonin in the blood
hyperprolactinemia,The condition of having abnormally high levels of prolactin in the blood
hyperreninemia,The presence of excessive renin in the blood.
hypersentience,A state above or beyond sentience
hypersomatotropism,The presence of an elevated level of somatotropin in the body
hypersplenomegaly,The condition of having a very enlarged spleen
hypersthenuria,"A condition where the osmolality of the urine is elevated, sometimes associated with diabetes mellitus."
hypertestosteronemia,The presence of excess testosterone in the bloodstream
hyperthermia,The condition of having an abnormally high body temperature caused by a failure of the heat-regulating mechanisms of the body to deal with the heat coming from the environment
hyperthymesia,A rare condition in which an individual possesses a superior autobiographical memory and is able to recall the vast majority of personal events and experiences in life
hyperthyroidism,The pathological condition resulting from these excess hormones
hypertriacylglycerolemia,The presence of an abnormally high level of triacylglycerols in the bloodstream.
hypertrichosis,"A medical condition of excessive body hair, either affecting most of the torso and limbs, or localized to an area of skin"
hypertrophic pulmonary osteoarthropathy,A paraneoplastic condition characterised by clubbing and periostitis of the long bones of the arms and legs
hyperuremia,The presence of excessive urea in the blood
hyperuricosuria,The presence of an unusually high amount of uric acid in the urine.
hypervalinemia,The presence of excessive valine in the blood.
hyperventilation,the state of breathing faster or deeper than necessary
hypervigilance,An enhanced state of sensory sensitivity accompanied by an exaggerated intensity of behaviors whose purpose is to detect threats.
hypervitaminemia,The presence of an abnormally high level of a vitamin in the blood
hypervitaminosis,Any medical condition resulting from excessive intake of vitamins
hyphema,The presence of blood in the anterior chamber of the eye
hypnagogia,"A condition characterized by dreamlike auditory, visual, or tactile sensations when half-awake."
hypnosis,"A trancelike state, artificially induced, in which a person has a heightened suggestibility, and in which suppressed memories may be experienced."
hypoacidity,The condition of having less than the normal amount of acidity in the stomach
hypoadrenalism,A condition in which the adrenal glands do not produce adequate amounts of steroid hormones
hypoalbuminemia,The presence of an abnormally low concentration of albumin in the blood.
hypoargininemia,The presence of less than the normal amount of arginine in the blood
hypoazoturia,Decreased presence of nitrogen in the urine.
hypocalcemia,The condition of having an abnormally low concentration of calcium ions in the blood.
hypocalcinuria,Condition of low levels of calcium in the urine
hypocalciuria,The medical condition of having an unusually low level of calcium in the urine.
hypocapnia,A state of reduced carbon dioxide in the blood
hypochlorhydria,The presence of an insufficient amount of hydrochloric acid in the stomach
hypocitrullinemia,The presence of a lower than usual amount of citrulline in the blood
hypodactyly,The presence of fewer than the usual number of fingers or toes; oligodactyly.
hypodysplasia,The presence of an abnormally small (often deformed) organ (typically a kidney)
hypoecho,A hypoechoic state
hypoelectrolytemia,The presence of an unusually low amount of an electrolyte in the blood
hypoequilibrium,"A state that is in some way less than an equilibrium 2016, Guanchen Li, Michael R"
hypoferritinemia,The presence of an unusually small amount of ferritin in the blood
hypofibrinogenemia,"A condition characterized by an acute hemorrhagic state brought about by inability of the blood to clot, with massive hemorrhages into the skin producing blackish, purplish swellings and sloughing."
hypoglycorrhachia,The presence of insufficient glucose in the cerebrospinal fluid.
hypogonadotropism,The condition of having a reduced serum concentration of gonadotropins.
hypogravity,The presence of an apparently decreased gravitational field (such as in an aircraft following a parabolic path)
hypohaploidy,The state of having less than the haploid complement of chromosomes
hypohaptoglobinaemia,The presence of insufficient haptoglobin in the blood
hypoinsulinaemia,The presence of an unusually low level of insulin in the bloodstream
hypokalemia,The condition of having an abnormally low concentration of potassium ions in the blood.
hypoleptinemia,The presence of a lower than normal amount of leptins in the bloodstream
hypomagnesemia,The condition of having an abnormally low concentration of magnesium ions in the blood
hypomenorrhea,The condition of menstrual blood flow that is extremely light.
hypometabolism,The physiological state of having a decreased rate of metabolic activity
hypomethionemia,The presence of less than the normal amount of methionine in the blood
hypoornithinemia,The presence of a reduced amount of ornithine in the blood
hypophalangy,The condition of having a lower than average number of phalanges.
hypophonia,The condition of having a quiet voice; inability to speak loudly
hyposelenemia,The condition of having insufficient selenium in the bloodstream.
hyposomatotropism,The presence of a reduced level of somatotropin in the body
hypospermatogenesis,The condition of having decreased sperm production.
hyposthenuria,"A condition where the urine has a relatively low specific gravity, though not necessarily equal to that of plasma."
hypotelorism,A medical condition characterized by abnormally close eyes
hypotestosteronemia,The presence of abnormally low amounts of testosterone in the bloodstream
hypothetical,A hypothetical situation or proposition These hypotheticals serve no purpose until we have more information.
hypothyroidism,The disease state caused by insufficient production of thyroid hormone by the thyroid gland
hypotrichosis,The presence of less than the normal amount of hair or fur
hypouricosuria,The presence of an unusually low amount of uric acid in the urine.
hypovolemia,A state of decreased blood volume.
hypoxia,A condition in which tissues (especially the blood) are deprived of an adequate supply of oxygen; anoxia [from 1940s]
hypozincemia,The condition of having insufficient zinc in the bloodstream.
hypsodonty,The presence of hypsodont teeth.
Jamahiriya,"State of the masses; people's republic; the form of the Libyan state ruled by Muammar Gaddafi from 1977-2011, during which time it was known first as the Socialist People's Libyan Arab Jamahiriya then as the Great Socialist People's Libyan Arab Jamahiriya."
Juche,The state ideology of North Korea.
Hand-Schüller-Christian disease,"A condition associated with multifocal Langerhans cell histiocytosis and a triad of exophthalmos, lytic bone lesions (often in the skull), and diabetes insipidus."
Hartle-Hawking state,"A hypothetical state of the universe prior to the Planck epoch, in which time did not exist, only space."
Howel-Evans syndrome,"A rare condition involving thickening of the skin (hyperkeratosis) of the palms of the hands and the soles of the feet, and associated with a high risk of esophageal cancer."
Hughes syndrome,"An autoimmune, hypercoagulable state caused by antibodies against cell-membrane phospholipids, leading to blood clots and pregnancy complications."
Hunter-Russell syndrome,"A condition caused by methylmercury poisoning, characterised by paresthesia, ataxia, and impaired speech and vision."
e-quaintance,the state of knowing exclusively online
earedness,The condition or tendency to hear with one ear more than the other.
earthquake storm,"The theorized situation where one earthquake triggers a series of other large earthquakes, along the same plate boundary, as the stress transfers along the fault system."
easy street,"A carefree situation or lifestyle, especially as resulting from possession of wealth"
ebb,A low state; a state of depression
ebriety,"The state of intoxication, drunkenness"
ecclesiarchy,Union of church and state.
echinocytosis,"The presence of echinocytes in the blood 2015 November 11, Diminution of Oxidative Damage to Human Erythrocytes and Lymphocytes by Creatine: Possible Role of Creatine in Blood, in PLOS ONE[1], DOI:10.1371/journal.pone.0141975:It is likely that the echinocytosis is the cause of the hemolytic anaemia as well [68 ]."
echopathy,A morbid condition characterized by automatic and purposeless repetition of words or imitation of actions.
eclipse,"A seasonal state of plumage in some birds, notably ducks, adopted temporarily after the breeding season and characterised by a dull and scruffy appearance."
economocracy,state control over economic affairs Synonym: dirigisme
ecotopia,Any ecologically ideal place or situation
ecstasy,A state of emotion so intense that a person is carried beyond rational thought and self-control
ectopia,The condition where an organ or other body part has an abnormal position.
ectopicity,The condition or state of being ectopic
ectropion,"A condition of loose eyelids, characterized by the turning outward of the lower eyelid."
edenics,An Edenic state of existence
edentulism,The condition of lacking some or all teeth; toothlessness
edge case,A problem or situation that occurs only at an extreme (maximum or minimum) operating parameter.
educated incapacity,The situation where an organization has become so used to certain policies and practices that it is unable to evaluate their effectiveness and contemplate change.
effluvium,A condition causing the shedding of hair
egence,"The state of needing, or of suffering a natural want"
ehrlichemia,The presence of Ehrlichia bacteria in the bloodstream
eigenstate,A dynamic quantum mechanical state whose wave function is an eigenvector that corresponds to a physical quantity
elastoplasticity,"The condition of showing both elastic and plastic properties, typically as a result of being stretched beyond an elastic limit"
elation,An exhilarating psychological state of pride and optimism.
election of remedies,The situation of a plaintiff in a civil lawsuit having multiple options from which to choose as to how the defendant's wrong may be righted
electoralism,"A state of partial transition from authoritarian rule toward democratic rule, in which the regime conducts the electoral aspects of democratic governance in a relatively free and fair manner."
element,A place or state of being that an individual or object is best suited to
elephant race,"a situation in which one truck tries to overtake another at a slightly higher speed, blocking the road for passenger car drivers behind"
embarrassment,A state of discomfort arising from bashfulness or consciousness of having violated a social rule; humiliation.
embarrassment,A state of confusion arising from hesitation or difficulty in choosing.
embracement,"State of embracing, encompassing or including various items; inclusion"
embracement,Act or state of embracing or accepting; willing acceptance
embryotoxon,"The presence of a band of corneal opacity similar in appearance to the arcus senilis, sometimes seen in newborns."
emergency,A situation which poses an immediate risk and which requires urgent attention
emetogenicity,The state or degree of being emetogenic
emmetropia,"The condition of perfect vision, where images are correctly brought to a focus on the retina."
emotionalism,"An emotional state of mind, a tendency to regard things in an emotional manner; emotional behaviour or characteristics"
emperipolesis,The presence of an intact cell within the cytoplasm of another
empire,A state ruled by an emperor
emprosthotonus,A condition in which the body is bent sharply forward.
emptiness,The state or feeling of being empty.
empty nose syndrome,"The condition where the nose has been physiologically crippled, typically by excessive surgical removal of turbinates (mainly the inferior turbinates) in a turbinectomy or conchotomy."
emptyhandedness,The state of having nothing in one's hands
enantiostyly,"The condition in which the gynoecium protrudes laterally, either to the right or to the left of the androecium."
encapsulation,Grouping together an objects state (its data) and the operations that may alter or interrogate it (its methods).[1]
enclosedness,The state or characteristic of being confined within actual or figurative boundaries
end state,The specified situation at the successful completion of the final phase of a military operation.
endearment,The state or characteristic of being endeared
endlessness,The state or characteristic of being endless.
endoleakage,The presence of an endoleak.
endometriosis,A condition characterised by the presence of endometrial tissue elsewhere than in the lining of the uterus; an instance of such presence
endosalpingiosis,A condition in which Fallopian tube-like epithelium is found outside of the Fallopian tube.
endosymbiosis,A condition of living within the body or cells of another organism.
endotoxemia,The presence of endotoxins in the bloodstream
endotoxinemia,The presence of endotoxins in the blood
energy obesity,"A condition of excessive energy consumption, usually pertaining to large collectives of people such as nations"
energy poverty,"The condition of a region, or country, not having enough energy resources for the needs of its population."
engagement,"In any situation of conflict, an actual instance of active hostilities"
engendered reliance,"A situation in which an institution has encouraged its customers to become reliant on their services, and is therefore legally obligated to continue to provide those services."
enhypostasia,"The state of the human nature of Jesus Christ being entirely dependent on, and not existing independently of, the divine nature of God as a whole (which is the hypostasis of the Holy Trinity comprising God the Father, God the Son, and God the Holy Spirit), or individual persons of the Trinity such as the Father and the Holy Spirit"
enjoyment,The condition of enjoying anything
enjoyment,An enjoyable state of mind
enmity,"A state or feeling of opposition, hostility, hatred or animosity"
enophthalmia,A condition where the eyes are abnormally sunken into their sockets.
ensignship,The state or rank of an ensign.
entactogenesis,A state of feeling positive about both oneself and the world.
enterolithiasis,The presence or formation of intestinal calculi.
enterothorax,"The presence of abdominal organs in the thorax, which is unusual and occurs only via congenital anomalies or later injury; diaphragmatic hernia is by necessity involved, given that the diaphragm is the barrier between the abdominal and thoracic compartments"
entrepreneurialism,The spirit or state of acting in an entrepreneurial manner.
entwinement,A situation of being entwined; an entanglement
environment,"A particular political or social setting, arena or condition."
enzymuria,The (normal of pathological) presence of enzymes in the urine
eosinophilia,The condition of having a high concentration of eosinophils (eosinophil granulocytes) in the blood.
eosinophiluria,The abnormal presence of eosinophils in the urine.
epiblepharon,"A condition characterised by a congenital horizontal fold of skin near the margin of the upper or lower eyelid, caused by the abnormal insertion of muscle fibres."
epigenome,The total epigenetic state of a cell
epilepsy,A medical condition in which the sufferer experiences seizures (or convulsions) and blackouts
epornitics,The presence of disease in a bird population
equilibrium,"The condition of a system in which competing influences are balanced, resulting in no net change"
equilibrium,The state of a reaction in which the rates of the forward and reverse reactions are the same.
equilibrium,The state of a body at rest or in uniform motion in which the resultant of all forces on it is zero.
equine rhabdomyelosis,"a condition that affects the muscles of horses, ranging from stiffness and mild cramps to the horse becoming unable to stand with discoloured urine."
equipoise,A state of balance; equilibrium
equiveillance,"A state of equilibrium, or a desire to attain such, between surveillance and sousveillance"
erasure,The state of having been erased; total blankness
ergogenicity,"The condition, or the extent to which something is ergogenic"
erythema ab igne,A skin condition caused by long-term exposure to heat (infrared radiation)
erythema nodosum,"An inflammatory condition characterised by inflammation of the fat cells under the skin, resulting in tender red nodules that are usually seen on both shins."
erythroblastemia,The presence of nucleated erythrocytes in the peripheral blood
erythroblastosis,A medical condition in which erythroblasts are abnormally found in the blood
erythroblastosis fetalis,A medical condition where an rh negative mother's antibodies attack the red blood cells of an rh positive fetus.
erythroblastosis neonatorum,A medical condition where an rh negative mother's antibodies attack the red blood cells of an rh positive baby.
erythrocyanosis crurum,"A skin condition, a variant of acrocyanosis caused by chronic exposure to cold."
erythrocyturia,The presence of red blood cells in the urine.
erythrodermatitis,A condition in which the skin is reddened and inflamed.
erythrokeratoderma,A skin condition characterised by redness and thickened skin
erythroleukosis,"A condition, resembling leukemia, characterised by an abnormal increase in numbers of granulocytes and erythrocytes"
escape clause,"Any clause, term or condition in a contract or statute that avoids the application of aprovision Synonym: safety clause"
escrow,The state of property deposited with an escrow agent
escudo,"The state currency formerly used in Portugal, divided into 100 centavos"
essential tremor,A neurological condition that causes rhythmic shaking of unknown cause in one or more parts of the body during voluntary movements
estrogenemia,The (normal) presence of estrogens in the blood
estrogenism,Any condition caused by the ingestion of estrogen
eternal now,"The condition in which all reality is experienced in the present, with the past contained only in memory and the future only in anticipation or speculation"
eucapnia,"The condition of having a normal, healthy concentration of carbon dioxide in the blood"
euchlorhydria,The presence of the normal concentration of hydrochloric acid in the gastric juices
eudemonia,"A persons state of excellence characterized by objective flourishing across a lifetime, and brought about through the exercise of moral virtue, practical wisdom, and rationality."
euglycemia,The condition of having a normal concentration of glucose in the blood
eumoxia,A condition in which tissues have the correct concentration of oxygen
eunoia,A state of normal adult mental health
euphoria,An excited state of joy; a feeling of intense happiness.
euplasia,the condition of tissue that is normal for its type
euploidy,The condition of having a chromosome number that is an exact multiple of the haploid number for the species.
eupnea,"Normal, relaxed breathing; healthy condition of inhalation and exhalation."
eurhythmia,"The presence of a normal, regular pulse"
eurygnathism,The condition of having a wide jaw.
euryhalinity,The condition (or extent) of being euryhaline
euryopia,A condition in which the eyes are open abnormally wide.
euthermia,The condition of having a normal body temperature.
euthyneury,"A plesiomorphic condition present in some gastropods, involving torsion of the internal organs from left to right in order to accommodate the relocation of the mantle cavity close to the head, leading to streptoneury, followed by the reversal of this process, straightening out the internal organs and uncrossing the commissures in the process"
eutrophia,A state of normal nourishment and growth; eutrophy.
euvolemia,The presence of a normal amount of blood.
even-stevens,"An equal situation, in which no side has an advantage"
even keel,The situation in which a watercraft is floating or proceeding in a smooth and level manner
even keel,The state or characteristic of being under control and balanced
even keel,The state or characteristic of being well controlled and running smoothly
evolutionary trap,"The situation of an evolved behaviour or trait of a species becoming detrimental to the survival or reproductive ability of individuals, possibly leading to extinction"
