term,definition
unachievability,The property of being impossible to achieve.
unacquisitiveness,The quality of not being acquisitive.
unadornment,Absence of adornment.
unadvisedness,The quality of being inadvisable.
unagreeableness,The quality of being unagreeable.
unagreement,"Lack of agreement; disagreement 2012, Thomas R"
unambiguity,The quality of being unambiguous.
unambiguousness,The property of being unambiguous.
unambition,The absence of ambition
unambivalence,The quality of being unambivalent.
unamiability,The quality of being unamiable.
unamiableness,The quality of being unamiable.
unanswerability,The quality of being unanswerable.
unappealingness,The quality of being unappealing
unappetizingness,The quality of being unappetizing.
unappreciation,Lack of appreciation; failure to appreciate; ingratitude
unapprehensiveness,The quality of not being apprehensive.
unapproachability,The quality of being unapproachable.
unapproachableness,Quality of being unapproachable.
unaptness,The quality of being unapt.
unarguability,The quality of being unarguable
unarmedness,The quality of being unarmed; lack of weapons
unartfulness,Quality of being unartful
unassailability,The quality of being unassailable
unassertability,The quality of being unassertable.
unassumingness,The quality of being unassuming.
unassurance,Lack of assurance; the feeling of being unassured.
unattachedness,The quality of being unattached.
unattachment,The quality of being unattached; lack of attachment.
unattendance,"Lack of attendance 2016, Chris Dahi, Bonded Also screamingly noticeable is the unattendance of this welcoming party by the young men of the Ekpe cult"
unattention,Lack of attention
unattraction,The quality of not being attracted to somebody or something.
unattraction,The quality of not being attractive.
unattributability,The quality of being unattributable.
unattunedness,The quality of being unattuned.
unauthenticity,Quality of not being authentic.
unavailableness,The quality of being unavailable
unbearability,The quality of being unbearable
unbearableness,The quality of being unbearable.
unbeatability,"The quality of being unbeatable, undefeatability."
unbeauteousness,The quality of being unbeauteous.
unbefittingness,The quality of being unbefitting.
unbelievingness,Lack of belief; unbelief.
unbendingness,The quality of being unbending.
unbenevolence,Lack of benevolence; ill feeling.
unbiasedness,the property of being unbiased; impartiality; lack of bias.
unbirth,The absence of birth; failure to be born
unboastfulness,The quality of being unboastful.
unbookishness,The quality of being unbookish.
unbornness,The quality of being unborn
unbreakability,The quality of being impossible to break
unbridledness,The quality of being unbridled.
uncandidness,The quality of not being candid.
uncandor,Lack of candor.
uncandour,Lack of candour.
uncanonicalness,The quality of not being canonical.
uncarefulness,The quality of being uncareful.
uncause,"Absence of cause 1979, Mario J"
unceasingness,The quality of being unceasing.
uncensorship,Absence of censorship
uncenteredness,The quality of not being centered.
unceremoniousness,The quality of being unceremonious
uncertainness,The quality of being uncertain.
unchangeability,The property of being unchangeable
unchangeability,The extent to which something is unchangeable
unchangedness,The quality of being unchanged
unchangingness,The quality of being unchanging; constancy.
uncharacterizability,The quality of being uncharacterizable.
uncharity,Absence of charity
unchartedness,The quality of being uncharted.
unchasteness,Lack of chastity; the state of being unchaste.
unchivalrousness,The quality of being unchivalrous; lack of chivalry.
uncircumcision,Absence of circumcision; not being circumcised
uncircumscribability,The quality of being impossible to circumscribe.
uncivilization,The quality of not being civilized
uncivilizedness,The quality of being uncivilized.
unclarity,The quality of being unclear or confusingly formulated; ambiguousness; imprecision.
unclearness,The property of being unclear.
unclimbableness,The quality of being unclimbable.
uncloudedness,The quality of not being clouded
unclutteredness,Absence of clutter.
uncoerciveness,The quality of being uncoercive.
uncollegiality,The quality of being uncollegial.
uncombativeness,The quality of being uncombative.
uncombinability,The quality of being uncombinable.
uncommunication,Absence of communication
uncommunicativeness,The quality of being uncommunicative.
uncomplainingness,The quality of being uncomplaining.
uncomplexity,Lack of complexity; simplicity.
uncompromisedness,Quality of being uncompromised.
unconfidence,Absence of confidence; uncertainty; doubt.
unconformability,"Lack of parallelism between one series of strata and another, especially when due to a disturbance of the position of the earlier strata before the latter were deposited."
unconformableness,The quality of being unconformable.
unconfoundedness,The quality of being unconfounded.
uncongeniality,The quality of being uncongenial.
unconnection,Absence of connection; disconnection.
unconscience,The absence of a conscience.
unconscientiousness,The quality of being unconscientious.
unconscionableness,The quality of being unconscionable.
unconsent,Lack of consent
unconsiderateness,The quality of being unconsiderate.
unconstructiveness,The quality of being unconstructive.
uncontent,A lack of contentment
uncontentedness,Quality of being uncontented.
uncontentiousness,The quality of being uncontentious.
uncontrollability,The quality of being uncontrollable
unconventionalness,The quality of being unconventional.
unconvincedness,The quality of being unconvinced; disbelief; lack of conviction.
uncooperation,Lack of cooperation; failure to cooperate.
uncooperativeness,The quality of being uncooperative.
uncoordination,A lack of coordination
uncordiality,The quality of being uncordial.
uncorrelatedness,Lack of correlation
uncorrelation,An absence of correlation
uncorruptedness,The quality of not having been corrupted.
uncorruptness,Absence of corruption; honesty; integrity.
uncountability,The quality of being uncountable
uncourtliness,Lack of courtliness; rudeness; rusticity
uncouthness,The characteristic of being uncouth.
uncreativity,The quality of being uncreative.
uncrossability,The quality of being uncrossable.
uncrowdedness,Quality of being uncrowded.
unculture,Lack of culture
uncuriosity,The quality of being uncurious.
uncuriousness,The quality of being uncurious.
uncuteness,The quality of being uncute.
undangerousness,Quality of not being dangerous
undecidedness,The quality of being undecided.
undefeatability,The quality of being undefeatable; undefeatableness.
undefectiveness,Quality of being undefective.
undefinability,The quality of being undefinable.
undegeneracy,The quality of being undegenerate.
undeliverability,The quality of being undeliverable
undemandingness,The quality of being undemanding; lack of difficulty or challenge
undeniability,The quality of being undeniable.
undeniableness,The quality of being undeniable.
undenominationalism,Absence of denominationalism.
undenotability,The quality of being undenotable.
undependability,The quality of being undependable.
undependableness,The quality of not being dependable.
underambition,The quality of being underambitious
underbreeding,A lack of manners or sophistication
undercarboxylation,The quality of being undercarboxylated.
underhandedness,The characteristic of being underhanded.
underinclusiveness,The quality of being underinclusive.
underlying form,A property of a morpheme: the abstract form that the morpheme is postulated to have before any phonological rules have applied to it.
undermasculinization,The quality of being undermasculinized
undermethylation,The quality of being scarcely methylated.
underneathness,The quality of being underneath
underniceness,Lack of delicacy or fastidiousness.
underprivilege,A lack of opportunities or advantages enjoyed by others.
underproductivity,The quality of being underproductive
underratedness,The quality of being underrated.
underrepresentedness,The quality of being underrepresented.
underresponsiveness,The quality of being underresponsive.
underresponsivity,The quality of being underresponsive.
understandability,The property of being understandable.
undescribability,The quality of being indescribable.
undescriptiveness,The quality of being undescriptive
undesirability,The property of being undesirable.
undetachability,The quality of being impossible to detach
undetectability,The quality of being impossible or difficult to detect
undeterminateness,Quality of being undeterminate.
undevelopment,The absence of development
undifferentiability,The quality of being undifferentiable.
undifferentiation,The quality of being undifferentiated.
undigestion,"Lack of digestion, or poor digestion"
undilution,The quality of being undiluted.
undiscernibleness,The quality of being undiscernible.
undisciplinedness,The quality of being undisciplined.
undiscoveredness,The quality of being undiscovered.
undiscreetness,Quality of being undiscreet.
undisguise,Absence of disguise; openness; honesty.
undisputatiousness,The quality of being undisputatious.
undisputedness,The quality of being undisputed.
undissociability,The quality of being undissociable.
undistinguishableness,The quality of being undistinguishable.
undistinguishedness,Quality of being undistinguished; lack of distinction.
undistractedness,The quality of not being distracted; freedom from distraction.
undisturbedness,Quality of being undisturbed.
undocility,The quality of not being docile.
undocumentedness,"The quality of being undocumented (not having official documentation required to enter, live or work in a country)"
undoneness,The quality of being undone.
undueness,The quality of being undue.
undulance,The property of undulating.
undulancy,The property of undulating.
undyingness,The property of being undying; immortality.
uneagerness,Lack of eagerness; reluctance.
unearthliness,The characteristic of being unearthly; ethereal; otherworldly.
uneatableness,The quality of being uneatable.
uneconomicalness,The quality of being uneconomical.
uneducatedness,The quality of being uneducated; lack of education; ignorance.
uneducation,Lack of education; ignorance
unelectability,The quality of being unelectable.
unembarrassability,The quality of being unembarrassable.
unembarrassment,Lack of embarrassment.
unenforceability,The quality of not being enforceable.
unenforcement,Lack of enforcement; the state or (non-)action of not enforcing; the state or condition of not being enforced.
unenjoyability,The quality of being unenjoyable.
unenjoyment,Lack of enjoyment; failure to enjoy something.
unenthusiasm,Lack of enthusiasm.
unenviability,The quality of being unenviable.
unenviableness,The quality of being unenviable.
unequivocalness,The quality of being unequivocal.
unescapableness,The quality of being unescapable.
unessence,Lack of essence; that which is not essence.
unessentiality,the property of being unessential
unethicality,The quality of being unethical
unevenness,The quality or characteristic of being uneven; irregularity; inconsistency; the lack of smoothness or continuity
uneventfulness,The quality of being uneventful
unexcitability,The quality of being unexcitable.
unexcitingness,The quality of being unexciting.
unexcusability,The quality of being unexcusable.
unexcusableness,The quality of being unexcusable.
unexistence,Lack of existence.
unexploredness,Quality of being unexplored.
unexpressiveness,The quality of being unexpressive.
unfadingness,The quality of being unfading; permanence.
unfailingness,The quality of being unfailing.
unfaith,Absence of faith
unfaithfulness,The characteristic of being unfaithful; infidelity; disloyalty.
unfalteringness,The quality of being unfaltering.
unfamiliarity,Lack of familiarity; ignorance or inexperience
unfastidiousness,The quality of being unfastidious.
unfastness,"Lack of closeness, as of fibre; porousness."
unfathomability,The quality of being unfathomable.
unfathomableness,The quality of being unfathomable.
unfavorability,The quality of being unfavorable
unfavorableness,The quality of being unfavorable.
unfear,Absence of fear; fearlessness
unfeignedness,The quality of being unfeigned; sincerity.
unfellowship,"Lack of, or exclusion from, fellowship."
unfetteredness,The quality of being unfettered.
unfilialness,Quality of being unfilial.
unfindability,The quality of not being findable.
unfinishedness,The quality of being unfinished.
unfirmness,The quality of being unfirm.
unfitness,The characteristic of being unfit or ill-suited
unfitness,The characteristic of being unfit or out of physical shape.
unfittedness,"The quality of being unfitted, or unsuitable."
unfittingness,"The quality of being unfitting, or unsuitable."
unfixedness,The property of being unfixed
unfixity,Lack of fixity.
unfondness,Quality of not being fond of someone or something.
unforeseenness,The quality of being unforeseen.
unforgivableness,Quality of being unforgivable.
unforgiveness,Lack of forgiveness.
unforgivingness,The quality of being unforgiving
unformalizability,The quality of being unformalizable
unfortunateness,The quality of being unfortunate; bad luck; mischance.
unfrankness,The quality of being unfrank
unfreeness,Quality of being unfree.
unfreshness,The quality of not being fresh
unfunniness,The quality of being unfunny
ungenerosity,The quality of being ungenerous.
ungenerousness,The quality of being ungenerous.
ungeniality,The quality of being ungenial.
ungentility,Lack of gentility.
ungenuineness,The quality of not being genuine.
ungladness,Quality of being unglad.
ungoodness,"The quality of being ungood, or bad; badness"
ungovernableness,The quality of being ungovernable; ungovernability.
ungradedness,The quality of not being graded.
ungraspability,The quality of being ungraspable.
ungrief,The absence of grief; grieflessness
ungroundedness,Quality of being ungrounded.
unguessability,The quality of being unguessable.
unguiltiness,The quality of being unguilty.
unhandiness,Quality of being unhandy.
unhandsomeness,Quality of being unhandsome.
unharmfulness,The quality of not being harmful.
unharmoniousness,The quality of being unharmonious.
unheedfulness,Quality of being unheedful.
unhesitatingness,The quality of being unhesitating.
unhingedness,The property of being unhinged.
unhipness,The quality of being unhip.
unhomogeneousness,The quality of not being homogeneous.
unhopefulness,Quality of being unhopeful.
unhousedness,The quality of being unhoused
unhumanity,The quality of being other than human
unhumanness,The quality of being unhuman.
unhumbleness,the property of being unhumble
unhurriedness,The quality of being unhurried
unhurtfulness,The quality of not being hurtful.
unidentifiability,The quality of being unidentifiable
uniform continuity,The property of being uniformly continuous.
uniformity,The absence of alternatives or diversity; sameness.
uniformness,The quality of being uniform.
unilateralness,The quality of being unilateral.
unilinearity,The quality of being unilinear.
unilocularity,The quality of being unilocular.
unimaginability,The quality of being unimaginable
unimaginableness,The quality of being unimaginable.
unimaginativeness,Lack of imagination.
unimportance,Lack of importance.
unimposingness,The quality of being unimposing.
unimpressionability,The quality of not being impressionable.
unimpressionableness,The quality of not being impressionable.
unimprovement,Lack of improvement; failure to improve
uninducibility,The quality of being uninducible.
unindustriousness,The quality of being unindustrious.
uninflectedness,The quality of being uninflected.
uninhabitability,The quality of being uninhabitable.
uninhabitedness,The quality of being uninhabited.
uninhibitedness,The quality of being uninhibited.
uninhibition,The quality of being uninhibited
uninquisitiveness,Quality of being uninquisitive; lack of curiosity.
uninsistence,Lack of insistence; the quality of not being insistent.
uninspiredness,The quality of being uninspired.
uninsurability,The quality of being uninsurable.
unintelligence,Lack of intelligence
unintelligibleness,The extent to which something is unintelligible; the difficulty of understanding something.
unintendedness,The quality of being unintended.
unintentionality,The characteristic of being unintentional
unintentionalness,The quality of being unintentional
uninterest,Lack of interest; indifference
uninterestedness,The quality of being uninterested.
uninterruptibleness,Quality of being uninterruptible.
uninterruption,Absence of interruption; uninterruptedness.
unintimacy,Lack of intimacy.
unintrusiveness,The quality of being unintrusive.
unintuitiveness,The quality of being unintuitive.
uninventiveness,Lack of inventiveness.
unirationality,The property of being unirational
unisexuality,"The property of being unisexual or imperfect, i.e"
unistructurality,The quality of being unistructural.
unitability,The quality of being unitable.
unitality,The property of being unital.
unitedness,Quality of being united.
unitlessness,Absence of a unit.
universal property,"The property of there being a unique morphism from an arbitrary object to the universal morphism of a comma category which is from a functor to a fixed object; or, dually, the property of there being a unique morphism from the universal morphism to an arbitrary object of a comma category which is from a fixed object to a functor"
universality,"the property of being universal, common to all members of a class"
univocalness,Quality of being univocal.
unjustifiability,The property of being unjustifiable.
unjustifiableness,The property of being unjustifiable.
unjustness,The quality of being unjust; unfairness.
unknightliness,The quality of being unknightly.
unknowing,Absence of knowledge; ignorance of something
unknowingness,The quality of not knowing; ignorance of something.
unladylikeness,The quality of being unladylike; conduct not befitting a lady.
unlaw,"Absence of law; lawlessness 2012, Read I"
unlearnability,The quality of being unlearnable.
unleisuredness,Absence of leisure.
unlikability,"The quality of being unlikable 2009 June 24, Patricia Cohen, Rethinking Gender Bias in Theater, in New York Times[1]:Kathryn Walat, a playwright who attended, said, Most startling was the reaction to women writing and I think of my own work about female protagonists and the unlikability of those characters."
unlikeableness,The quality of being unlikeable
unlikelihood,Absence of likelihood; the state of being unlikely or improbable; improbability.
unlikeliness,"The property of being unlikely, improbability."
unlimitedness,The characteristic of being unlimited; infinity.
unlinkability,The quality of being unlinkable.
unliteralness,Quality of being unliteral.
unliterariness,The quality of being unliterary.
unliveliness,The quality of not being lively.
unloathsomeness,The quality of not being loathsome
unlovability,The quality of being unlovable
unlovingness,Quality of being unloving.
unloyalty,The quality of being unloyal; disloyalty.
unlustiness,Quality of being unlusty.
unluxury,Absence of luxury
unmalleability,The quality of being unmalleable.
unmaneuverability,The quality of being unmaneuverable.
unmanliness,The property of being unmanly; sissiness
unmannerliness,The quality of being unmannerly; rudeness
unmarkedness,The quality of being unmarked (not standing out as unusual)
unmarriageableness,The quality of being unmarriageable.
unmarriedness,Quality of being unmarried.
unmatchedness,"The quality of being unmatched, i.e"
unmatchedness,"The quality of being unmatched, i.e"
unmeasurability,The quality of being unmeasurable.
unmeasurableness,The quality of being unmeasurable.
unmeekness,Quality of being unmeek.
unmeetness,The quality of being unmeet.
unmelodiousness,The quality of being unmelodious.
unmeltability,The quality of being unmeltable.
unmightiness,Lack of might.
unmindfulness,The quality of being unmindful.
unmistakableness,"The quality of being unmistakable, or recognizably unique."
unmitigatedness,The quality of being unmitigated.
unmodifiableness,The quality of being unmodifiable
unmooredness,The quality of being unmoored.
unmovableness,Quality of being unmovable.
unmovedness,The quality of being unmoved.
unmysteriousness,The quality of being unmysterious.
unnameability,The quality of being unnameable.
unnameableness,The quality of being unnameable.
unnamedness,Quality of being unnamed.
unnavigability,The quality of being unnavigable
unneedfulness,Lack of necessity.
unnegotiability,The quality of not being negotiable
unneighborliness,The quality of being unneighborly.
unneighbourliness,The quality of being unneighbourly.
unnewsworthiness,The characteristic of being unnewsworthy.
unnoteworthiness,The quality of being unnoteworthy.
unnoticeability,The quality of being unnoticeable.
unnoticeableness,The quality of being unnoticeable.
unobligingness,Quality of being unobliging.
unobsequiousness,Quality of being unobsequious.
unobservableness,Quality of being unobservable.
unobstructiveness,The quality of being unobstructive.
unobtainability,The quality of being unobtainable.
unofficiality,The quality of being unofficial.
unofficialness,The quality of being unofficial.
unofficiousness,The quality of being unofficious.
unopposability,The quality of being unopposable.
unoppressiveness,The quality of not being oppressive.
unorderedness,The quality of being unordered.
unordinariness,The quality of being unordinary
unoriginality,"The property of lacking originality, repetitiveness, triteness, banality."
unoriginatedness,The quality of not having originated
unorthodoxy,"Lack of orthodoxy; the quality or state of being unorthodox 2008 February 15, Ken Johnson, Striking When the Spirit Was Hot, in New York Times[1]:Where Ms"
unostentation,Lack of ostentation.
unostentatiousness,The quality of being unostentatious.
unownedness,The quality of being unowned.
unpalatability,The extent to which something is unpalatable
unpardonableness,Quality of being unpardonable.
unpassableness,The quality of being unpassable.
unpassion,Lack of passion; impassivity
unpassionateness,Absence of passion.
unpassivizability,The property of being unpassivizable
unpeace,Absence of peace; peacelessness
unpeaceableness,The quality of being unpeaceable.
unpeculiarity,The quality of not being peculiar.
unperceivingness,Lack of perception.
unperceptiveness,Quality of being unperceptive.
unperfectness,Quality of being unperfect.
unpermissiveness,The quality of being unpermissive.
unpersonality,Absence of personality; the quality of being impersonal
unpersuadableness,The quality of being immune from persuasion.
unpersuasiveness,The quality of being unpersuasive; lack of persuasiveness.
unperturbability,The quality of being unperturbable.
unperturbedness,Quality of being unperturbed.
unphilosophicalness,The quality of being unphilosophical.
unphysicality,The quality of being unphysical
unpiety,Lack of piety.
unpitifulness,Quality of being unpitiful.
unplayfulness,The quality of being unplayful.
unpleasantness,The property of being unpleasant or disagreeable.
unpleasingness,Quality of being unpleasing.
unpoeticalness,The quality of being unpoetical.
unpoliteness,Lack of politeness.
unpompousness,The quality of not being pompous.
unpopulousness,Quality of being unpopulous.
unpower,Lack of power; weakness
unpracticality,The quality of being unpractical.
unpractisedness,The quality of being unpractised.
unprecedentedness,Quality of being unprecedented.
unpredictability,The quality of being unpredictable.
unprejudice,Absence of prejudice.
unprejudicedness,Absence of prejudice.
unpremeditatedness,The quality of being unpremeditated.
unpremeditation,Lack of premeditation; spontaneity
unpresentability,The quality of being unpresentable.
unpresentableness,The quality of being unpresentable.
unpresumptuousness,The quality of being unpresumptuous.
unpreventability,The quality of being unpreventable.
unpreventableness,The quality of being unpreventable.
unpriggishness,The quality of being unpriggish.
unprinceliness,Quality of being unprincely.
unproblematicalness,The quality of being unproblematical.
unprocessability,The property of being unprocessable.
unproductiveness,The characteristic of being unproductive; lack of productiveness.
unproficiency,Lack of proficiency
unprogressiveness,The quality of being unprogressive.
unproperness,Quality of being unproper.
unpropitiousness,The quality of being unpropitious.
unproportionableness,The quality of being unproportionable.
unprotectedness,The quality of being unprotected.
unprovedness,The property of not having been proved.
unprovenness,The property of not having been proven.
unprudishness,The quality of being unprudish.
unpunishment,Lack of punishment; failure to punish
unpurchasability,The quality of not being purchasable
unqualification,Absence of qualification; the condition of not being qualified.
unquenchableness,The quality of being unquenchable.
unquestionability,The property of being unquestionable.
unquestionableness,The property of being unquestionable.
unquestioningness,"The property of being unquestioning, of not asking questions or having doubts"
unrage,"Absence of rage 1985, Robert Francis, Collected Poems 1936-1976 - Page 195: There is a rumor the eagle nurses now a mood to abdicate forever and for good as flagpole-sitter for the State"
unreachableness,The quality of being unreachable.
unreadability,The property of being impossible to read.
unreadability,The property of being unfit for reading.
unreadiness,"A lack of readiness, or state of being unready Your agency's unreadiness is very disturbing."
unreality,Lack of reality or real existence.
unreason,Lack of reason or rationality; unreasonableness; irrationality
unreasoningness,The quality of being unreasoning.
unreciprocation,Absence of reciprocation.
unrecognition,Lack of recognition; failure to recognize.
unreconcilableness,The quality of being unreconcilable.
unrecoverability,The quality of being unrecoverable.
unreformability,The quality of being unreformable
unrelatability,The quality of not being relatable.
unrelentingness,The quality of being unrelenting
unreliability,The quality of being unreliable.
unreligion,Absence of religion
unreluctance,Lack of reluctance.
unremembrance,Lack of remembrance; forgetfulness
unremittingness,The quality of being unremitting.
unremovability,The quality of being impossible to remove
unrenown,Lack of fame or renown; obscurity.
unrepeatability,The quality of being unrepeatable.
unrepeatableness,The quality of being unrepeatable.
unrepentance,Lack of repentance; failure to repent.
unrepresentability,The quality of being unrepresentable.
unrepresentativeness,The quality of being unrepresentative
unreproachableness,The quality of being unreproachable.
unresearchability,The quality of being unresearchable.
unresentfulness,Quality of being unresentful.
unresistance,Lack of resistance; passive submission
unresolve,"The lack of the quality of resolve 1996, Walter Brueggemann, Charles Campbell, The threat of life: sermons on pain, power, and weakness, page 37 But the truth is that all of us, including this Union, are now poised at a dangerous place midst the unresolve of God that flows off as unresolve into the real world around us."
unrespectability,The quality of being unrespectable.
unrespectfulness,Quality of being unrespectful.
unresponsibleness,The quality of being unresponsible.
unrestraint,Lack of restraint; the quality of being unrestrained
unrestrictiveness,The quality of being unrestrictive.
unrevealedness,The quality of being unrevealed.
unrewardingness,The quality of being unrewarding.
unrightness,Quality of being unright.
unroadworthiness,The quality of being unroadworthy.
unroominess,Lack of room
unsafety,Lack of safety; insecurity
unsaintliness,The quality of being unsaintly.
unsaleability,The quality of being unsaleable.
unsatiety,Lack of satiety.
unsatisfiedness,The quality of being unsatisfied.
unsaturatedness,The quality of being unsaturated.
unsayability,Quality of being unsayable.
unsayableness,Quality of being unsayable.
unscornfulness,Quality of being unscornful
unscrutableness,Quality of being unscrutable.
unsearchableness,The quality of being unsearchable.
unseasonableness,The quality of being unseasonable; untimeliness
unsecretiveness,The quality of being unsecretive.
unsectarianism,Absence of sectarianism
unseeability,The quality of being unseeable.
unselectivity,The quality of being unselective
unselfconsciousness,The property of being unselfconscious.
unsellability,Property of being unsellable.
unserenity,The quality of not being serene.
unserviceableness,Quality of being unserviceable.
unsettledness,The quality of being unsettled
unsettlement,The quality of being unsettled; upset or unrest
unsettlingness,The quality of being unsettling.
unseverity,Lack of severity.
unsexiness,The quality of being unsexy.
unsexuality,Quality of not being sexual.
unshamefastness,Quality of being unshamefast.
unshapeliness,Quality of being unshapely.
unshowiness,The quality of being unshowy
unsight,"Absence of sight; lack of vision 2012, Gregory Tate, The Poet's Mind: The Psychology of Victorian Poetry 1830-1870: He tries to correct this unsight in the second stanza, asking a series of speculative (and rhetorical) questions about his cousin's life"
unsignifiability,The quality of being unsignifiable
unsimplicity,Absence of simplicity; artfulness
unsinfulness,Absence of sin.
unsingleness,Quality of not being single.
unsinkability,The quality of being unsinkable
unskilfulness,Lack of skill
unskill,Lack of skill; skilllessness
unslothfulness,Quality of being unslothful.
unsmilingness,The absence of a smile
unsnobbishness,The quality of being unsnobbish.
unsociality,The quality of being unsocial.
unsolidity,Lack of solidity; the quality of not being solid.
unsolvability,The property of being unsolvable.
unsophistication,Absence of sophistication; the quality of being unsophisticated.
unsordidness,The quality of being unsordid.
unsortedness,The quality of being unsorted.
unspecifiability,The quality of being unspecifiable.
unspecificity,The quality of not being specific.
unspoiltness,The quality of being unspoilt.
unspontaneity,The quality of not being spontaneous.
unsportingness,The quality of being unsporting.
unspottedness,Absence of stains or blots; freedom from sin.
unsqueamishness,The quality of being unsqueamish.
unstableness,The quality of being unstable; instability
unstaidness,Quality of being unstaid.
unsteadfastness,The quality of being unsteadfast.
unsteadiness,The quality of being unsteady.
unstintingness,Quality of being unstinting.
unstoppability,The quality of being unstoppable.
unstoppableness,The quality of being unstoppable.
unstressability,The quality of being unstressable
unstrictness,The quality of not being strict.
unstudiedness,The quality of being unstudied; spontaneity; unaffectedness.
unstudiousness,Quality of being unstudious.
unsuavity,The quality of not being suave.
unsubmission,Absence of submission; unsubmissiveness.
unsubmissiveness,The quality of not being submissive.
unsubstitutability,The quality of not being substitutable.
unsuccess,"A lack of success 1939, W"
unsuccessiveness,Quality of being unsuccessive.
unsuggestiveness,The quality of being unsuggestive.
unsuitability,The quality of being unsuitable.
unsuppleness,The quality of not being supple.
unsupportiveness,The quality of being unsupportive.
unsurprise,Absence of surprise
unsurprisingness,The quality of being unsurprising.
unsusceptibility,Lack of susceptibility.
unsuspectedness,The quality of being unsuspected.
unsuspectingness,The quality of being unsuspecting.
unsuspicion,Lack of suspicion
unsuspiciousness,The quality of being unsuspicious (of something); lack of suspicion; lack of awareness
unswervingness,The quality of being unswerving.
unsymmetry,Lack of symmetry.
unsympathy,Lack of sympathy.
untactfulness,The quality of being untactful; absence of tact.
untaintedness,The quality of being untainted.
untalentedness,The quality of being untalented; lack of talent.
untalkativeness,The quality of being untalkative.
untamableness,Quality of being untamable.
untameableness,Quality of being untameable.
untamedness,The quality of being untamed.
untastefulness,The quality of being untasteful.
unteachableness,The quality of being unteachable.
untemperateness,Quality of being untemperate.
untemptingness,Quality of being untempting.
untenableness,The quality of being untenable
untestability,The quality of being untestable.
unthinkability,The property of being unthinkable.
unthinkableness,The property of being unthinkable.
unthinkingness,Quality of being unthinking.
unthrift,A lack of thriftiness; prodigality.
unthriftiness,The quality of being unthrifty
untidiness,The quality of being untidy
untime,"The absence of time; timelessness 1999, Pierre Franois, Inlets of the Soul: Actually, his apocalypse is a reverse cosmogony: he features himself as a monstrous Leviathan swallowing all the faithful, and the Untime celebrated by ""unceasing"" clock-chiming seals the reign of death and the return to pre-cosmogonic chaos"
untiringness,The quality of being untiring.
untogetherness,The quality of being untogether.
untoothsomeness,The quality of not being toothsome.
untouchedness,The quality of not having been touched.
untowardliness,The quality of being untowardly.
untraceability,The quality of being untraceable; inability to be traced or tracked down.
untraceableness,The quality of being untraceable.
untractableness,The quality of being untractable.
untranslatability,The quality or property of being untranslatable; inability to be translated
untranslatableness,The quality or property of being untranslatable; inability to be translated.
untranslateableness,The quality of being untranslateable.
untunableness,The quality of not being tunable.
untunefulness,Lack of tunefulness.
untutoredness,Lack of education; ignorance.
ununiformness,Quality of being ununiform.
unurgency,Lack of urgency.
unusability,The quality of being unusable.
unusedness,The quality of not having been used
unusedness,The quality of being unaccustomed
unusefulness,The quality of being unuseful.
unvalue,"Lack of value; valuelessness; worthlessness 2003, Shaka N'Zinga, Robin D"
unveiledness,The quality of being unveiled.
unvengefulness,The quality of being unvengeful.
unveracity,Lack of veracity; untruthfulness
unverifiability,The quality of being unverifiable.
unvirility,Absence of virility; the quality of being unvirile.
unvirtuousness,Quality of being unvirtuous.
unwakefulness,The property of being unwakeful.
unwantedness,The quality of being unwanted.
unwariness,The property of being unwary.
unwashedness,The property of being unwashed
unwatchability,The quality of being unwatchable.
unwatchfulness,The quality of being unwatchful.
unwealth,Absence of wealth; poverty.
unweariedness,The quality of being unwearied.
unwearisomeness,Quality of being unwearisome.
unweddedness,Quality of being unwedded
unwelcomingness,The quality of being unwelcoming.
unwieldiness,The characteristic of being unwieldy.
unwilfulness,The quality of being unwilful.
unwillingness,The property of being unwilling.
unwisdom,"Lack of wisdom; unwise conduct or action [from 9th c.] Synonyms: ignorance, stupidity J"
unwiseness,The quality of being unwise.
unwittingness,Quality of being unwitting.
unwontedness,The quality of being unwonted or unusual; deviation from custom or habit
unworldliness,The characteristic of being unworldly.
unworship,Lack of worship or respect; dishonour; failure or refusal to worship; irreverence
unwrittenness,The quality of being unwritten
unyouthfulness,Quality of not being youthful.
up-to-dateness,The quality or degree of being up to date
upliftingness,The quality of being uplifting.
upness,The property of being an up quark.
uprighteousness,Quality of being uprighteous.
uprootedness,The quality of being uprooted
upscaleness,The quality of being upscale
upsetment,The quality of being upset; emotional distress.
upsetness,The quality or degree of being emotionally upset
upsettingness,The quality of being upsetting.
upstandingness,"The quality of being upstanding (honest, reputable, respectable)."
upwardness,Quality of being or going upward.
urbanicity,The quality or fact of (an area) being urban
uroselectivity,The property of being uroselective
urotoxicity,The quality of being urotoxic.
usableness,The quality of being usable.
usedness,"The quality of being used, or having been used."
usefulness,The quality or degree of being useful
uselessness,the quality of being useless
user-friendliness,The quality of being user-friendly.
usuriousness,Quality of being usurious.
utterableness,The quality of being utterable.
uxorilocality,The quality of being uxorilocal.
Qatariness,Quality of being Qatari.
Quebecism,The quality of belonging to or being characteristic of Quebec.
Fijianness,Quality of being Fijian.
Finnishness,The quality or characteristic of being Finnish
Flemishness,The quality of being Flemish.
Frenchness,The quality or characteristic of being French.
Freudianness,Quality of being Freudian.
jankiness,The quality of being janky.
jauntiness,The quality of being jaunty
jawlessness,Absence of jaws.
