term,definition
naloxazone,"The compound (5)-17-allyl-3,14-dihydroxy-4,5-epoxymorphinan-6-one hydrazone that is an opioid receptor antagonist"
naloxonazine,A derivative of naloxazone that is an opioid receptor antagonist
naphthalenone,A derivative of naphthalene in which a -CH= group has been replaced by a carbonyl group (and the neighbouring =CH- has been converted to -CH2-)
naphthide,A compound of naphthalene or its radical with a metallic element
naphthochalcone,"Any naphthyl derivative of a chalcone 2015 July 1, Ga Young Seo et al., Novel naphthochalcone derivative accelerate dermal wound healing through induction of epithelial-mesenchymal transition of keratinocyte, in Journal of Biomedical Science[1], volume 22, DOI:10.1186/s12929-015-0141-3:Represented pictures are shown from 2 wounds in each group at each day Our results reveal that the novel naphthochalcone derivative TDPN show faster wound closure and matrix remodeling (Figs"
naphthodianthrone,A derivative of anthraquinone related to dianthrone.
naphthotectone,An isoprenoid derivative of naphthoquinone
naphthylmethyl,Any naphthyl derivative of a methyl group
natural product,Any compound produced naturally by a living organism; especially those compounds that are useful commercially
neide,A binary compound of neon and another element.
neoflavonoid,"Any compound, isomeric with the flavonoids, derived from 4-phenyl-1,2-benzopyrone"
neoglucobrassicin,A methoxy derivative of glucobrassicin present in brassicas
neolignan,Any compound having a structure based on a neolignane
nifenalol,A nitrophenyl derivative of an amino alcohol that is an adrenergic blocker
ninhydrin,"The aromatic compound 2,2-dihydroxyindane-1,3-dione which is used as a reagent to detect amines"
nitramide,The compound NH2-NO2
nitrene,"Any organic compound, the univalent nitrogen equivalent of a carbene, having general formula RN:"
nitrenium,Any derivative of this ion R2N:+
nitric oxide,the binary compound of nitrogen and oxygen NO; an unstable compound which rapidly oxidizes in the presence of air
nitride,A compound of nitrogen where nitrogen has an oxidation state of 3.
nitrile imide,Any compound having the structure R-C+=N-N--R (or other resonance forms)
nitrimine,any compound of general formula R2C=NNO2
nitro sugar,Any nitro derivative of a saccharide
nitroaldol,Any nitro derivative of an aldol
nitroalkene,Any nitro derivative of an alkene
nitroamide,Any N-nitro derivative of an amide
nitroamine,Any N-nitro derivative of an amine
nitroaniline,Any nitro derivative of aniline
nitroarene,Any nitro derivative of an arene
nitroaromatic,Such a compound
nitrobenzene,"A nitro derivative of benzene, C6H5NO2, prepared by reacting benzene with a mixture of nitric and sulphuric acids; any of a series of such compounds having two or more nitro groups"
nitrobenzoyl,A nitro derivative of a benzoyl radical
nitrobiphenyl,Any nitro derivative of biphenyl
nitrocarbon,"Any nitro derivative of a hydrocarbon, especially of an aliphatic hydrocarbon"
nitroderivative,A derivative compound obtained by reaction with nitrogen.
nitroethylene,Any nitro derivative of ethylene
nitrofatty acid,"A nitro derivative of a fatty acid, typically formed by reaction of nitric oxide with an unsaturated fatty acid"
nitroflavone,Any nitro derivative of a flavone
nitroformazan,The nitro derivative of formazan N'-amino-N-imino-1-nitro-N-oxido-N-oxomethanimidamide
nitrogen dioxide,"The binary compound NO, a brownish gas that is a poisonous air pollutant; it exists in equilibrium with dinitrogen tetroxide."
nitrogen tribromide,"the binary compound of nitrogen and bromine, NBr3; a dark red explosive liquid"
nitrogen trichloride,"the binary compound of nitrogen and chlorine, NCl3; an unstable explosive liquid"
nitrogen trifluoride,"The binary compound of nitrogen and fluorine, NF3; a corrosive gas."
nitrogen triiodide,"The binary compound of nitrogen and iodine, NI3; a dark red explosive solid."
nitroglucose,"A compound derived from glucose by the action of nitric acid and sulfuric acid, given as an arterial stimulant."
nitroglycerine,"The compound glyceryl-tri-nitrate or 1,2,3 tri-nitrooxy propane; the ester of glycerol with nitric acid; prepared by the careful addition of a mixture of nitric and sulphuric acids to glycerol with constant stirring and cooling; it is a thick, pale yellow liquid, that is highly explosive on concussion or on exposure to sudden heat; it is used in medicine as a vasodilator, and as an explosive in the form of dynamite which is safe to handle."
nitroheterocycle,Any nitro derivative of a heterocycle
nitroimidazopyran,Any nitro derivative of an imidazopyran
nitroindazole,Any nitro derivative of indazole
nitroindole,"Any nitro derivative of an indole, but especially 4-nitroindole or 5-nitroindole"
nitroindoline,Any nitro derivative of indoline
nitrolic acid,any compound having the general formula RC(=NOH)NO2
nitronaphthalene,Any nitro derivative of naphthalene
nitroolefin,Any nitro derivative of an olefin
nitrophenoxy,Any nitro derivative of a phenoxy radical
nitroquinazoline,Any nitro derivative of a quinazoline
nitroquinoxaline,Any nitro derivative of quinoxaline
nitrosalicylic acid,A nitro derivative of salicylic acid.
nitrosamide,the unstable compound H2N-NO and any of its hydrocarbyl derivatives; the nitrosamines
nitrosimine,"any compound of general formula R2C=N-N=O, the N-nitroso imines"
nitrosoalkene,Any nitroso derivative of an alkene
nitrosoaniline,Any C-nitroso derivative of aniline but especially 4-nitrosoaniline
nitrosobenzene,the nitroso derivative of benzene C6H5-NO; it is used to make azo compounds
nitrosochloride,Any compound of general formula CCl-C(NO) formed by the action of nitrosyl chloride on an alkene
nitrosocysteine,"A nitroso derivative of cysteine, derived from the endothelium that acts as a vasorelaxant"
nitrosoguanidine,An N-nitroso derivative of guanidine whose methyl derivative is used as a mutagen
nitrosolic acid,any compound of general formula R-C(=NOH)NO
nitrosothiol,Any organic compound of general formula R-S=N=O
nitrosourea,"The nitroso derivative of urea NH2-CONH-N=O, or any of its derivatives, many of which are pharmaceuticals"
nitrosyl chloride,The compound NO-Cl
nitrosylsulfuric acid,A nitrosyl derivative of sulfuric acid that is used in industrial synthesis
nitrotetrazolium,Any nitro derivative of a tetrazolium
nitrotriazolone,A nitro derivative of triazolone that is used as a high explosive
nitrourea,The nitro derivative of urea NH2-CONH-NO2; it us used as an explosive and an oxidizing agent
nitroxylene,Any nitro derivative of xylene
nolomirole,"The organic compound [6-(methylamino)-1-(2-methylpropanoyloxy)-5,6,7,8-tetrahydronaphthalen-2-yl] 2-methylpropanoate that is a dopamine receptor agonist"
nonacarbonate,Any compound containing nine carbonate groups in each molecule or unit cell
nonaromatic,A compound that is not an aromatic compound.
nonatitanate,Any compound that has nine titanate anions
nonglycoside,Any compound that is not a glycoside (but especially a glycone)
norabietane,A derivative of abietane one of which is a component of fichtelite
norakin,"The cage compound 1-(2,3,4,5,6,7-hexahydro-1H-tricyclo[2.2.1.0^{2,6}]heptan-3-yl)-1-phenyl-3-piperidin-1-ylpropan-1-ol, normally available as the chloride"
noraporphine,Any compound formally derived from an aporphine by the addition of a methylene group
norcarotenoid,Any compound formally derived from a carotenoid by removal of a group
norditerpenoid,Any compound formally derived from a diterpenoid by removal of a methylene group
norisoprenoid,Any compound formally derived from an isoprenoid by loss of a methylene group; many of them are congeners in wine
norlignane,Any compound derived from a lignane by removing carbon atoms from a ring or sidechain
normorphine,"An opiate analogue, the N-demethylated derivative of morphine."
norpregnane,A derivative of pregnane with a shorter sidechain
norsesquiterpenoid,Any compound formally derived from a sesquiterpenoid by removal of a methylene group.
norsteroid,Any compound derived from a named steroid by removing elements of a side chain or ring
nortriterpenoid,Any compound formally derived from a triterpenoid by removal of a methylene group
nucleophile,"A compound or functional group that is attractive to centres of positive charge, and donates electrons, especially donating an electron pair to an electrophile to form a bond."
valepotriate,"An organic compound found in Valeriana and catnip, believed to have sedative properties."
valylene,The organic compound 2-methylbut-1-en-3-yne HCC-C(CH3)=CH2
vasomodulator,Any compound involved in vasomodulation
veratraldehyde,"The derivative of benzaldehyde 3,4-dimethoxybenzaldehyde"
veratrole,"The compound 1,2-dimethoxybenzene, a dimethyl ether derived from pyrocatechol."
verdinexor,"The compound (Z)-3-[3-[3,5-bis(trifluoromethyl)phenyl]-1,2,4-triazol-1-yl]-N'-pyridin-2-ylprop-2-enehydrazide that is an anticancer agent"
vermelone,"The derivative of naphthalenol 3,8-dihydroxy-3,4-dihydro-2H-naphthalen-1-one that is a precursor to melanin"
verticillatine,"An organic compound with ganglionic blocking activity, found in Rauvolfia verticillata."
vinyl cyanide,The compound acrylonitrile.
vinylarginine,"Any vinyl derivative of arginine, but especially -vinylarginine"
vinylcarbenoid,Any vinyl derivative of a carbenoid.
vinylglycine,"Any vinyl derivative of glycine, but especially -vinylglycine"
vinylimidazolium,Any vinyl derivative of an imidazolium ion
vinylpyrrole,Any vinyl derivative of a pyrrole
vinylpyrrolidone,A vinyl derivative of pyrrolidone that is used in organic synthesis
vinylstannane,"Any vinyl derivative of stannane, especially the simplest one CH2=CH-SnH3"
vitamin B12,The compound cobalamin or cyanocobalamin.
vitispirane,"The spiro compound 2,10,10-trimethyl-6-methylidene-1-oxaspiro[4.5]dec-7-ene present in grape juice"
caffeoylhexose,Any caffeoyl derivative of a hexose
calcium cyanamide,The compound CaCN2 produced by reacting calcium carbide with nitrogen; it is used as a fertilizer
calcium hypochlorite,"The inorganic compound with chemical formula Ca(ClO)2, used in water treatment."
calcium tungstate,A compound with chemical formula CaWO4.
callicarpenal,A compound derived from Callicarpa americana that can be used as a mosquito repellent.
calycin,An organic compound found in some lichens.
carbamino,"Designating a compound composed by the addition of carbon dioxide to a free amino group in an amino acid or a protein, such as hemoglobin forming carbaminohemoglobin."
carbamoylcholine,The carbamoyl derivative of choline
carbamoylproxyl,The carbamoyl derivative of the proxyl free radical
carbathymidine,A thymine derivative of a deoxyribose
carbazide,A derivative of urea in which each amine group is replaced by a hydrazine moiety
carbazolequinone,Any compound in which either of the benzene rings of a carbazole has been replaced with a quinone; many of them show biochemical activity.
carbenoxolone,A synthetic derivative of glycyrrhizinic acid having the chemical formula C34H50O7; used as a drug for treatment of various conditions including esophageal inflammation.
carbide,Any binary compound of carbon and a more electropositive element
carbodiimide,"the compound HN=C=NH, or any of its hydrocarbyl derivatives"
carbon diselenide,The binary compound of carbon and selenium CSe2
carbon disulfide,"A binary compound of carbon and sulfur, CS2, a colourless liquid with a not-unpleasant smell; used as a specialist solvent, and in the manufacture of organosulfur compounds."
carbon subnitride,The compound NC-CC-CN; dicyanoacetylene
carbonific,A compound that decomposes to produce a mass of carbon with a greater volume than the original compound
carbonothioate,Any compound containing a -O-CO-S- group
carbonyl,"Any compound of a metal with carbon monoxide, such as nickel carbonyl, Ni(CO)4."
carboryne,Any unstable derivative of a carborane having a C=C double bond
carbosilane,"any compound containing carbon-to-silicon covalent bonds, especially one having the branched polymeric structure of a dendrimer"
carboxamidine,any compound of general formula RC(=NR)NR2
carboxide,"A compound of carbon and oxygen, such as carbonyl, with some element or radical"
carboximide,Any derivative of a carboxamide R-CO-NH-R'
carboxyacyl,A carboxy derivative of an acyl group; the radical formed by removing one hydroxyl group from a dicarboxylic acid
carboxyeosin,"Any carboxy derivative of eosin, but especially 5(6)-carboxyeosin whose diacetate is used as a fluorescent dye"
carboxyfullerene,Any carboxy derivative of a fullerene
carboxylbenzoyl,A carboxyl derivative of a benzoyl group
carboxymethyl glucose,An ether derivative of glucose prepared using chloroacetic acid and a base.
carboxyvinyl,A carboxy derivative of a vinyl radical
catena compound,"Any compound having two or more rings interconnected like the links of a chain, without a covalent bond."
catenane,"Any compound, especially a hydrocarbon, having two or more rings interconnected like the links of a chain, without a covalent bond."
cepaene,"An organic compound with antiasthma properties, found in onions."
cepharanoline,"An organic compound with antiplasmodial activity, found in Stephania species."
ceria,the compound cerium(IV) oxide
ceric ammonium nitrate,An inorganic compound with the formula (NH4)2Ce(NO3)6.
cetylpyridinium,A cetyl derivative of the pyridinium cation that is the basis of several cationic disinfectants
chalcogenide,Any binary compound of a chalcogen with a more electropositive element.
chalcone,"The compound 1,3-diphenylpropenone (PhCH=CHCOPh)."
chalcone,Any derivative of this compound.
chelate,a chelate compound
chelate compound,A cyclic compound in which a metal atom is bonded to at least two other atoms.
chelating agent,Any compound that reacts with a metal ion to produce a chelate.
chelidamic acid,"The compound 4-hydroxypyridine-2,6-dicarboxylic acid that shows antiviral activity"
chloralamide,"A compound of chloral and formic amide, used to induce sleep."
chloramide,The compound NHCl2; part of the chloramine class.
chloranilic acid,An organic compound with the chemical formula C6H2Cl2O4.
chlorimide,The unstable compound NHCl2; dichloramine
chlorine fluoride,Any binary compound of chlorine and fluorine.
chlorine oxide,Any binary compound of chlorine and oxygen.
chloriodine,A compound of chlorine and iodine.
chloroacetaldehyde,A chloro derivative of acetaldehyde
chloroacetamide,Any chloro derivative of acetamide; typically used as a herbicide and preservative
chloroacetanilide,"An organic compound with formula C8H8ClNO, which is the basic form of the herbicide group of the same name."
chloroacrylamide,Any chloro derivative of acrylamide but especially 3-chloroacrylamide
chloroadenosine,Any chloro derivative of adenosine; 8-chloroadenosine has antineoplastic activity.
chloroalkene,Any chloro derivative of an alkene
chloroanisole,Any chloro derivative of anisole
chloroaromatic,Any chloro derivative of an aromatic compound.
chloroauric acid,The compound HAuCl4 obtained by dissolving gold in aqua regia
chloroazodin,The compound (1E)-2-chloro-1-[(E)-N'-chlorocarbamimidoyl]iminoguanidine that is a disinfectant having properties similar to chloramine-T
chlorobenzaldehyde,"Any derivative of benzaldehyde in which one or more hydrogen atoms in the ring have been replaced by chlorine 2015 October 2, Design, Synthesis and Evaluation of 2,5-Diketopiperazines as Inhibitors of the MDM2-p53 Interaction, in PLOS ONE[1], DOI:10.1371/journal.pone.0137867:The combination of an aniline with a chlorobenzaldehyde, which are both electron-deficient, led to a further reduction in yield (Fig 9, entries 78)."
chlorobenzene,"Any derivative of benzene in which one or more hydrogen atoms is replaced by chlorine; but especially the simplest such derivative C6H5Cl that is used in the manufacture of phenol, aniline and other compounds"
chlorobenzenesulfonate,Any chloro derivative of benzenesulfonate
chlorobenzoate,Any chloro-derivative of a benzoate; a salt or ester of chlorobenzoic acid
chlorobenzoyl,Any chloro derivative of a benzoyl radical
chlorobenzyl,Any chloro derivative of a benzyl radical
chlorobenzylidene,Any chloro derivative of a benzylidene radical
chloroborane,The chlorine derivative of borane BH2Cl.
chloroborane,Any organic derivative of this compound.
chlorobutyl,Any chloro derivative of a butyl radical
chlorocarbon,An organic compound containing at least one covalently bonded chlorine atom.
chlorocholestane,Any chloro derivative of cholestane
chlorocolchicide,Any chloro derivative of a colchicide
chlorocyclohexane,Any chloro derivative of cyclohexane
chlorocyclopentane,Any chloro derivative of cyclopentane
chlorocyclopentyl,Any chloro derivative of a cyclopentyl radical (univalent radical derived from chlorocyclopentane)
chlorocyclopropyl,A chloro derivative of the cyclopropyl radical
chlorodeoxyadenosine,Any chloro derivative of deoxyadenosine
chlorodeoxyuridine,"Any chloro derivative of deoxyuridine, but especially 5-chloro-2'-deoxyuridine that is a thymidine analog"
chloroethanol,Any chloro derivative of ethanol
chloroethoxyamine,Any chloro derivative of ethoxyamine
chloroethyl,Any chloro derivative of an ethyl radical
chloroethylamine,Any chloro derivative of ethylamine
chloroindazole,"Any chloro derivative of an indazole, but especially 3-chloroindazole"
chloroiodide,Any compound containing both chloride and iodide ions
chlorokojic acid,The chloro derivative of kojic acid 2-(chloromethyl)-5-hydroxy-4H-pyran-4-one
chloromercurial,Any derivative of a compound formed by reaction with mercuric chloride
chloromuconate,Any chloro derivative of a muconate
chloronaphthol,Any chloro derivative of naphthol
chloronitrobenzene,Any chloro derivative of a nitrobenzene
chlorophenylalanine,Any chloro derivative of phenylalanine
chlorophenylhydrazone,Any chloro- derivative of a phenylhydrazone; the combination of p-chlorophenylhydrazone and carbonyl cyanide is a powerful inhibitor of photosynthetic phosphorylation
chlorophosphite,Any compound containing the -O-PCl-O- radical
chlorophthalimide,Any chloro derivative of a phthalimide
chloropropanol,"Any chloro derivative of a propanol, especially 3-chloro-1-propanol"
chloropropyl,Any chloro derivative of a propyl radical
chloropyridinyl,Any chloro derivative of a pyridinyl radical
chloroquinolinone,Any chloro derivative of a quinolinone
chlorosilane,The compound SiH3Cl
chlorosilane,Any organic derivative of this compound
chlorosiloxane,Any chloro derivative of a siloxane
chlorosilyl,Any chlorine derivative of a silyl radical.
chlorosuccinimide,Any chloro derivative of succinimide
chlorosugar,Any compound in which one or more hydroxyl groups of a sugar have been replaced by atoms of chlorine
chlorotetrahydrofuran,Any chloro derivative of tetrahydrofuran
chlorothymol,"Any chloro derivative of thymol, but especially 6-chlorothymol which is used as a disinfectant"
chlorotriazine,"Any chloro-derivative of a triazine, several of which are dyestuffs"
chlorotyrosine,"Any chloro derivative of tyrosine, but especially 3-chlorotyrosine that mediates the action of myeloperoxidase"
chlorovinyl,Any chloro- derivative of a vinyl radical
chloroxime,Any chloro derivative of an oxime RC(Cl)=NOH
chloroxylenol,"A compound with the chemical formula C8H9ClO, commonly used in antibacterial soaps and toxic to fish."
chorismic acid,"The compound (3R,4R)-3-[(1-carboxyvinyl)oxy]-4-hydroxycyclohexa-1,5-diene-1-carboxylic acid, whose anion chorismate is an important biochemical intermediate in plants and microorganisms."
chromagen,"Any compound, such as heme, that forms a biological pigment when attached to a protein"
chromenol,The compound 6-hydroxychromene that is the basis of the tocopherolquinones
chromyl chloride,The compound CrO2Cl2 that is used as an oxidizing agent
chrysophanic acid,"An organic compound found in rhubarb, having chemical formula C15H10O4"
cinalukast,"The compound (E)-4-[[3-(2-(4-cyclobutyl-2-thiazolyl)ethenyl)phenyl]amino]-2,2-diethyl-4-oxobutanoic acid that is used in the treatment of asthma 2015 November 12, Novel Activities of Select NSAID R-Enantiomers against Rac1 and Cdc42 GTPases, in PLOS ONE[1], DOI:10.1371/journal.pone.0142182:Using low scores for both R-enantiomer queries, the LBVS counter-screen ruled out exatecan acid, S-flunoxaprofen, gemfibrozil, cinalukast, fexofenadine, and tanomastat."
clathrate,A clathrate compound.
cochinelic acid,"An organic compound: C10H8O7, derived from phenylhydrazone"
coelibactin,A derivative of benzoxazole produced by Streptomyces coelicolor
complicatic acid,An organic compound found in the plant Stereum complicatum.
conjugate acid,"Any compound, of general formula HXn+, which can be transformed into a conjugate base X(n-1)+ by the loss of a proton"
conjugate base,"Any compound, of general formula Xn+, which can be transformed into a conjugate acid HX(n+1)+ by the gain of a proton."
corannulene,The parent compound of this group
coronand,A crown compound.
corossolone,"An alkyl derivative of furanone, 4-[13-hydroxy-13-[5-(1-hydroxytridecyl)oxolan-2-yl]-8-oxotridecyl]-2-methyl-2H-furan-5-one, isolated from plants of the genus Annona"
corrinoid,"Any derivative of the corrin nucleus, which contains four reduced pyrrole rings joined in a macrocycle by three -CH= groups and one direct bond."
corrole,An analogue of porphyrin derived from corrin
covalent compound,A molecular compound.
cresolphthalein,A derivative of phenolphthalein used as a pH indicator
croconic acid,A derivative of cyclopentene having two hydroxyl groups and three carbonyl groups; its anion (croconate) is aromatic
crown ether,"any similar compound containing atoms of nitrogen, sulphur, phosphorus or silicon instead of, or as well as, oxygen"
cubebin,"A compound, tetrahydro-3,4-dipiperonylfuran-2-ol, obtained from the cubeb or tailed pepper (Piper cubeba), that has antiinflammatory activity."
cuminaldehyde,The derivative of benzaldehyde 4-(1-methylethyl)benzenecarbaldehyde that is present in some essential oils
cyanamide,Any derivative of this compound in which one or more hydrogen atoms are replaced by an alkyl or aryl group
cyanide,Any compound containing the -CN radical or the CN-1 anion.
cyanoacetaldehyde,Any cyano derivative of acetaldehyde
cyanoacetic acid,The cyano derivative of acetic acid NC-CH2-COOH used in the synthesis of barbiturates and other compounds
cyanoacrylic acid,"Any cyano derivative of acrylic acid, but especially 2-cyanoacrylic CH2=C(CN)COOH"
cyanoalkyl,Any cyano derivative of a alkyl radical
cyanobenzaldehyde,Any cyano derivative of benzaldehyde
cyanobenzoate,Any cyano derivative of a benzoate group
cyanobenzyl,Any cyano derivative of a benzyl radical
cyanocarboxylate,Any cyano derivative of a carboxylate
cyanochromone,Any cyano derivative of a chromone.
cyanoethoxy,Any cyano derivative of an ethoxy radical
cyanoform,The compound CH(CN)3 analogous to the haloforms
cyanoformic acid,The cyano derivative of formic acid NC-COOH
cyanoguanidine,The cyano derivative of guanidine NH2-C(=NH)-NH-CN
cyanohydrin,"Any compound having both a hydroxy and a cyanide functional group, especially one having these groups attached to the same carbon atom."
cyanomethyl,The cyano derivative of a methyl radical
cyanophenyl,Any cyano derivative of a phenyl radical.
cyanoquinoline,Any cyano derivative of quinoline
cyanurate,A compound formed with cyanuric acid melamine cyanurate
cycloartane,"A derivative of lanostane, 4,4,14-trimethyl-9,19-cyclo-5alpha,9beta-cholestane, having a methylene bridge between the 5- and 9- positions"
cycloarylene,Any cyclic compound formed of arylene units
cyclobutane,Any derivative of this compound.
cyclobutylmethoxy,A cyclobutyl derivative of a methoxy radical
cyclocholestane,"Any derivative of cholestane that has an extra ring, but especially 3,5-cyclocholestane in which ring-A is converted into a cyclopentane and a cyclopropane rings"
cyclohexadienone,A derivative of cyclohexanone that has two double bonds in the ring
cyclohexanecarbonitrile,The cyano derivative of cyclohexane
cyclohexylalanine,A cyclohexyl derivative of alanine that is used in the synthesis of peptides
cyclohexylmethyl,A cyclohexyl derivative of a methyl radical
cyclomer,"Any compound formed from another by formation of a ring, usually by linking two radicals"
cyclonaphthylene,Any cyclic compound formed of naphthylene units
cyclopentaazane,"A compound, composed of a ring of five nitrogen atoms, of formula (H-N)5; but especially, any organic derivative of such a compound."
cyclopentadienide,Any compound containing the cyclopentadienyl anion
cyclopentadienyl-propylcyclopentadienylruthenium,"A sandwich compound chemical containing ruthenium sandwiched between a cyclopentadienyl group, and a cyclopentadienyl group with a propyl side chain"
cyclopentanoid,Any organic compound that has a substituted cyclopentane ring
cyclophenanthrenylene,Any cyclic compound formed of phenanthrenylene units
cyclopolyarsine,"Any compound, composed of a ring of arsenic atoms, of general formula (H-As)n; any organic derivative of such a compound"
cyclopropanol,"An organic compound with the chemical formula C3H6O, containing a cyclopropyl group with a hydroxyl group attached to it."
cyclosilazane,"any compound consisting of a ring of alternating silicon and nitrogen atoms, especially -[SiH2NH]n- or its derivatives"
cyclosiloxane,"any compound having a ring of alternating silicon and oxygen atoms, especially -[SiH2-O]n- or its derivatives"
cyclotrigallane,Any compound containing a ring of three gallium atoms; they readily dimerize to form an analogue of benzene
cyclotrigermene,The germanium analogue of cyclopropene
cyclotrigermene,Any organic compound containing this structure
cyclotrigermenium,"A compound containing a ring of three germanium atoms, with a double bond between two of them (the germanium analogue of cyclopropene)"
cyclotrigermenium,Any derivative of this compound or cation
XNA,nucleic acid analogue (nucleic acid analog); Initialism of xeno nucleic acid
kairine,"A derivative of tetrahydro-quinoline (C10H13NO), formerly used as an antipyretic."
ketene,"the parent compound of this class, CH2=C=O, an unstable, reactive colourless gas"
ketenimine,"Any imino analogue of a ketene, having the general formula R2C=C=NR."
ketide,Any organic compound containing adjacent methylene and carbonyl functional groups.
ketoacetamide,Any keto derivative of acetamide
ketoamine,Any compound that is both a ketone and an amine
ketocamphor,"The derivative of camphor, 1,7,7-trimethylbicyclo[2.2.1]heptane-2,3-dione, that has a second carbonyl group"
ketocholesterol,"Any derivative of cholesterol having a ketonic substituent, one isomer of which inhibits cholesterol uptake in the coronary arteries"
ketoimine,Any compound that is both a ketone and an imine
ketophenol,"The compound 6-hydroxy 2,4-cyclohexadien-1-one"
ketophosphonate,"Any compound, the salt or ester of a ketophosphonic acid, having both ketone and phosphonate groups"
ketosphingosine,A derivative of sphingosine that has a carbonyl group in the 3-position
khellin,"A derivative of chromone and furan with lipophilic and vasodilatory properties, found in the plant Visnaga daucoides (syn"
krypton difluoride,A binary compound of krypton and fluorine
kryptopyrrole,"The derivative of pyrrole 2,4-dimethyl, 3-ethylpyrrole whose presence in the urine is diagnostic of various disorders"
safranal,"An organic compound isolated from saffron, believed to be a degradation product of the carotenoid zeaxanthin via the intermediacy of picrocrocin."
salicide,A compound of salicin e.g
salicylanilide,A compound that is both a salicylamide and an anilide.
salicylidene,The 2-hydroxy derivative of the benzylidene radical
salicylite,A compound of salicylal.
salt,"One of the compounds formed from the reaction of an acid with a base, where a positive ion replaces a hydrogen of the acid."
salviol,"An organic compound with chemical formula C10H16, obtained from oil of sage."
sandwich compound,"any compound in which a metal atom is located between the faces of two planes of atoms, especially between two rings"
sanshool,A pungent compound derived from the Sichuan pepper and related plants.
secondary phosphine,any compound of general formula R2P-H
selenenic acid,"any compound of general formula RSeOH, where R is not H"
selenide,any compound in which selenium serves as an anion with an oxidation number of -2
selenide,any organic compound of general formula RSeR (R not = H) analogous to the ethers
seleninic acid,any compound of general formula RSe(=O)OH
selenium hexafluoride,The binary compound of selenium and fluorine SeF6.
selenoaldehyde,"any compound of general formula RCH=Se, the selenium analogues of aldehydes"
selenoamide,"Any compound of general formula RC(=Se)NR2, the selenium analogues of amides."
selenoamino acid,A derivative of an amino acid in which an atom of selenium replaces one of sulfur
selenocyanide,Any compound that is a mixed selenide and cyanide
selenocystamine,The derivative of cystamine in which both sulfur atoms have been replaced by those of selenium
selenoether,"Any compound, of the form R-Se-R', formally derived from an ether by replacing the oxygen atom by one of selenium"
selenol,"any compound, of general formula RSeH, the selenium analogues of alcohols"
selenolate,any derivative of a selenol in which a metal atom replaces the hydrogen attached to selenium RSeH = RSe-M+
selenone,any compound of general formula R2Se(=O)2
selenonic acid,any compound of general formula RSe(=O)2OH.
selenophene,The selenium analogue of furan.
selenosugar,Any selenyl derivative of a sugar
selenosulfide,"Any compound, analogous to a disulfide, containing a sulfur-selenium bond"
selenoxide,any compound of general formula R2Se=O
selenyl halide,Any compound of general formula SeOX2 where X is a halide.
selone,"any compound of general formula R2C=Se, the selenium analogues of ketones"
semibullvalene,A derivative of bullvalene in which one ethylene arm is replaced by a single bond.
semisynthetic,Any compound that is synthesized by chemically modifying a natural material.
sequestrant,any compound that promotes sequestration by forming chelate compounds with metal ions; especially when used as food additives in order to prevent metal catalyzed oxidation
sesquineolignan,Any compound having a structure based on a sesquineolignane
sesquineolignane,Any derivative of a lignane having three propylbenzene residues
sialoform,The form of a compound reacted with a sialic acid
sialofucosyl,A sialyl derivative of a fucosyl group
sialyldisaccharide,Any sialyl derivative of a disaccharide
sialyllactosamine,Any sialyl derivative of lactosamine
sialylpentasaccharide,Any sialyl derivative of a pentasaccharide
sialyltrisaccharide,Any sialyl derivative of a trisaccharide
silane,Any organic derivative of monosilane
silanol,the silicon analogue of methanol SiH3OH
silanol,"any hydroxy derivative of a silane, especially hydrocarbyl derivatives R3SiOH; an organosilanol"
silicide,Any compound of silicon with a more electropositive element
silicon alkoxide,"Any compound of general formula Si(OR)4, the tetraalkyl orthosilicates; they react with water to for aerogels of silica."
silicon carbide,"A binary compound of silicon and carbon, SiC; it is one of the hardest known materials, and is used as an abrasive, under the trade name Carborundum, and as a refractory material."
silicon ester,Any compound of silicon containing multiple alkoxide groups.
silicon germanide,"The binary compound, SiGe of silicon and germanium; sometimes considered to be a simple alloy silicon germanium."
silicon tetrabromide,The binary compound of silicon and bromine SiBr4.
silicon tetrachloride,The binary compound of silicon and chlorine SiCl4.
silicon tetrafluoride,"The binary compound of silicon and fluorine SiF4, a colourless, poisonous gas with a pungent odour, used in the production of silicon semiconductors."
siloxene,"A compound of silicon, Si6H3(OH)3, that has a planar structure"
silver sulfide,"a binary compound of silver and sulfur, Ag2S"
silylbenzyl,Any silyl derivative of a benzyl group
silylene,The silicon analogue of a carbene R2Si:
silylene,The silicon analogue of methylene SiH2
silylketene,Any silyl derivative of a ketene
silylphosphine,Any silyl derivative of a phosphine
single-molecule magnet,"A complex compound, typically containing clusters of transition elements, each molecule of which acts as a small magnet."
smilagenin,A derivative of sapogenin that is used medically to treat cognitive dysfunction
sodium aluminium phosphate,"An ionic compound made up of aluminium cations (Al3+), sodium cations (Na+), and phosphate anions (PO43-) in the ratio of 1:3:2, respectively"
spathulenol,A compound isolated from Callicarpa americana (beautyberry).
sphaerophorin,An organic compound found in some lichens.
spiclomazine,"The spiro compound 8-[3-(2-chlorophenothiazin-10-yl)propyl]-1-thia-4,8-diazaspiro[4.5]decan-3-one that has some antitumor activity"
spin label,"An organic compound, containing an unpaired electron spin, that can be bonded to a molecule under investigation so as to be analysed using electron spin resonance spectroscopy"
spiroadamantane,Any spiro compound derived from adamantane
