term,definition
economizer,A person who avoids waste
ecosexual,An environmentally conscious person whose adherence to green living extends to their romantic and/or sexual life (particularly their choice of partner)
ecoteur,A person who commits ecotage.
ecstatic,A person in a state of ecstasy
ectomorph,"Someone with a lean, only slightly muscular body 1990, Robert Klitgaard, Tropical Gangsters: One Man's Experience with Development and Decadence in Deepest Africa Also there was a woman I hadn't met, a chain-smoking French ectomorph whose job it was to make sense of records of public spending in the Ministry of Finance."
ecumenicist,a person who advocates Christian ecumenicity
ecumenist,A person who espouses ecumenism Our pastor is something of an ecumenist.
edifier,A person who edifies.
editor,A person who edits or makes changes to documents.
editor,A person who edited a specific document
editor,"A person at a newspaper, publisher or similar institution who edits stories and/or decides which ones to publish"
editorial cartoonist,A person who creates editorial cartoons.
educable,A person capable of being educated.
educator,"A person distinguished for his/her educational work, a teacher"
eefer,A person who performs eefing.
effeminate,An effeminate person
effendi,An educated or well-respected man in an eastern Mediterranean or Arab country; often used as a title of respect or courtesy in Turkey or a former Ottoman territory.
egalitarian,A person who accepts or promotes social equality and equal rights for all people.
egg,A foolish or obnoxious person
egg,"A person who has not yet realized they are transgender, has not yet come out, or is in the early stages of transitioning"
egghead,"A bald person, especially a man."
eggman,A man who delivers eggs
eggwoman,A woman who delivers eggs
egocaster,"A person who shares a personality or ego through a network, such as in a weblog or a podcast; someone who egocasts."
egocentric,A person who is egocentric.
egocentrist,An egocentric person.
egoist,An egocentric or self-centered person.
egomaniac,A person obsessed with their own (supposed) importance
egophile,Someone characterised by excessively high self-esteem or who is obsessively enamoured with themselves
egotist,A person who talks excessively about himself or herself.
egotist,A person who believes in his or her own importance or superiority.
eidetiker,A person who has an eidetic memory.
eighteenth,The person or thing in the eighteenth position.
eighth,The person or thing in the eighth position.
eightieth,The person or thing in the eightieth position.
eisegete,A person who places meaning on a text which is not originally or inherently present in the text itself.
ejaculator,A person or thing that ejaculates
ejectee,"A person who, or thing that is ejected"
elder,"An older person or an older member, usually a leader, of some community"
elderly,an elderly person
elderwed,"An elderly married person, especially one whose marriage occurred late in life"
eldress,A woman ordained to rule or teach in a church.
electable,A person who is able or fit to be elected to office.
elector,A person eligible to vote in an election.
electrochemist,A person who studies or is expert in electrochemistry.
electrologist,A person who uses electrolysis to remove body hair.
eleutheromaniac,A person that has such a mania
elevator surfer,"A person who illegally rides on the top of an elevator car, outside the actual confines of the car."
eleventh,The person or thing in the eleventh position.
elf,A very diminutive person; a dwarf.
elicitor,A person or thing that elicits
emailee,The person to whom an email is sent.
emanator,"A person who, or thing that, emanates"
emancipator,A person who emancipates
emancipatrix,"A woman, girl, or any other entity treated as female who emancipates; a female emancipator.[1] 1845, Protestant association, The Protestant magazine, Speech of the Rev"
embarrassment,A person or thing which is the cause of humiliation to another
embellisher,A person who embellishes.
embosser,A person who or a thing which embosses
embraceor,A person guilty of embracery.
embracer,A person who embraces.
embroiderer,A person who embroiders
emergency man,"A man provided for any special service, especially in Irish evictions, and in saving the crops and other property of men who were boycotted."
emeritus,A person retired in this sense
eminence,"Someone of high rank, reputation or social status."
emmetrope,"A person with emmetropia, perfect vision."
emo,A young person who is considered to be over-emotional or stereotypically emo.
emotion,"A person's internal state of being and involuntary physiological response to an object or a situation, based on or tied to physical state and sensory data"
emotional cripple,"A person who has been rendered indecisive, alienated, uncaring, confused, or helpless in conjunction with experiencing debilitating emotions, such as worry, fear, panic, despair, etc"
empath,"A person with extra-sensory empathic ability, capable of sensing the emotions of others around them in a way unexplained by conventional science and psychology"
emphysemic,A person who has emphysema.
employable,A person who is fit for employment.
employer,"A person, firm or other entity which pays for or hires the services of another person"
emptier,"A person who, or device which empties"
empty nester,A person whose children have grown up and left home.
empty suit,A person in a position of authority who is ineffective or incompetent.
emulator,A person or thing that emulates
enameler,"A person who applies enamel, especially a craftsman who applies decorative enamel"
enchantress,An attractive woman skilled at using magic; an alluring witch.
encloser,"More generally, someone or something that encloses something."
encoffiner,"A person whose profession is to prepare the body of a deceased person and place it in a coffin, especially in a ceremonial or ritualistic manner"
encomiast,A person who delivers an encomium or eulogy
encyclopedian,A person who has an encyclopedic knowledge
encyclopedist,A person helping to write an encyclopedia.
endman,A man at one end of a row or line.
endocrinologist,"A person who is skilled at, or practices, endocrinology."
endomorph,"A person of the endomorphic physical type, characterised by big bones, round face, large trunk and thighs and a naturally high degree of body fat, especially around the midsection."
endomorph,"A person having a theoretical body type with slow metabolism in which weight is gained easily, but fat levels are hard to reduce"
endorsee,The person to whom something is transferred by endorsement.
endorser,A person who endorses
endoscopist,A person who performs endoscopies.
endowment,Something with which a person or thing is endowed
enemy combatant,Any person in an armed conflict who may be properly detained under the laws and customs of war.[1]
enemy of the state,"a person accused of crimes against the state, such as treason"
energizer,"A person who, or a thing which, energizes."
energumen,"A person possessed by an evil ghost, spirit, or entity."
energumen,A frantic and hysterical person.
enervator,Something or someone that causes enervation.
enfant terrible,An unconventional badly-behaved person who causes embarrassment or shock to others
enfant terrible,"An unusually successful person who is strikingly unorthodox, innovative, and/or avant-garde."
engagé,Someone serving under a contract of engagement
engine,A person or group of people which influence a larger group; a driving force
engineer,A person who is qualified or professionally engaged in any branch of engineering.
engineer,A person who controls motion of substance (such as a locomotive).
engineer,A person employed in the engine room of a ship.
engineman,A man who operates or manages an engine
engraver,a person who engraves
enigma,"Something or someone puzzling, mysterious or inexplicable."
enlistee,"A person who enlists (or is enlisted), especially into the armed forces Synonym: enlister"
enneatype,A person's personality type according to the Enneagram of Personality.
ennuyée,A woman affected with ennui
enrolee,A person who is enrolled
enrollee,"A person who is enrolled, as in a school."
enshrinee,A person who is enshrined into a hall of fame or the like.
entertainer,"A person who entertains others, esp"
enthraller,A person who enthrals
enthusiast,A person filled with or guided by enthusiasm
entomophile,A person who likes insects
entomophobe,A person who fears or dislikes insects
entrepreneur,A person who organizes and operates a business venture and assumes much of the associated risk.
entrepreneur,A person who organizes a risky activity of any kind and acts substantially in the manner of a business entrepreneur.
entrepreneur,"A person who strives for success and takes on risk by starting his own venture, service etc."
entrepreneuse,A woman entrepreneur.
enumerator,"A person who, or a thing that enumerates; a counter or iterator."
enuretic,A person who has enuresis.
ephebe,A 18- to 20-year-old man in ancient Greece undergoing military training.
ephebe,A young man; a youth
epicene,"An epicene person, whether biologically asexual, androgynous, hermaphrodite, or intersex; an androgyne, a hermaphrodite"
epicene,An effeminate man
epicure,A person who takes particular pleasure in fine food and drink
epigraphist,A person who studies epigraphy (inscriptions).
epileptic,A person who has epilepsy.
epistemologist,"A person, especially a philosopher, who studies theory of knowledge."
eponym,A real or fictitious person's name that has given rise to the name of a particular item
equal,A person or thing of equal status to others
equestrian,An equestrian person; a horserider.
equinophobe,A person who has equinophobia: a fear of horses or other hoofed animals.
equipment,"Whatever is used in equipping something or someone, for example things needed for an expedition or voyage"
equipper,A person or organization that equips.
eradicator,"A person who, or thing that eradicates."
erastes,"An adult man in Ancient Greece who courted or was in a pederastic relationship with an adolescent boy, who was called an eromenos"
erector,"A person who, or a device which erects"
erotomane,A person with excessive sexual desire
erotomaniac,A person suffering from erotomania (in either sense).
erotophobe,"A person who has a fear of, or negative attitude towards, sex."
erotophonophile,A person with a paraphilia for committing lust murder.
errand boy,Someone in a responsible position who performs relatively menial tasks for a senior manager.
erudite,a learned or scholarly person
escape artist,"A person who is skilled at escaping from confinement, often as a profession with escapes performed before an audience."
escaper,A person who escapes
escort,An accompanying person in such a group
escort,"An accompanying person in a social gathering, etc"
escrowee,A person or organization that holds something in escrow.
esophoric,A person who has esophoria.
esotrope,A person who has esotropia
esper,A person who practices the development of psychic ability.
esper,A person supposed to have paranormal abilities
esprit fort,A person of strong character
establisher,A person who establishes something.
establishmentarian,A person who supports the political or social establishment
estate agent,"A person or company that acts in the sale, lease or maintenance of land, property, real estate etc for another."
estimator,"A person who estimates, especially one who estimates costs"
etcher,A person who etches
etheromaniac,"A person addicted to ether intoxication 1971 Paul Van Ostaijen, Patriotism, Inc and Other Tales, Univ of Massachusetts Press, p137 You can clearly see that a dancer etheromaniac, when she is high, has a different conception of space it is much more expansive than usual"
ethicist,"A person, especially a philosopher, who studies ethics (principles governing right and wrong conduct)."
ethicist,A person who advocates a particular set of principles governing right and wrong conduct.
ethnic,"An ethnic person, especially a foreigner or member of an immigrant community."
ethnicist,A person who believes a particular ethnicity is superior to others.
ethnoarchaeologist,Someone interested in ethnoarchaeology.
ethnocrat,A person involved with the running of an ethnocracy.
ethnogeographer,A person involved in ethnogeography.
ethnomethodologist,A person engaged in ethnomethodology.
ethnophile,A person who exhibits an unusual obsession with ethnicity or race
ethologist,A person who studies ethology.
eulogist,A person who praises another person or thing
eulogizer,a person who eulogizes
eulogy,Speaking highly of someone or something; the act of praising or commending someone or something
eunuch,Such a man employed as harem guard or in certain (mainly Eastern) monarchies (e.g
eunuch,A man who is not inclined to marry and procreate.
euthanasiac,"A person that supports or aids any procedure related to euthanasia 2002 J Lilly, The Last Carnival - Page 104 .The dream of euthanasiacs"
euthanizer,A person who administers euthanasia.
euthyroid,A person with a normally functioning thyroid.
evacuee,"A person who has been evacuated, especially a civilian evacuated from a dangerous place in time of war 2012 November 20, Nina Bernstein, Storm Bared a Lack of Options for the Homeless in New York, in New York Times[1]:In the three weeks since, the city has repeatedly relocated evacuees on short notice"
evader,A person who evades something.
evaluativist,A person who believes in or advocates evaluativism.
evangelist,A person who first brought the gospel to a city or region.
evangelist,"A person marked by extreme enthusiasm for or support of any cause, particularly with regard to religion"
evangelist,A person hired to promote a particular technology.
ever-smoker,A person who has always been a cigarette smoker or cigar smoker.
evil genius,"Literally, an intellectually brilliant person who excells at using his or her mental abilities for negative or harmful ends; especially a criminal mastermind ."
evildoer,A person who performs evil acts
evoker,A person who practices evocation.
evolver,Someone or something that evolves
ewe lamb,"A poor person's sole possession (in reference to the Bible, 2 Samuel xii)"
ex-gay,"A person who considers themselves to be no longer homosexual, usually due to conversion therapy."
ex-serviceman,A man who used to be in the armed forces
ex-servicewoman,A woman who used to be in the armed forces
exactor,A person who makes illegal or unreasonable demands; an extortioner.
exactor,A person who collects taxes.
examiner,A person who investigates someone or something.
examiner,A person who sets an examination.
examiner,A person who marks an examination.
example,A person punished as a warning to others
excavator,A person who excavates.
excess baggage,Something or someone not needed or not wanted; something or someone of little use or importance; something or someone considered burdensome
exchanger,A person or thing that exchanges one thing for another
exciter,A person who excites.
exclusionist,A person who advocates the exclusion of someone or something
excommunicate,A person so excluded.
excursionist,"A person who goes on an excursion; a traveller or tourist 1869, Mark Twain, The Innocents Abroad, Chapter I, [1] I was provided with a receipt and duly and officially accepted as an excursionist"
executant,A person who executes a dance or piece of music; a performer
executant,"A person who puts something into action, such as a plan or design"
executioner,An official person who carries out the capital punishment of a criminal.
executioner,"A hit man, especially being in some organization."
executor,A person who carries out some task.
executor,Someone appointed by a testator to administer a will; an administrator.
executor de son tort,A person who without legal authority assumes control of a deceased person's property as if they were executor.
executorial trustee,Someone appointed to be an executor (the person who carries out the directions set forth in a will) and also be a trustee of an estate after the executor's duties have been completed.
exegete,"A person skilled in exegesis; an interpreter of texts, signs, the words of an oracle, and similar obscure or esoteric sources"
exerciser,A person who exercises.
existentialist,A person who adheres to the philosophy of existentialism.
existentialist anarchist,a person who advocates existentialist anarchism
exomoonologist,"A person who searches for, and studies, exomoons"
exophoric,A person who has exophoria.
exorcist,"A person, especially a priest, who practices exorcism."
exoticist,Somebody with a tendency towards the exotic.
exotrope,A person who has exotropia
expectant,A person who expects or awaits something.
expediter,A person who expedites.
expendable,An expendable person or object; usually used in the plural
experiencer,A person who experiences.
experient,A person who experiences something.
experimentalist,A person who values the results of experiments over theory.
experimentalist,A person who seeks or enjoys new experiences.
experimenter,A person who experiments.
expert,A person with extensive knowledge or ability in a given subject
exploder,Someone or something that explodes.
exploder,A person who directs their anger outward
exploitable,A person or thing that can be exploited.
explorer,A person who by means of travel (notably an expedition) searches out new information.
explorista,"A person with a curious mind who explores the world, encountering different cultures and customs."
expositor,A person who expounds; a commentator.
expounder,"A person who expounds, explains"
expressman,A person employed in the express business.
exterminator,Someone or something that exterminates.
exterminator,"Specifically, a person whose job it is to kill insects and other pests in a building."
extern,"A person affiliated with an institution in a lesser capacity, for example, as a non-resident or as a part-time affiliate"
externe,"A person affiliated with an institution who does not reside there, especially a doctor or medical student in attendance upon a hospital, but not residing in it."
extirpator,someone or something that extirpates
extraction,A person's origin or ancestry
extractivist,Such a person or organisation
extratensive,Such a person
extremist,"A person who holds extreme views, especially one who advocates such views; a radical or fanatic"
exurbanite,A person who lives in an exurb
eye-catcher,an eye-catching person or thing
eye candy,"A very attractive person or persons, or the salient visible physical attributes of same"
eyeballer,A voyeur or inquisitive person
pacesetter,A person who determines the rate of action through leading.
pachyderm,A person with thick skin; someone who is not affected by or does not care what others say about him or her.
pacifier,Someone or something that pacifies
packager,A person who packages.
packer,"A person whose business is to pack things; especially, one who packs food for preservation He works as a pork packer"
padrone,"A man who imports, and controls the earnings of, Italian labourers, street musicians, child beggars, etc."
paedophiliac,A person who is sexually attracted to children; a paedophile.
pagan,A person not adhering to a main world religion; a follower of a pantheistic or nature-worshipping religion
pagan,An uncivilized or unsocialized person.
pageant-goer,"A person attending a pageant 2010, C.E"
paigon,An untrustworthy person
pain,An annoying person or thing
pain in the arse,Someone or something that is annoying or frustrating.
pakalolo,A person who smokes this cultivar.
palagi,A white person; a Caucasian
paleoethnobotanist,A person engaged in paleoethnobotany.
paleographer,a person skilled in paleography
paleoseismologist,A person who studies paleoseismology
palliator,Someone or something that palliates; A person or thing that sooths or reduces difficulties
palone-omi,Homosexual woman
palooka,Someone incompetent or untalented in the specified area
pander,A person who furthers the illicit love-affairs of others; a pimp or procurer
panelist,A person who is a member of a panel.
panellist,"A person who appears on a panel, either as a member of a committee or jury, or as part of a panel game."
panendeist,a person who believes in panendeism.
panentheist,A person who believes in panentheism.
panicmonger,"A person who spreads panic among others, a fearmonger, a scaremonger"
panjandrum,"An important, powerful or influential person"
panjandrum,A self-important or pretentious person
panman,A man who plays steelpan
panromantic,A person who is panromantic.
pantheist,A person who believes in pantheism.
pantryman,"A person in charge of the pantry, or food store, on a ship, train, or other transport where food is kept for passengers and crew"
pantywaist,"An ineffectual, weak, or timid person, especially a boy or young man; a sissy"
panwoman,A woman who plays steelpan
paper general,"A person who, upon completion of a government scholarship to read in a university, is promoted to a high rank in the army despite the lack of combat experience"
paper tiger,"A seemingly fierce or powerful person, country or organisation without the ability to back up their words; apparently powerful but actually ineffective"
paperer,A person who hangs wallpaper.
papermaker,A person or company that makes paper
paperman,A man who delivers newspapers
paperwoman,A woman who delivers newspapers
parabiologist,A person who dabbles in parabiology
paracanoeist,A person who competes in paracanoe
paradegoer,"A person attending a parade 2007 April 16, Theo Emery, Paying Homage to a Workhorse Thats Half One, in New York Times[1]:At 6 a.m., members of the Lions Club began fortifying paradegoers with a pancake breakfast at the Memorial Building."
parader,"A person who parades things, or takes part in a parade"
paradox,A person or thing having contradictory properties
parage,A woman's marriage portion or dowry.
paragon,"A person of preeminent qualities, who acts as a pattern or model for others"
paralytic,Someone suffering from paralysis
paramaniac,a person suffering from paramania
paramaniac,a person who is obsessed with complaining; one who complains
parandero,A man who performs parang music
paranoid,Someone suffering from paranoia
paranormal,A person to whom paranormal powers are attributed
paranormalist,A person with an interest in the paranormal.
paranormalist,A person with paranormal abilities.
paraoptometric,A person who assists an optometrist
parapherna,A woman's property which was not made a part of her marriage dower but remained her own.
paraplegic,A person who suffers from paraplegia.
paraprofessional,A person who is trained to assist a professional.
parapsychic,"A person with a paranormal psychic ability, such as telepathy or telekinesis."
parapsychologist,A person who studies parapsychology.
pararescuer,A person who practises pararescue.
parasite,A person who lives on other people's efforts or expense and gives little or nothing back
parasitologist,A person who works in parasitology.
parboiler,A person or machine that parboils.
pardoner,"In medieval Catholicism, a person licensed to grant papal pardons or indulgences"
parent,A third person who has provided DNA samples in an IVF procedure in order to alter faulty genetic material
parent,A person who acts as a parent in rearing a child; a step-parent or adoptive parent
parental,A person fulfilling a parental role
parenticide,A person who kills his or her parent.
pariah,Someone in exile.
pariah,A person who is rejected (from society or home).
parking attendant,"a person who issues tickets for parking violations Synonyms: meter maid (pejorative), parking inspector"
parliamentarian,A person well-versed in parliamentary procedure.
parliamentary agent,A person employed by private persons or societies to draft bills or manage business to be brought before parliament.
parodist,A person who parodies.
parolee,A person who is released on parole.
parroter,A person who mindlessly repeats what he or she has heard.
party,A person or group of people constituting a particular side in a contract or legal action
party,A person
party animal,"A person known for frequent, enthusiastic attendance at parties, especially one whose partying behavior is exuberant or excessive"
party dress,"A woman's dress that is too elegant, revealing, dressy or impractical for normal wear"
party girl,"A woman, especially one who is young, who is known for her enthusiastic and frequent attendance of parties; a female party animal."
party leader,a person in charge of a political party.
party member,A person who belongs to a political party.
parvenu,"A person who has risen, climbed up, or has been promoted to a higher social class, especially through acquisition of wealth, rights, or political authority but has not gained social acceptance by those within that new class"
paskudnyak,A nasty or contemptible person.
passer-by,"A person who is passing by (that is, walking past)"
passport,Something which enables someone to do or achieve something
pastor,Someone with spiritual authority over a group of people
pastoralist,"A person involved in pastoralism, whose primary occupation is the raising of livestock 2015, Elizabeth Royte, Vultures Are Revolting"
pataphysician,A person involved in pataphysics.
pataphysicist,A person involved in pataphysics.
patcher,A person who patches something.
paterfamilias,"A man who is the head of a household, family or tribe."
pathbreaker,A person who carries out pathbreaking work.
pathological liar,A person who has a long history of the problem of lying.
patient,A person or animal who receives treatment from a doctor or other medically educated person
patrician,A person of high birth; a nobleman.
patriot,A person who loves and zealously supports and defends their country
patrioteer,A vehemently patriotic person; a jingoist.
patron,"An influential, wealthy person who supported an artist, craftsman, a scholar or a noble."
patroness,"A woman who sponsors or supports a given activity, person etc.; a female patron"
patronizer,A person who patronizes
patronne,A woman who is the owner (or wife of an owner) of a business such as a bar or restaurant
paviour,A person who lays paving slabs
pawnbroker,"A person who makes monetary loans at interest, taking personal property as security which may be sold if not redeemed."
paymaster,A person or body which demands loyalty or services in return for payment (especially as paid in advance).
payrollee,A person who is on a payroll.
payroller,Someone on a payroll; someone who earns a salary
peacebuilder,A person who creates or restores a state of peace.
peacemaker,"A person who restores peace, especially by settling disputes"
peacock,A vainglorious person [from the 14th c.].
pearl diver,A person who dives for pearls.
peasant,A country person.
peasant,"An uncouth, crude or ill-bred person."
peasant blouse,"A woman's blouse, based on traditional European peasant dress, with puffed sleeves and square neckline."
peculator,A person who peculates; an embezzler
pedant,A person who emphasizes his/her knowledge through strict adherence to rules of vocabulary and grammar.
pedant,A person who is overly concerned with formal rules and trivial points of learning.
pederast,A man who is engaged in an erotic relationship with an adolescent boy; a practitioner of pederasty
pedestrian,Somebody walking rather than using a vehicle; somebody traveling on foot on or near a roadway
pedicurist,A person who performs pedicures.
pedigree,"A person's ancestral history; ancestry, lineage"
pedohebephile,A person with pedohebephilia.
pedophile,A person aged 16 years old or older who is mostly or only sexually attracted toward prepubescent children
pedophobe,A person who dislikes children.
pedotherapist,A person who practises pedotherapy.
peeping tom,"A person who watches another without the other's permission and usually without the other's knowledge, especially for the purpose of deriving sexual pleasure from the sight of the other"
peeress,A woman holding a noble title in her own right
pegan,"A person who practices peganism, the pegan diet, a variant of the vegan diet and paleo diet, with organic, unprocessed foods."
pegger,A person who pegs (in any sense)
pegger,"A person who, or machine that, attached the uppers to the soles of shoes using wooden pegs"
pelerine,A woman's tippet or cape with long ends coming down in front.
pencil-neck,An insubstantial person; a weakling
pencilneck,A person with a very thin neck.
pencilneck,An insubstantial person; a weakling
penfriend,"A person, often in a foreign country, with whom one exchanges friendly correspondence but whom one never or rarely meets."
peng ting,Something or someone of high quality
peng ting,"Hence, an attractive person, especially an attractive woman"
penman,"A scribe, or person who copies texts"
pentalingual,A person who understands five languages.
pentamillionaire,A person whose wealth amounts to five million dollars (or other currency unit).
penwomanship,A woman's skill in handwriting.
peon,A lowly person; a peasant or serf; a labourer who is obliged to do menial work.
peon,A person of low rank or importance.
people,"A person's ancestors, relatives or family"
people pleaser,"An obsequious, subservient person, especially in a workplace"
people smuggler,A person who engages in people smuggling.
perfecter,"A person who perfects something 1980, Various authors, HEBREWS 12:2, The Holy Bible, New International Version:fixing our eyes on Jesus, the pioneer and perfecter of faith"
performance artist,A person who creates and performs in performance art.
perfumer,A person who makes or sells perfume
perhapser,A person who says perhaps in regard to a particular issue
permanent resident,"A person with permanent residency, a visa status which allows that person to reside indefinitely in a foreign country without acquiring citizenship in that country."
peroxide blonde,A woman who bleaches her hair extremely white-blonde.
persecutor,A person or thing that persecutes or harasses.
persistor,A person who persists in unsocial behaviour
person having ordinary skill in the art,Any hypothetical person used in a legal test related to patents
persona,"An imaginary person representing a particular type of client or customer, considered when designing products and services that will appeal to them."
persona grata,A person who is welcome or acceptable.
persona non grata,"A person who is not welcome, especially a diplomat in a foreign country."
personage,"A person, especially one who is famous or important"
personal best,A person's best performance at a task to date
personal fiduciary,"A person or firm serving as a trustee or trust protector, executor or personal representative, or discretionary or non-discretionary investment agent managing or impacting the management of assets for or on behalf of individuals and families, and the trusts, estates, private foundations and other entities they establish or control."
personal record,A person's best performance at a task to date
personal trainer,"Someone employed to help another with their fitness, especially by means of a personalised diet program and exercise regime"
personal transaction,"Something done by a person's own efforts, not through the agency of another."
personification,"A person, thing or name typifying a certain quality or idea; an embodiment or exemplification"
personifier,A person who personifies
perspirer,A person who perspires (sweats).
pervert,A person whose sexual habits are not considered acceptable
pervertible,A person who is liable to corruption
pescetarian,A person who consumes no animal flesh with the exception of fish or seafood
pescovegetarian,"A person that does not eat meat, but accepts other animal products such as seafood, eggs and dairy products."
pest,"An annoying person, a nuisance."
pet,Any person or animal especially cherished and indulged; a darling
petitionee,"A person cited to answer, or defend against, a petition."
petrogeologist,A person involved in petrogeology.
petrographer,A person practicing petrography.
petticoat,"A woman's undercoat, worn to be displayed beneath an open gown."
petticoat,"A light woman's undergarment worn under a dress or skirt, and hanging either from the shoulders or (now especially) from the waist; a kind of slip, worn to make the skirt fuller, or for extra warmth."
pharmacognosist,"A person who studies, practices or is knowledgable about pharmacognosy"
phenom,"Someone or something that is phenomenal, especially a young player in sports like baseball, American football, basketball, tennis, and golf."
phenomenon,A wonderful or very remarkable person or thing
phenylketonuric,A person who has phenylketonuria.
philanthrocapitalist,"A person who applies the principles of philanthrocapitalism 2008 18 April, Kurt Hoffman, in The Guardian, Abe and apples Tristram Hunt misses a key point when he suggests governments and charities are better suited to tackling social issues than the growing breed of ""philanthrocapitalist"" - who are applying business and market thinking to social issues."
philanthropist,A person who loves humankind in general.
philanthropist,A very generous person or institution.
philatelist,A person who collects and studies postage stamps.
philiac,A person who has a philia
phillumenist,"A person who collects match-related items, like matchbox labels, matchboxes, matchbooks, or matchbook covers"
philocrat,"A person who believes in the power of love, in governance by love."
philodox,A person with an excessive interest in his/her own opinions
philographer,A person devoted to studying and producing written works.
philologist,"A person who engages in philology (historical linguistics), especially as a profession; a collector of words and their etymologies"
philologist,"A person devoted to general learning and literature.[2] Franssen, Maarten, Lokhorst, Gert-Jan and van de Poel, Ibo, ""Philosophy of Technology"", The Stanford Encyclopedia of Philosophy (Fall 2015 Edition), Edward N"
philologist,"A person devoted to classical scholarship.[2] Van Norden, Bryan, ""Wang Yangming"", The Stanford Encyclopedia of Philosophy (Fall 2014 Edition), Edward N"
philosophical anarchist,a person who advocates philosophical anarchism.
philosophizer,"A person who creates superficial arguments or offers meaningless solutions, instead of practical ones."
phisher,A person who engages in phishing.
phobe,A person who experiences a phobia (fear or dislike)
phobiac,A person who has been diagnosed with a psychiatric or anxiety disorder
phobic,A person who has a phobia.
phocomelus,A person with phocomelia
phonetician,"A person who specializes in the physiology, acoustics, and perception of speech."
phonetician,A person who specializes in the study of speech sounds and their representation by written symbols.
phonologist,"A person who specializes in phonology, the functional use of sounds in language."
phony,A person who assumes an identity or quality other than their own
phony,A person who professes beliefs or opinions that they do not hold
photo artist,A person that uses photographic equipment to create art
photoengraver,A person who makes photoengravings.
photolithographer,a person who practices photolithography
phreak,A person who engages in phone phreaking.
phthisic,A person suffering from phthisis.
physicist,"A person whose occupation specializes in the science of physics, especially at a professional level."
physiologist,A person who studies or specializes in physiology.
physitheist,A person of physitheistic beliefs.
phytobiologist,A person involved in phytobiology.
phytochemist,A person involved in phytochemistry.
phytogeographer,A person involved in phytogeography.
phytophile,A person who is especially interested in plants
pianist,"A person who plays the piano, particularly with skill or as part of an orchestra."
pianolist,"A person who plays the pianola, particularly with skill"
pick of the litter,The best person or item in a group; the best that one has to offer
picker-up,A person employed on a shoot to pick up dead game.
pickman,A man employed to break ground using a pick.
picky head,"A person with short, curly, thin hair."
picnicker,Someone having a picnic.
picqueter,A person who arranges artificial flowers for a living.
pie,a gluttonous person.
pie-eater,A person from Wigan in northern England or the surrounding area
piece of work,"A person who has a strong and unusual personality, especially one with seriously unpleasant character flaws (e.g"
pied noir,"Someone of French origin living in Algeria under French rule, especially one who was repatriated to France after independence"
piemaker,A person who makes pies
pieman,A man who sells pies.
piercer,"A person who pierces, especially one who carries out body piercing."
piermaster,The person in charge of a pier.
piewoman,A woman who sells pies.
pig,A lecherous or sexist man
pig,A person who is obese to the extent of resembling a pig (the animal).
pig dog,A contemptible or worthless person
piggy in the middle,A person caught in an awkward situation between two other people
pikeman,A person who operates a turnpike
piker,A stingy person; a cheapskate
pile driver,A person who hits or attacks forcefully or powerfully
pilgrimager,A person who goes on a pilgrimage; a pilgrim.
pill popper,A person who enjoys taking medication which come in pill form.
pill popper,"A person addicted to taking any and various types of pills, does not necessarily have to be medicinal"
pillager,A person who pillages.
pillion,The person riding in the pillion.
pilot,"A person who steers a ship, a helmsman"
pilot,"A person who knows well the depths and currents of a harbor or coastal area, who is hired by a vessel to help navigate the harbor or coast."
pilot,A person authorised to drive such a vehicle during an escort.
pilot,A person who is in charge of the controls of an aircraft.
pimpernel,Someone resembling the fictional Scarlet Pimpernel; a gallant dashing resourceful man given to remarkable feats of bravery and derring-do in liberating victims of tyranny and injustice
pimpship,"The office, occupation, or person of a pimp"
pin-up,The person so depicted.
pin-up,"Figurehead, person who represents an idea, cause etc"
pincher,"A person or thing that pinches, as in squeezing; e.g"
pincher,"A person or thing that pinches, as in stealing; e.g"
pink hat,A person who only follows a team because it has become fashionable
pinkeen,An insignificant person.
pinsetter,The person that clears fallen pins and resets them in tenpin bowling
pinstriper,A person who paints pinstripes.
pioneer,"A person or other entity who is first or among the earliest in any field of inquiry, enterprise, or progress"
pious fraud,A person involved in such a fraud.
pip-squeak,A small and insignificant person.
pipemaker,A person who makes pipes bagpipes maker smoking pipes maker
pipeworker,"A person who installs pipework (in factories, power stations etc)"
pissant,An insignificant person.
pissant,A person who adheres strictly to a rule or policy despite current circumstances
pissant,"A person seemingly incapable of focusing on anything but the trivial, especially in the sense of trivial or irrelevant criticism."
pistoleer,"A person, especially a soldier, armed with a pistol"
pit bull,A person with a reputation for pugnacity
pivot,Something or someone having a paramount significance in a certain situation
pivotman,A central or key person; someone around whom a particular project etc
pixel peeper,A person who carefully scrutinizes a magnified digital photograph in order to evaluate resolution and image quality
pizza boy,A young man who delivers pizza to people.
pizza girl,A woman who delivers pizza to people.
pizza lady,A woman who delivers pizza to people.
pizza man,A man who delivers pizzas.
pizza woman,A woman employed to deliver pizza to customers' homes.
pizzaiolo,A person who makes pizzas in a pizzeria
pizzaman,A man who delivers pizzas.
placarder,a person who posts bills or puts up placards or posters
placemaker,A person involved in placemaking.
plagiarizer,A person who plagiarizes
plamasser,A person who convinces another to do something by means of sweet talk and flattery
plane-mate,"Someone with whom one shares a plane ride, especially a seatmate."
planespotter,Someone interested in planespotting.
plangonologist,A person who collects dolls.
plant,"A person, placed amongst an audience, whose role is to cause confusion, laughter etc."
