Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive
34156,shvartze,Noun,A person of sub-Saharan African descent; a black person," chiefly US, offensive, ethnic slur","1969, Philip Roth, Portnoys Complaint, New York: Vintage, 1994, The Most Unforgettable Character Ive Met, p.12,[1] [] she irons better even than the schvartze, 1975, Robert Greenfield, The Spiritual Supermarket, New York: Saturday Review Press / E.P. Dutton Co., p.6,[2] From the rabbi to the shvartze, the black man who turned on the synagogues lights on Saturdays, he was liked. 1988, Leon Uris, Mitla Pass, New York: Doubleday, Part3, Baltimore 1902-1913, p.270,[3] [] they were able to afford a full-time shvartze to keep the house. 1997, Mordecai Richler, Barneys Version, New York: Knopf, The Second Mrs. Panofsky, Part10, p.213,[4] Jesse Jackson cracks a joke about Hymietown and everybody has a fit, but Ive heard you call them shvartzes, and Ill bet had your daughter married one you wouldnt have cracked open a bottle of champagne. 2006, Melissa Fay Greene, The Temple Bombing, Cambridge, MA: Da Capo, Chapter6, p.139,[5] We dont have enough problems among the Jews, he has to go take on the problems of the shvartze?",False,False,False,False,False,True
34157,shvartze,Adjective,Of sub-Saharan African descent; of or pertaining to people of sub-Saharan African descent; black," chiefly US, offensive, ethnic slur","1983, Richard Price, The Breaks, New York: Simon Schuster, Part1, p.98,[6] There was a shvartze wedding next door and something else too ... some anniversary party. 2012, Steve Stern, The Tale of a Kite in The Book of Mischief, Minneapolis: Graywolf Fress, p.9,[7] Ordinarily Boss Crump and his entourage [] like to tour the individual shops, receiving the tributes his shvartze valet shleps out to a waiting limousine.",False,False,False,False,False,True
34215,shylock,Noun,A person of Jewish descent," offensive, ethnic slur","Synonyms: Yid (not always pejorative), heeb, hymie, kike, sheeny",False,False,False,False,False,True
44932,slopehead,Noun,"A person of East Asian ethnicity, particularly Vietnamese 2002, Frederick R"," derogatory, offensive","Lynch, The Diversity Machine: The Drive to Change the ""White Male Workplace"": In an ethnically mixed police station, officers banter, and one Asian American uses the term ""slopehead"" to josh an Asian American officer along with comments about eating fishheads and dogs. 2004, Weber Studies - Volume 22: He took two sticks of strawberry gum from the pack he'd just purchased, field-stripped and stuck them both into his mouth. I guess that's how they train noncommissioned officers to do it. ""Yella Slopehead Pinkos kilt my brother in Nam,"" he said. 2011, Micheal Clodfelter, Mad Minutes and Vietnam Months: A Soldier's Memoir: All right, men, admonished El Cid, I want you all to go ahead and let some steam off, and you cocksmen with balls for brains go on if you must and get your nuts off with them slopehead bitches. But, by God, I want you all to remember this!",False,False,False,False,False,True
45790,slutdom,Noun,The state or quality of being a slut, sometimes offensive,"2007, Stevi Mittman, Whose Number Is Up, Anyway?, page 127: I don't really feel much like watching my descent into slutdom captured on tape after I've carried Lys back into her room. 2008, Natale Stenzel, Pandora's Box (page 51) She thinks I'm one mass of inhibitions and hang-ups just because I prefer serial monogamy to perpetual slutdom. 2011, The Best American Mystery Stories: 2011, page 42: [] while the whole table turned to the question of just what constituted sluttiness. Was it a matter of attitude? Of specific behavior? Was one born to slutdom, or was the status acquired? Was it solely a female province? Could you have male sluts?",False,False,False,False,False,True
45805,sluthood,Noun,The state or period of being a slut, sometimes offensive,"1976, Florence King, Southern ladies and gentlemen, page 55: Race enters into it only insofar as race enters into the Blue Angel Syndrome; the combination of a white woman and a black man has traditionally been ""proof"" of her sluthood [] 2004, Bob Martin, Ernest Naspretto, The Thick Blue Line, page 411: Somewhere I started drinking again but because of my beliefs and the fact I have a wonderful women for a wife, I managed not to return to my days of male sluthood. 2011, Ruby Pearl Saffire, Second Sluthood: A Manifesto for the Post-Menopausal, Pre-Senilic Matriarch For more examples of usage of this term, see Citations:sluthood.",False,False,False,False,False,True
56667,spade,Noun,A black person.," offensive, ethnic slur",,False,False,False,False,False,True
57576,spastic,Noun,A person affected by spastic paralysis or spastic cerebral palsy.," now offensive, especially in Britain",,False,False,False,False,False,True
60448,spicish,Adjective,"Characteristic of a spic (person of Hispanic descent) 2011, Mike Scott, Great American Youth: A True Saga: Either that, or he was just feeling guilty for foolishly having sided up with the Gangsters from the beginning; and, in doing so, he was constantly having to put on a fake spicish act just to fit in."," informal, derogatory, offensive, ethnic slur",,False,False,False,False,False,True
66396,squaw,Noun,"A woman, wife; especially a Native American woman."," now offensive, ethnic slur",,False,False,False,False,False,True
66410,squaw tea,Noun,"A leafless desert shrub of the US Southwest in the genus Ephedra, used to make an herbal tea", now offensive,,False,False,False,False,False,True
74404,stinkbag,Noun,An objectionable person.," derogatory, informal, offensive",,False,False,False,False,False,True
97467,sweet cheeks,Noun,A term of address implying the person addressed has attractive buttocks.," informal, often offensive",,False,False,False,False,False,True
1342,faggotism,Noun,"homosexuality Kingsley Amis, Stanley and the Women - Page 265 In the eyes of most men this was surely a more powerful disincentive to chumming up with him than any inklings of faggotism.", offensive,,False,False,False,False,False,True
1350,faggy,Adjective,Effeminate; homosexual; gay," chiefly derogatory, offensive, informal","2004, Alan Hollinghurst, The Line of Beauty, Bloomsbury, 2005, Chapter 3: Nat Hanmer was sitting on the floor beside him, and his warm thigh was pressed against his own. There was something charmingly faggy about Nat tonight. He nodded and smiled into Nick's eyes as he was talking.",False,False,False,False,False,True
4222,farm nigger,Noun,An inferior black person whose intellect is compared to that of a field hand.," ethnic slur, offensive, idiomatic",,False,False,False,False,False,True
4452,fart,Noun,An elderly person; especially one perceived to hold old-fashioned views.," colloquial, impolite, derogatory, potentially offensive;; usually as ""old fart""",,False,False,False,False,False,True
7147,feku,Noun,"A person who keeps bluffing or does empty boasting Synonyms: braggart, bluff, boaster"," India, neologism, offensive",,False,False,False,False,False,True
7649,feminazi,Noun,A radical or militant feminist who is intolerant of opposing views or a feminist who wants a superiority of women over men," derogatory, potentially offensive","For quotations of use of this term, see Citations:feminazi.",False,False,False,False,False,True
7936,fence sitter,Noun,"One who is bisexual, or who is uncertain about their sexual orientation", potentially offensive,"2007, Adrian Tomine, Shortcomings (graphic novel), ISBN, page 65: What...? EW. You scored with the fence-sitter?",False,False,False,False,False,True
32682,froggy,Noun,A Frenchman.," ethnic slur, offensive",,False,False,False,False,False,True
35001,full-blood,Noun,An Aboriginal person of unmixed ancestry," Australia, now offensive","[from 19th c.] 1941, Pearl Gibbs, radio broadcast, in Heiss Minter, Macquarie PEN Anthology of Aboriginal Literature, Allen Unwin 2008, p. 38: There are only 800 full-bloods now in New South Wales due to the maladministration of previous governments. 1974, Thea Astley, A Kindness Cup, Text Classics 2018, p. 104: Dorahy has his mouth ready to smile [] but it is a young woman who appears, a full-blood with crisp hair and a deeply pigmented skin.",False,False,False,False,False,True
1471,Democrat,Adjective,Of or belonging to the Democratic Party in the United States.," US politics, proscribed, derogatory, offensive",,False,False,False,False,False,True
2299,Dutch,Adjective,Pertaining to Afrikaner culture (Cape Dutch)," South Africa, derogatory, offensive, ethnic slur",,False,False,False,False,False,True
2301,Dutch,Noun,Afrikaner people (Cape Dutch)," South Africa, derogatory, offensive, ethnic slur",,False,False,False,False,False,True
2427,Dutchman,Noun,A male white Afrikaner," South Africa, derogatory, offensive, ethnic slur","1990, Rian Malan, My Traitor's Heart: Blood and Bad Dreams, page 54: [] the tyranny of the rockspiders, crunchies, hairybacks, ropes, and bloody Dutchmen. Those were the names by which we referred to Afrikaners.",False,False,False,False,False,True
2446,Dutchwoman,Noun,A female white Afrikaner.," South Africa, derogatory, offensive, ethnic slur",,False,False,False,False,False,True
3653,Skopjan,Adjective,"Of, from, or pertaining to North Macedonia, especially in Greek media."," by extension, sometimes derogatory, sometimes offensive",,False,False,False,False,False,True
3655,Skopjan,Noun,"Someone from North Macedonia, especially in Greek media."," by extension, sometimes derogatory, sometimes offensive",,False,False,False,False,False,True
4027,Somalian,Adjective,"Synonym of Somali 2007 April 22, Somalian government tells Mogadishu residents to flee, in The New York Times"," nonstandard, sometimes offensive",,False,False,False,False,False,True
4028,Somalian,Noun,Synonym of Somali," nonstandard, sometimes offensive",,False,False,False,False,False,True
2378,magic underwear,Noun,temple garment," colloquial, derogatory, offensive",,False,False,False,False,False,True
16939,meid,Noun,A young black woman," South Africa, offensive","[from 20th c.] 1979, Andr Brink, A Dry White Season, Vintage 1998, p. 113: The last time she heard Capt Stolz saying: Come on, meid, speak up. Or do you want to die like Gordon Ngubene?",False,False,False,False,False,True
18791,mentally retarded,Adjective,"intellectually disabled, medically defined as having an IQ (intelligence quotient) below 70 in addition to deficits in two or more adaptive behaviors (which means having problems with basic functional skills that affect everyday, general living).", now offensive,,False,False,False,False,False,True
38885,moffie,Noun,"An effeminate homosexual man; faggot, fairy"," South Africa, derogatory, offensive","2005, Verenia Keet, Colored Hill, page 78: Sometimes, they admonished their children in mock-protest for following and making fun of the moffies. ""Go away,"" one moffie said in a shrilly[sic] voice, elaborately fanning out long painted scissors-like fingernails to scare the children away.",False,False,False,False,False,True
40352,mongolism,Noun,Down syndrome, now offensive,,False,False,False,False,False,True
40356,mongoloid,Noun,A person with Down syndrome, now offensive,"1967, W. Wolfensberger, 13: Counseling Parents of the Retarded, Alfred A. Baumeister (editor), Ameliorating Mental Disability: Questioning Retardation, 2009, page 376, Kirman (1953) drew attention to some physicians' reluctance to offer even ordinary and routine medical care to mongoloids, whose treatment they consider a waste of time. 1977, Diana Crane, The Sanctity of Social Life: Physicians' Treatment of Critically Ill Patients[3], page 97:It is therefore of interest to examine hospital records of mongoloid children with heart defects in order to find out how frequently operations are performed upon these children. 1994, Meira Weiss, Conditional Love: Parents' Attitudes Toward Handicapped Children[4], page 102:The operation made each feature, itself, look O.K., but her overall looks are still those of a Mongoloid. Her facial expression immediately reveals that she is different. She still has that peculiar look. You can see she has Down's syndrome.",False,False,False,False,False,True
40357,mongoloid,Noun,"Idiot, retard; a general term of abuse, due to association with Down syndrome.", offensive,,False,False,False,False,False,True
47917,mud shark,Noun,"A non-black person, usually a woman, who seeks sexual relationships with black people, usually men"," derogatory, offensive, ethnic slur","2008, Rachel Kushner, Telex from Cuba (page 26) The courtships were called off. The guys all joked about it afterward, said Mr. Blouss was a nigger-lover and a mud shark.",False,False,False,False,False,True
898,xian,Adjective,Alternative form of Xian: Christian, sometimes derogatory or offensive,"1993, Emerson, Mary Moody, Simmons, Nancy Craig, editor, The Selected Letters of Mary Moody Emerson, Athens: University of Georgia Press, page 242:But what an epoch in the xian worldwhat a time for a xian Orator to make a deep eternal impression on socity[sic].",False,False,False,False,False,True
665,Rafidhi,Noun,A Shiite.," offensive, religious slur",,False,False,False,False,False,True
1136,Retardican,Noun,"Republican 2006, Michael Soltys, The Grass is Green[1], page 244:All across the world, families came together and most people agreed, Retardican and Homocrat alike, it was a beautiful time to be alive on the planet Earth, wars or no wars, end or no end."," childish, derogatory, offensive",,False,False,False,False,False,True
2495,Gypsy,Noun,"A member of the Romani people, or one of the sub-groups (Roma, Sinti, Romanichal, etc).", sometimes offensive,,False,False,False,False,False,True
2497,Gypsy,Adjective,"Of or belonging to the Romani people or one of it sub-groups (Roma, Sinti, Romanichel, etc).", sometimes offensive,,False,False,False,False,False,True
1298,Paki,Noun,A Pakistani.," Britain, Canada, Ireland, offensive, ethnic slur",,False,False,False,False,False,True
1299,Paki,Noun,Anyone whose origins are perceived to be from South Asia/the Indian subcontinent.," Britain, Canada, offensive, ethnic slur",,False,False,False,False,False,True
1430,Fredo,Noun,"A black sheep, a disliked outcast in a family or other group", sometimes offensive,"2003, Chris Kozakis, Firing Fido!: How Radically Redefining Loyalty Unleashes True Leadership, ISBN:A Fredo, in general, has very low self-esteem - he was never taught how to be independent or accountable for his actions in the real world. 2003, Kevin Ryan, A New Beginning, ISBN, page 29:Well, I know plenty of Fredos. I've dated many of them, Maria said sourly, shooting Michael a look.. 2004, Newsweek - Volume 144, page 28:We all know a Fredo, a Sonny, a Michael. When it comes to ""The Godfather,"" we're all the experts. 2016, Franz W. Kellermanns, Frank Hoy, The Routledge Companion to Family Business, ISBN:How do Fredos Affect the Family Firm? 2017, Mark J. Kohler, The Business Owner's Guide to Financial Freedom, ISBN:Or is your family a who's who of Sonny's and Fredos?",False,False,False,False,False,True
1538,French exit,Noun,A hasty exit made without saying farewells to anybody., offensive,,False,False,False,False,False,True
1780,Fritz,Noun,"A German person, usually male."," Britain, offensive, ethnic slur",,False,False,False,False,False,True
1782,Fritzie,Noun,A German person.," Britain, offensive",,False,False,False,False,False,True
2797,jew,Verb,"To bargain, to attempt to gain an unfair price in a business deal; to defraud.", offensive,,False,False,False,False,False,True
2804,jew down,Verb,To bargain or haggle with a seller in order to obtain a lower price for a good or service, offensive,"1861, George W. Henry, Tell Tale Rag, and Popular Sins of the Day, self-published (1861), page ix: [] the popular and fashionable lying, which is so prolific between merchant and customer, as the process of jewing down is going on among all traders of the day. 1906, unnamed university president, quoted in John Maxson Stillman's ""Relations of Salary to Title in American Universities"", in Journal of Proceedings and Addresses of the Eighth Annual Conference of the Association of American Universities, Association of American Universities (1907), page 80: Equality, too, removes the possibility of bargaining, of jewing up or jewing down a salary, according to the exigencies of the moment. 2005, Cedric Belfrage, Away from It All: An Escapologist's Notebook, Kessinger Publishing (2005), ISBN, page 131: Millan had already been repeating his loud opinion of all Hindus, before the tailor he had so efficiently jewed down was half out of the room.",False,False,False,False,False,True
2287,rafidah,Noun,Shiite," religious slur, offensive, Islam",,False,False,False,False,False,True
4644,rapefugee,Noun,A refugee (perceived as being prone to raping people)," derogatory, neologism, offensive","2016, Brandon Adamson, Beatnik Fascism Soon, even the most routine visit to a gas station or grocery store becomes a miserable experience, with robbers, aggressive panhandlers, rapefugees, and impromptu parking lot dance parties with ghetto themes [] 2016, Enes Bayrakl, Farid Hafez, European Islamophobia Report 2015 (page 194) PI-News, however, has already made use of the fear with a logo, which can be downloaded from their homepage stating Rapefugees not welcome.",False,False,False,False,False,True
12453,red,Adjective,Amerind; relating to Amerindians or First Nations," chiefly derogatory, offensive",,False,False,False,False,False,True
12461,red,Noun,An Amerind.," derogatory, offensive",,False,False,False,False,False,True
12887,red man,Noun,"An American Indian, a Native American", now considered an ethnic slur and offensive,"1977, Angela Carter, That Arizona Home, in Shaking a Leg, Vintage 2013, p. 337: The Sacred Circles show was heavily into myth, especially the current myth of the Red Man as mystic.",False,False,False,False,False,True
14254,redskin,Noun,"An American Indian, a Native American", now sometimes considered an ethnic slur and offensive,"1699?, Henry Smith or Samuel Smith or a relative, possibly quoting another colonist, in a letter quoted by a descendant (which, however, Ives Goddard argues is fake): Ye first Meeting House was solid mayde to withstande ye wicked onsaults of the Red Skins.",False,False,False,False,False,True
18008,reichtard,Noun,A racist and ignorant rightist.," derogatory, offensive",,False,False,False,False,False,True
27920,retard,Noun,"Any stupid person, or one who is slow to learn."," informal, offensive",,False,False,False,False,False,True
27938,retardation,Noun,Extreme stupidity.," colloquial, derogatory, offensive",,False,False,False,False,False,True
27949,retarded,Adjective,Very stupid," colloquial, derogatory, offensive","[from 20th c.] 1988, Raymond E Feist, Faerie Tale: Looking at Jack, Gabbie said, ""What?"" ""That's the Troll Bridge."" She groaned at the pun. ""That's retarded.""",False,False,False,False,False,True
37755,rode hard and put up wet,Adjective,Presumed to have had a significant number of lovers and showing the signs of overuse," colloquial, Southern US, potentially offensive",(Typically said of women.),False,False,False,False,False,True
40754,rough up the bullpen,Verb,"To manage easily to hit pitching by the starting and relief pitchers of the opposing team, despite the types of pitches thrown or the skill of the pitchers"," baseball, of the offensive team",The strong baseball team really roughed up the bullpen in their 34-0 rout against their foes; the coach used nine relievers and they still couldn't get anybody out.,False,False,False,False,False,True
5078,gayfag,Noun,A homosexual., offensive,,False,False,False,False,False,True
5079,gayfag,Adjective,Homosexual., offensive,,False,False,False,False,False,True
5130,gaytarded,Adjective,Both gay and retarded.," derogatory, offensive",,False,False,False,False,False,True
6222,genderqueer,Noun,Someone who is genderqueer, sometimes considered offensive,"2013, Joe MacDonald, An Autoethnography of Queer Transmasculine Femme Incoherence and The Ethics of Trans Research, Emerald Group, page 145 I am a FAAB (female-assigned-at-birth) genderqueer, and I have a good friend who is a MAAB (male-assigned-at-birth) genderqueer.",False,False,False,False,False,True
9365,get someone's Irish up,Verb,To anger or annoy someone," idiomatic, racist, potentially offensive","1979, David Garth, New York Magazine, page 14: ""It's so crazy I've got to believe they're either paranoid or trying to get his Irish up so he will run [and split the anti-Carter vote in the primaries]. My guess is it's paranoia.""",False,False,False,False,False,True
11554,girl,Noun,"A woman, especially a young woman", often offensive,,False,False,False,False,False,True
17467,goddamned,Adjective,Used as an intensifier expressing anger, often offensive,Where's the goddamned cartridge?,False,False,False,False,False,True
19598,gookland,Noun,"Any unspecified country inhabited primarily by people of East Asian or Oceanian descent, such as China, Korea, Japan, Vietnam, or the Philippines."," offensive, ethnic slur",,False,False,False,False,False,True
23797,greaser,Noun,"A Latin American, especially a Mexican."," US, offensive, ethnic slur",,False,False,False,False,False,True
23798,greaser,Noun,An Italian.," US, offensive, ethnic slur",,False,False,False,False,False,True
23799,greaser,Noun,A Greek.," US, offensive, ethnic slur",,False,False,False,False,False,True
30398,gyp,Noun,A cheat or swindle; a rip-off," derogatory, sometimes offensive",Why do we have to buy this new edition of the textbook when theres almost no difference between it and the previous one? What a gyp!,False,False,False,False,False,True
30400,gyp,Verb,To cheat or swindle someone or something inappropriately," derogatory, sometimes offensive",The cab driver gypped me out of ten bucks by taking the longer route. You better watch out; they'll try to gyp you if you don't know what you're doing.,False,False,False,False,False,True
30474,gypsy,Noun,Alternative form of Gypsy: a member of the Romani people., sometimes offensive,,False,False,False,False,False,True
30476,gypsy,Noun,A move in contra dancing in which two dancers walk in a circle around each other while maintaining eye contact (but not touching as in a swing), sometimes offensive,"(Compare whole gyp, half gyp, and gypsy meltdown, in which this step precedes a swing.)",False,False,False,False,False,True
30481,gypsy,Adjective,Of or having the qualities of an itinerant person or group with qualities traditionally ascribed to Romani people; making a living from dishonest practices or theft etc., offensive,,False,False,False,False,False,True
30486,gypsy cab,Noun,"An unlicensed taxi, especially in the North East of the United States."," colloquial, US, sometimes offensive",,False,False,False,False,False,True
30510,gypsyism,Noun,"The practices or habits ascribed to gypsies, such as deception, cheating, and flattery."," offensive, ethnic slur",,False,False,False,False,False,True
12645,libertardian,Noun,A rightist libertarian.," derogatory, offensive",,False,False,False,False,False,True
12839,libtardation,Noun,Politically liberal thinking.," colloquial, derogatory, offensive",,False,False,False,False,False,True
16579,linthead,Noun,A worker in a cotton or other textile mill.," Southern US, derogatory, offensive",,False,False,False,False,False,True
16580,linthead,Noun,A low-class Southern white.," Southern US, derogatory, offensive",,False,False,False,False,False,True
24919,lubra,Noun,A female Aboriginal Australian," Australia, now racially offensive","1988, Tom Cole, Hell West and Crooked, We went into the house and Roy called out, Alice, boil im billy, make some tea, and a few minutes later a comely young lubra appeared, a huge teapot in one hand and a plate with a big brownie on it. 2001, Robert Denis Whittle One Skin For An Overlander, page 166, The lubras were standing up now, in a tight little circle, with their fighting sticks raised. There was another burst of argument and then first one lubra, then another struck her opponent a blow on the head. 2003, Les Hughes, Henry Mundy: A Young Australian Pioneer, page 94, As I have mentioned before, Lubra Creek derived its name from a wanton slaughter of several lubras by an enraged band of squatters whose sheep had been stolen, slaughtered and eaten by the blacks. It was usual when anything of that kind happened to band together for the squatter, and hunt for the delinquents and shoot down the first blacks they caught innocent or guilty. In the case of the Lubra Creek tragedy, it appears they could not drop across any black fellows and finding the lubras hidden in the shrub, ruthlessly shot them down.",False,False,False,False,False,True
1194,yellow,Adjective,Far East Asian (relating to Asian people)," chiefly derogatory, offensive","1913,Sax Rohmer, The Insidious Dr. Fu-Manchu, ""Imagine that awful being, and you have a mental picture of Dr. Fu-Manchu, the yellow peril incarnate in one man.""",False,False,False,False,False,True
1313,yellow cab,Noun,"An Asian woman, regarded as a sexual object."," offensive, ethnic slur",,False,False,False,False,False,True
1362,yellow horde,Noun,"East Asian nations or people, especially the people of China or Japan, conceived as foreign and menacing due to their vast population, non-Western cultures, or supposed antagonism to the West"," derogatory, racially offensive, sometimes capitalized","1994, Steven Erlanger, ""The World: Demons in Russia's Mind Arise Againin the Flesh,"" New York Times, 18 Dec. (retrieved 29 July 2008), So the Chinese and Central Asians are the barbaric, faceless, yellow horde that may once again drown the noble Slavs.",False,False,False,False,False,True
1385,yellow man,Noun,An Asian man or someone with Asian heritage, now considered an ethnic slur and offensive,,False,False,False,False,False,True
1386,yellow man,Noun,Asian people collectively; Asian culture, now considered an ethnic slur and offensive,"1984, Bruce Springsteen, Born in the U.S.A. Got in a little hometown jam / So they put a rifle in my hand / Sent me off to a foreign land / To go and kill the yellow man.",False,False,False,False,False,True
1391,yellow nigger,Noun,Asian person," offensive, ethnic slur",,False,False,False,False,False,True
1405,yellow peril,Noun,"The alleged threat to Western nations by East Asians, especially Chinese or Japanese people, due to their vast population, non-Western cultures, or supposed antagonism to the West."," derogatory, racially offensive, sometimes capitalized",,False,False,False,False,False,True
1406,yellow peril,Noun,"East Asian nations or peoples, conceived as threatening."," derogatory, racially offensive, sometimes capitalized",,False,False,False,False,False,True
2107,abortionist,Noun,One who favors abortion being legal," in anti-abortion discourse, offensive",[since the late 19th century][1],False,False,False,False,False,True
17931,albo,Noun,An Albanian-American.," US, offensive, ethnic slur",,False,False,False,False,False,True
23480,ambisextrous,Adjective,Bisexual," humorous, sometimes offensive, of a person","Synonyms: see Thesaurus:bisexual 1978, Drake, Fabia, Blind Fortune[1], Kimber, ISBN, OL 4289377M, page 94:Ivor was ambisextrous and loved women physically, too. 2003 July 6, Gormley, Gerard, If This Is Insanity, Count Me In, iUniverse, ISBN, OL 10707250M, page 143:One of those what? You know, ambisextrous. Let's just say Faith loves beauty, whatever its form. 2007 May 1, Stern, Keith, Tallulah Bankhead, in Queers in History: The Comprehensive Encyclopedia of Historical Gays, Lesbians, Bisexuals, and Transgenders, Lulu, ISBN, OL 11916511M:She had numerous heterosexual affairs but considered herself ambisextrous.",False,False,False,False,False,True
26673,anally inflicted death sentence,Noun,AIDS; acquired immune deficiency syndrome, offensive,"1994, Jory Farr, Moguls and Madmen: The Pursuit of Power in Popular Music (Simon Schuster; ISBN, 9780671739461), page 135: No, in Canada gays had marched in the streets protesting the groups song AIDS (Anally Inflicted Death Sentence), which boasted such memorable lyrics as: [] 1999 November 9, Poseidon, alt.music.hardcore (Google group): Stormtroopers of Death???: anally inflicted death sentence AIDS. Oh sorry thats MOD, same thing though 2006 February 27, johnsmith060@gmail.com, rec.music.gdead (Google group): South Dakota Nears Abortion Band: WTF? Why would I expose myself to anally inflicted death sentence (AIDS)? Of course, Im being cynical, but homosexual sex has a much higher statistical chance of catching a deadly STD",False,False,False,False,False,True
27516,anchor baby,Noun,A child born to noncitizen parents in the United States or another country that grants birthright citizenship (cf," US, derogatory, offensive","jus soli), and who, as a citizen, can provide immigration benefits to relatives. 2009, Daniel Sheehy, Fighting Immigration Anarchy, page 63:In the US each year, hundreds of thousands of anchor babies are born to illegal-alien mothers. 2010, Mike McPheters, Cartels and Combinations:I suppose you're going to tell me all about the stupidity of the gringos. By the way, you're one of them, anchor baby. Once your folks swam the river and had you over here, you started getting all the freebies, right? 2011, David Carraturo, Cameron Nation: Going All-In to Save His Country, page 201: [] scenes of an ambulance let through the Tijuana-San Diego border and a pregnant senorita emerging to give birth to her anchor baby.",False,False,False,False,False,True
28960,anglo,Noun,"an American, especially a white one (regardless of actual ethnicity), whose native language is English (as opposed to Americans for whom Spanish or French is their native language)."," Southwestern US, informal, sometimes offensive",,False,False,False,False,False,True
35469,antinigger,Adjective,Opposing black people, offensive,"1970, Miriam Wasserman, The school fix, NYC, USA, page 489:A white working-class General student lost his simple ""antinigger"" innocence when he began to see in what ways he and the ""niggers"" were in the same boat. 1998, Sonic Options Network, Option (issues 78-81, page 87) Fight the Power is Chuck D's chance to set the crooked record straight, whether it's taking on ""the corporate pimps of soul"" or calling out the government as ""an antinigger machine."" 2007, Robert Reid-Pharr, Once You Go Black: Desire, Choice and Black American Intellectual, page 131: [] choosing at this juncture to redefine himself in relation to an emerging black culture, a culture that was self-consciously antiwhite and, more significantly still, antinigger.",False,False,False,False,False,True
50026,atheitard,Adjective,Atheist.," derogatory, offensive",,False,False,False,False,False,True
50027,atheitard,Noun,An atheist.," derogatory, offensive",,False,False,False,False,False,True
4865,tardbrain,Noun,Synonym of idiot, offensive,,False,False,False,False,False,True
26018,toilet room,Noun,A room in which to use a toilet: a lavatory," originally US euphemistic, now sometimes mildly offensive","1854, San Francisco Board of Education, Annual Report, page 9:The other apartments are for toilet rooms for both sexes, on first and second floors. 1895, State of Wisconsin, Laws, page 795:To have at least four seat closets placed in the toilet room adjoining the assembly and at least two in the toilet room adjoining the senate.",False,False,False,False,False,True
34023,transgender,Noun,A transgender person," countable, now often offensive","2005, Walter Bockting Eric Avery, Transgender Health and HIV Prevention, page 116: In a patriarchal society in which machismo rules, MTF transgenders represent a challenge to traditional masculinity due to their renouncing of the male position of social power. 2006, Jayne Caudwell, Sport, Sexualities and Queer/theory, page 122: Individual transgenders could compete in any division; however, transgender teams could not play against biological women's teams. 2015, Helen Davies, Transgender woman forced to move house after death threats and knife in her front door (in The Liverpool Echo) Nat spent years being victimised as a male to female transgender but was too scared to report it.",False,False,False,False,False,True
34025,transgendered,Adjective,Transgender; denoting or relating to a person whose gender identity does not correspond with their sex assigned at birth., now uncommon and often offensive and proscribed,,False,False,False,False,False,True
34028,transgenderedness,Noun,The condition of being transgendered, sometimes offensive,"2003, Susan Fraiman, Cool Men and the Second Sex (page 155) I have also stressed Jess's role as a mother to Kimby which I mean her role in offering the daughter not only transgenderedness but also empowered femaleness. 2006, J. Ari Kane-Demaios, Vern L. Bullough, Crossing Sexual Boundaries: Transgender Journeys, Uncharted Paths My husband's transgenderedness is not a present, or if it is, it's a present I'd return if I had the receipt. So would he. Not because we don't like it we both do, to an extent but because there's nowhere to put it. We can't put it in the closet because that makes him unhappy, and we can't put it out in public because that makes everyone else unhappy. 2007, Dana Anderson, Identity's Strategy: Rhetorical Selves in Conversion (page 131) To her surprise Deirdre will find that the inevitable challenge to her transgenderedness she anticipates does not come from her profession.",False,False,False,False,False,True
49545,tzigane,Noun,[4] A Hungarian Gypsy (Romani person)., sometimes offensive,,False,False,False,False,False,True
