term,definition
rhinochimaerid,Any member of the Rhinochimaeridae.
rhinocryptid,Any member of the Rhinocryptidae.
rhinodermatid,Any member of the Rhinodermatidae.
rhinolophid,Any of the genus Rhinolophus or family Rhinolophidae; a horseshoe bat.
rhinonyssid,Any member of the Rhinonyssidae.
rhinophid,Any member of the Rhinophidae.
rhinophorid,Any member of the Rhinophoridae.
rhinophrynid,Any member of the Rhinophrynidae.
rhinopomatid,Any member of the family Rhinopomatidae of bats; mouse-tailed bats.
rhinopome,Any member of the bat genus Rhinopoma.
rhinotermitid,Any member of the Rhinotermitidae.
rhinotorid,Any member of the Rhinotoridae.
rhipidoglossan,Any member of the Rhipidoglossa.
rhipiphorid,Any member of the Rhipiphoridae.
rhizarian,Any organism of the taxon Rhizaria
rhizocephalan,Any member of the Rhizocephala.
rhizodontid,Any member of the Rhizodontidae.
rhizomyid,Any member of the Rhizomyidae.
rhizostome,Any member of the Rhizostomata.
rhodacarid,Any member of the Rhodacaridae.
rhodopid,Any member of the Rhodopidae.
rhombozoan,Any of the phylum Rhombozoa of tiny parasites found in the renal appendages of cephalopods.
rhopalid,Any member of the Rhopalidae.
rhopalosomatid,Any member of the Rhopalosomatidae.
rhyacophilid,Any member of the Rhyacophilidae.
rhyacotritonid,Any member of the Rhyacotritonidae.
rhynchitid,Any member of the Rhynchitidae.
rhynchobatid,Any member of the Rhynchobatidae.
rhynchocinetid,Any member of the Rhynchocinetidae.
rhynchocoelan,Any member of the Rhynchocoela.
rhynchodipterid,Any member of the Rhynchodipteridae.
rhynchonella,Any member of the extinct genus Rhynchonella of brachiopod found in Silurian to Eocene strata worldwide.
rhynchonelliform,Any member of the Rhynchonelliformea.
rhynchopid,Any member of the Rhynchopidae.
rhynchosaurid,Any member of the Rhynchosauridae.
rhyparochromid,Any member of the Rhyparochromidae.
rhyphid,Any member of the Rhyphidae.
rhysodid,"Any member of the family Rhysodidae of wrinkled bark beetles, sometimes Rhysodini in family Carabidae."
rhysodine,Any of the subfamily Rhysodinae of carabid beetles.
rhytidid,Any member of the Rhytididae.
rhytidosteid,Any member of the Rhytidosteidae.
ricaniid,Any member of the family Ricaniidae of planthoppers.
richardiid,Any member of the Richardiidae.
ricinuleid,Any member of the Ricinulei (hooded tickspiders)
ringiculid,Any member of the Ringiculidae.
riodinid,Any member of the Riodinidae.
ripiphorid,Any member of the Ripiphoridae.
rissoellid,Any member of the Rissoellidae.
rissoid,"Any of the spiral gastropods of the genus Rissoa or family Rissoidae, found both in fresh and salt water."
rivulid,Any member of the Rivulidae.
roeslerstammiid,Any member of the Roeslerstammiidae.
romeriid,Any member of the Romeriidae.
rondeletiid,Any member of the Rondeletiidae.
ropalomerid,Any member of the Ropalomeridae.
rotaliid,Any of the Rotaliida.
rotatorian,Any member of the Rotatoria.
rotulid,Any member of the Rotulidae.
runcinid,Any member of the Runcinidae.
rutoceratid,Any member of the Rutoceratidae.
rzehakinid,Any member of the Rzehakinidae.
gadid,Any member of the family Gadidae of fish such as cod and pollack.
gadilid,Any member of the Gadilidae.
gadiniid,Any member of the Gadiniidae.
galagid,Any member of the Galagidae.
galagonid,Any member of the Galagonidae.
galatheid,Any member of the Galatheidae.
galaxiid,Any member of the family Galaxiidae of mostly small freshwater fish of the Southern Hemisphere.
galbulid,Any member of the Galbulidae.
galeommatid,Any member of the Galeommatidae.
galeopithecid,"Any member of the family Galeopithecidae, now considered to be a synonym of the family Cynocephalidae, the colugos or flying lemurs."
galeorhinid,Any member of the Galeorhinidae.
galesaurid,Any member of the Galesauridae.
gammarellid,Any member of the Gammarellidae.
gammarid,Any member of the family Gammaridae of shrimp-like crustaceans.
gasterophilid,"Any member of the subfamily Gasterophilinae, formerly family Gasterophilidae."
gasterosteid,Any member of the Gasterosteidae.
gasteruptiid,Any member of the Gasteruptiidae.
gasteruptionid,Any member of the Gasteruptionidae.
gastornithid,Any member of the Gastornithidae
gastrioceratid,Any member of the Gastrioceratidae.
gastrochaenid,Any member of the Gastrochaenidae.
gastrodelphyid,Any member of the Gastrodelphyidae.
gastronyssid,Any member of the Gastronyssidae.
gastropterid,Any member of the Gastropteridae.
gaudryceratid,Any member of the Gaudryceratidae.
gavid,Any member of the Gavidae.
gaviid,Any member of the Gaviidae.
gazid,Any member of the Gazidae.
gecarcinucid,Any member of the Gecarcinucidae.
geisonoceratid,Any member of the Geisonoceratidae.
gekkonid,"Any member of the family Gekkonidae, the geckos."
gekkotan,Any member of the Gekkota infraorder of reptiles.
gelechiid,Any member of the Gelechiidae.
geobiont,Any organism that lives in the soil
geodiid,Any member of the family Geodiidae of sponges.
geoemydid,Any member of the family Geoemydidae of turtles.
geophile,An organism that lives or thrives in soil
geoplanid,Any member of the Geoplanidae.
georissid,Any member of the Georissidae.
georyssid,Any member of the Georyssidae.
geotriid,Any member of the Geotriidae.
geotrupid,Any member of the Geotrupidae.
gephyrostegid,Any member of the Gephyrostegidae.
gerbillid,Any member of the Gerbillidae.
germling,"the organism produced by germination of an algal or fungal spore, but especially an immature gametophyte produced by the germination of a tetraspore."
gerreid,Any member of the Gerreidae.
gerrhosaurid,Any member of the family Gerrhosauridae of plated lizards.
geryonid,Any member of the Geryonidae.
gibberichthyid,Any member of the Gibberichthyidae.
gigantactinid,Any member of the Gigantactinidae.
ginkgoid,Any member of the Ginkgoidae.
glaphyrid,Any member of the Glaphyridae.
glaphyritid,Any member of the Glaphyritidae.
glaresid,Any member of the Glaresidae.
glaucid,Any member of the family Glaucidae of molluscs.
glaucosomatid,Any member of the Glaucosomatidae.
glirid,Any member of the family Gliridae of dormice.
globigerinid,"Any of the Globigerinida, a class of foraminiferans found as marine plankton."
glossid,Any member of the Glossidae.
glossinid,"Any member of the family Glossinidae, including the tsetse fly."
glossiphoniid,Any member of the Glossiphoniidae.
glossoscolecid,Any member of the Glossoscolecidae.
glossosomatid,Any member of the Glossosomatidae.
glycerid,Any member of the Glyceridae.
glycymeridid,Any member of the Glycymerididae.
glypheid,Any member of the Glypheidae.
glyphipterigid,Any member of the Glyphipterigidae.
gnaphosid,Any member of the Gnaphosidae.
gnathiid,Any member of the Gnathiidae.
gnathite,Any of the mouth appendages of the Arthropoda.
gnathophyllid,Any member of the Gnathophyllidae.
gnathorhizid,Any member of the Gnathorhizidae.
gnathostomulid,"Any member of the Gnathostomulida, the phylum of jaw worms"
gobiconodontid,Any member of the Gobiconodontidae.
gobiid,Any member of the Gobiidae.
golfingiid,Any member of the Golfingiidae.
gomphid,Any member of the Gomphidae.
gomphotherid,Any member of the Gomphotheridae.
gomphotheriid,Any member of the Gomphotheriidae.
gonatid,Any member of the family Gonatidae of armhook squids.
goneplacid,Any member of the Goneplacidae.
goniasterid,Any member of the Goniasteridae.
goniatitid,Any member of the Goniatitidae.
gonioloboceratid,Any member of the Gonioloboceratidae.
goniopholid,Any member of the Goniopholidae.
goniopholidid,Any member of the Goniopholididae.
gonodactylid,Any member of the Gonodactylidae.
gonorynchid,Any member of the Gonorynchidae.
gonyleptid,Any member of the Gonyleptidae.
gorgoniid,Any member of the Gorgoniidae.
gorgonocephalid,Any member of the Gorgonocephalidae.
gorgonopsian,Any member of the extinct suborder Gorgonopsia of therapsid synapsids.
gorgonopsid,Any member of the suborder Gorgonopsia of therapsid synapsids.
gracillariid,Any member of the Gracillariidae.
gradungulid,Any member of the Gradungulidae.
grammatid,Any member of the Grammatidae.
grammicolepidid,Any of the deep-sea fish of the family Grammicolepididae
grammid,Any member of the Grammidae.
grammistid,Any member of the Grammistidae.
grantiid,Any member of the Grantiidae.
grapsid,Any member of the Grapsidae.
grapsoid,Any of the crabs in the genus Grapsus or family Grapsidae.
gromiid,Any member of the Gromiidae.
gruid,Any member of the Gruidae.
gruiform,Any member of the Gruiformes.
grylloblattid,Any member of the Grylloblattidae.
gryphaea,"Any of the genus Gryphaea of extinct gryphaeid oysters, devil's toenails."
gryphaeid,"Any member of the Gryphaeidae, honeycomb oysters or foam oysters."
grypoceratid,Any member of the Grypoceratidae.
guaibasaurid,Any member of the Guaibasauridae.
gymnitid,Any member of the Gymnitidae.
gymnoblast,Any member of the Gymnoblastea.
gymnophthalmid,Any member of the Gymnophthalmidae.
gymnotid,Any member of the Gymnotidae; a naked-back knifefish.
gymnotiform,Any member of the Gymnotiformes.
gymnotus,Any of the genus Gymnotus of electric knifefishes.
gymnurid,Any member of the Gymnuridae.
gynochrome,An organism that has this colouration
gynomorph,An organism with female physical characteristics; female mimic.
gyrinid,Any member of the Gyrinidae.
gyrinocheilid,Any member of the Gyrinocheilidae.
labidurid,Any member of the Labiduridae.
labiid,Any member of the Labiidae.
labrid,Any of the family Labridae of marine fishes.
lacertian,A member of the Lacerta.
lachesillid,Any member of the Lachesillidae.
laelapid,Any member of the family Laelapidae of mites.
laemodipod,Any of the Laemodipoda.
lagenid,Any member of the Lagenidae.
lagerpetid,Any of the dinosauromorphs of the family Lagerpetidae.
lagosuchid,Any member of the Lagosuchidae.
lagriine,Any member of the Lagriinae.
lamellariid,Any member of the Lamellariidae.
lamellorthoceratid,Any member of the Lamellorthoceratidae.
lamiid,Any member of the Lamiidae.
lamnid,Any member of the Lamnidae.
lamponid,Any member of the Lamponidae.
lamprophiid,Any member of the snake family Lamprophiidae.
lampropid,Any member of the Lampropidae.
lampyrid,Any member of the family Lampyridae; a firefly or lightning bug.
landhopper,Any of the terrestrial talitrids.
laniid,Any member of the Laniidae.
lanthanosuchid,"Any member of the Lanthanosuchidae, an extinct family of procolophonomorph parareptiles."
lanthanotid,Any member of the family Lanthanotidae.
largid,Any member of the Largidae.
lasiocampid,Any member of the Lasiocampidae.
laternulid,Any member of the Laternulidae.
latid,Any member of the Latidae.
latiid,Any member of the Latiidae.
latiscopid,Any member of the Latiscopidae.
latreilliid,Any member of the Latreilliidae.
latrid,Any member of the Latridae.
latridiid,Any member of the Latridiidae.
laubierinid,Any member of the Laubierinidae.
laurasiatherian,Any member of the Laurasiatheria.
lauriid,Any member of the Lauriidae.
lauxaniid,Any member of the family Lauxaniidae of flies.
leafeater,Any organism that consumes leaves
leavening agent,Any organism or substance added to a food product (such as dough or batter) that makes it rise when cooked
lebiasinid,Any member of the Lebiasinidae.
lecanodiaspidid,Any member of the Lecanodiaspididae.
lecithocerid,Any member of the Lecithoceridae.
leiodid,Any member of the Leiodidae.
leiognathid,Any member of the Leiognathidae.
leiopelmatid,Any member of the Leiopelmatidae.
lemoniid,Any member of the Lemoniidae.
lemuriform,Any member of the infraorder Lemuriformes.
leontiniid,Any member of the Leontiniidae.
lepadid,"Any member of the family Lepadidae, gooseneck barnacles in the order Pedunculata."
lepetellid,Any member of the Lepetellidae.
lepetid,Any member of the Lepetidae.
lepicerid,Any member of the Lepiceridae.
lepidosaur,"A member of the Lepidosauria, reptiles with overlapping scales"
lepidosaurian,Any member of the Lepidosauria
lepidoteuthid,Any member of the Lepidoteuthidae.
lepilemurid,Any member of the Lepilemuridae.
lepismatid,Any member of the family Lepismatidae of silverfish and bristletails
lepisosteid,Any member of the Lepisosteidae.
lepodactylid,Any member of the frog family Leptodactylidae.
lepospondyl,Any member of the Lepospondyli.
leptocerid,Any member of the Leptoceridae.
leptochariid,Any member of the Leptochariidae.
leptochitonid,Any member of the Leptochitonidae.
leptodactylid,Any member of the Leptodactylidae.
leptodorid,Any member of the Leptodoridae.
leptolepid,Any member of the Leptolepidae.
leptonetid,Any member of the Leptonetidae.
leptoscopid,Any member of the Leptoscopidae.
leptotyphlopid,Any member of the Leptotyphlopidae.
lernaeodiscid,"Any member of the family Lernaeodiscidae, parasitic barnacles in the superorder Rhizocephala."
lernaeopodid,Any member of the Lernaeopodidae.
lethrinid,Any member of the Lethrinidae.
leuconid,Any member of the family Leuconidae of hooded shrimps.
leucosiid,Any member of the family Leucosiidae of crabs.
leucospid,Any member of the Leucospidae.
leucothoid,Any member of the Leucothoidae.
leuctrid,Any member of the Leuctridae.
libytheid,Any member of the family Libytheidae of moths.
ligiid,Any member of the family Ligiidae.
liliid,Any member of the Liliidae.
liljeborgiid,Any member of the Liljeborgiidae.
limacid,Any member of the Limacidae.
limacinid,"Any member of the family Limacinidae of heterobranch snails, known as sea butterflies."
limacodid,Any member of the Limacodidae.
limacoid,A slug of the family Limacidae.
limapontiid,Any member of the Limapontiidae.
limid,Any member of the Limidae.
limnocytherid,Any member of the Limnocytheridae.
limnodynastid,Any member of the Limnodynastidae.
limnoriid,Any member of the Limnoriidae.
limnoscelid,Any member of the Limnoscelidae.
limoniid,Any member of the Limoniidae.
limopsid,Any member of the Limopsidae.
limulid,Any member of the Limulidae.
lineid,Any member of the Lineidae.
linophrynid,Any member of the Linophrynidae.
liochelid,Any member of the Liochelidae.
liocranid,Any member of the family Liocranidae of certain sac spiders.
liolaemid,Any member of the family Liolaemidae.
liotiid,Any member of the Liotiidae.
liparid,Any member of the Liparidae.
liparoceratid,Any member of the Liparoceratidae.
liphistiid,Any member of the Liphistiidae.
lipotid,Any member of the Lipotidae.
liroceratid,Any member of the Liroceratidae.
listrophorid,Any member of the Listrophoridae.
lithodid,Any member of the Lithodidae.
lithodome,Any member of several species of bivalves that form and inhabit holes in limestone; especially any of the genus Lithodomus.
lithophyte,"Any organism, such as a coral, resembling a stony plant."
lithornithid,Any member of the Lithornithidae.
lithotroph,An organism that obtains its energy from inorganic compounds (such as ammonia) via electron transfer.
litiopid,Any member of the Litiopidae.
littorinid,Any member of the Littorinidae of univalves.
lituitid,Any member of the Lituitidae.
lituolid,Any member of the Lituolidae.
liwiid,Any member of the Liwiidae.
lobopod,Any of the numerous stub-legs of a lobopodian; a lobopodium
lobotid,Any member of the Lobotidae.
locustid,"Any member of the Locustidae family, now included in subfamily Oedipodinae in family Acrididae."
loliginid,Any member of the Loliginidae.
lomid,Any member of the family Lomidae of hairy stone crabs.
lonchaeid,Any member of the Lonchaeidae.
lonchopterid,Any member of the Lonchopteridae.
lophiid,Any of the family Lophiidae of anglerfishes.
lophobranch,Any member of the order Lophobranchii of fishes.
lophocoronid,Any member of the Lophocoronidae.
lophophorate,"A member of the Lophophorata, a clade of invertebrate animals"
lophospirid,Any member of the Lophospiridae.
loreal,Any of the loreal scales.
loricariid,Any member of the family Loricariidae.
lorid,Any member of the Loridae.
loriid,Any member of the Loriidae.
lorisid,Any member of the Lorisidae.
lotid,Any member of the family Lotidae of lings and similar fish.
lottiid,Any member of the Lottiidae.
lovenellid,Any member of the Lovenellidae.
loveniid,Any member of the Loveniidae.
loxommatid,Any member of the Loxommatidae.
loxonematid,Any member of the Loxonematidae.
loxoscelid,Any member of the Loxoscelidae.
lucanid,Any member of the Lucanidae
lucernarian,Any member of the Lucernarida.
luciferid,Any member of the Luciferidae.
luciocephalid,Any member of the Luciocephalidae.
luidiid,Any member of the Luidiidae.
lumbricid,Any member of the Lumbricidae.
lumbriculid,Any member of the Lumbriculidae.
luteovirid,Any member of the Luteoviridae.
lutjanid,Any member of the family Lutjanidae; a snapper
lycid,Any member of the Lycidae.
lycosid,Any member of the Lycosidae.
lycosuchid,Any member of the Lycosuchidae.
lycoteuthid,Any member of the Lycoteuthidae.
lyctid,Any member of the Lyctidae.
lydekkerinid,Any member of the Lydekkerinidae.
lygaeid,Any member of the Lygaeidae.
lymantrid,Any member of the Lymantridae.
lymantriid,Any of the moth family Lymantriidae.
lymexylid,Any member of the Lymexylidae.
lymnaeid,Any member of the Lymnaeidae.
lymnocardiid,Any member of the Lymnocardiidae.
lyonetiid,Any member of the Lyonetiidae.
lyonsiid,Any member of the Lyonsiidae.
lypusid,Any member of the Lypusidae.
lysiosquillid,Any member of the Lysiosquillidae.
lysorophid,Any member of the Lysorophidae.
lystrosaurid,Any member of the Lystrosauridae.
yoldiid,Any member of the family Yoldiidae of bivalves.
yponomeutid,Any member of the Yponomeutidae
yunnanosaurid,Any member of the Yunnanosauridae.
abranchiate,An organism that does not have gills.
acanthoceratid,Any member of the Acanthoceratidae.
acanthochitonid,Any member of the Acanthochitonidae.
acanthodian,"A member of a group of extinct fish (Acanthodii) that existed from the Silurian to the Permian period.[First attested in the mid 19th century.][1] 2009 January 15, Martin D"
acanthodrilid,Any member of the Acanthodrilidae.
acanthonotozomatid,Any member of the family Acanthonotozomatidae of crustaceans.
acaridan,"A member of the sub-class Acarina of arachnids, which includes mites and ticks."
acastid,Any member of the Acastidae.
acerentomid,Any member of the Acerentomidae.
acetogen,Any organism that generates acetic acid or acetate as a product of acetogenesis.
acidobiont,Any organism that lives in an acidic environment
acidophile,An organism that lives and thrives under acidic conditions; a form of extremophile
acoel,"A member of the Acoela group of marine flatworms, which lack a digestive cavity with definite walls"
acroporid,Any member of the family Acroporidae.
acteonellid,Any member of the Acteonellidae.
acteonid,Any member of the Acteonidae.
actinoceratid,Any member of the Actinoceratidae.
actinolepid,Any member of the Actinolepidae.
actinopod,Any member of the variously ranked group Actinopoda of protozoa.
actinopterygian,Any of the ray-finned fish of the taxonomic class Actinopterygii
acuariid,Any member of the Acuariidae.
adapisoricid,Any member of the Adapisoricidae.
adelid,Any member of the Adelidae.
adelogyrinid,Any member of the Adelogyrinidae.
aderid,Any member of the Aderidae.
adocid,Any member of the Adocidae.
adrianitid,Any member of the Adrianitidae.
aeacid,Any member of the Aeacidae.
aegeriid,Any member of the Aegeriidae.
aegid,Any member of the Aegidae.
aeglid,Any member of the Aeglidae.
aegothelid,Any member of the Aegothelidae.
aeolothripid,Any member of the Aeolothripidae.
aepyornithid,Any member of the Aepyornithidae.
aerobe,"Any organism (but especially a bacterium) that can tolerate the presence of oxygen, or that needs oxygen to survive"
aerobiont,Any organism that needs air (oxygen) to survive
aflagellate,Any organism that lacks a flagellum
afrosoricid,Any member of the order Afrosoricida of golden moles and tenrecs.
agamid,"Any of the family Agamidae of lizards, including many dragons"
agaonid,Any member of the Agaonidae.
agariciid,Any member of the Agariciidae.
agelenid,Any member of the Agelenidae.
ageneiosid,Any member of the Ageneiosidae.
aglajid,Any member of the Aglajidae.
agnathan,A member of the superclass Agnatha of jawless vertebrates
agonoxenid,Any member of the Agonoxenidae.
agribiont,"Any organism that lives mainly in an agricultural environment 2015 August 27, Organic Farming: Biodiversity Impacts Can Depend on Dispersal Characteristics and Landscape Context, in PLOS ONE[1], DOI:10.1371/journal.pone.0135921:Female spiders of one agribiont genus, Pardosa (Lycosidae), which are hunting spiders, were found to be in better condition in landscapes dominated by arable crops [62 ]."
agrobiont,"Any organism that lives only in an agricultural environment 2015 August 22, Cool Headed Individuals Are Better Survivors: Non-Consumptive and Consumptive Effects of a Generalist Predator on a Sap Feeding Insect, in PLOS ONE[1], DOI:10.1371/journal.pone.0135954:In this study we used a natural enemy of the leafhopper, the common agrobiont spider Tibellus oblongus (Walckenaer) (Araneae: Philodromidae) [22 ]."
alaudid,Any member of the Alaudidae.
albuneid,Any member of the family Albuneidae.
alcyonacean,Any member of the Alcyonacea; a soft coral.
alcyonarian,"Any of the Alcyonaria, a subclass of the Anthozoa."
alcyoniid,Any member of the Alcyoniidae.
alcyonium,"Any of the genus Alcyonium of fleshy Alcyonaria, their polyps somewhat resembling flowers with eight fringed rays."
alcyonoid,Any member of the Alcyonaria.
algivore,An organism that consumes algae.
alismatid,Any member of the Alismatidae.
alkalibiont,Any organism that lives in an alkaline environment
alkaliphile,"Any organism that lives and thrives in an alkaline environment, such as a soda lake; a form of extremophile."
alloparasite,An organism that parasitizes an unrelated host
alloparasitoid,Any organism that is alloparasitic during part of its life cycle
alloposid,Any member of the Alloposidae.
allosaurid,Any member of the Allosauridae.
allospecific,Any organism that belongs to another species
allotherian,Any member of the infraclass Allotheria of extinct mammals
almid,Any member of the Almidae.
aloeid,Any member of the Aloeidae.
alopiid,Any member of the Alopiidae.
alpheid,"Any member of the family Alpheidae, the pistol shrimps."
alucitid,Any member of the Alucitidae.
alveolinid,Any member of the Alveolinidae.
amaltheid,Any member of the Amaltheidae.
amastrid,Any member of the Amastridae.
ambassid,Any member of the Ambassidae.
amblycipitid,Any member of the Amblycipitidae.
amblystomid,Any member of the Amblystomidae.
ambulocetid,Any member of the Ambulocetidae.
ambystomid,Any member of the Ambystomidae.
ameroseiid,Any member of the Ameroseiidae.
amiid,Any member of the Amiidae.
amioid,Any of the Amioidei.
ammodytid,Any member of the Ammodytidae.
ammotrechid,Any member of the Ammotrechidae.
ammoxenid,Any member of the Ammoxenidae.
amnicolid,Any member of the Amnicolidae.
amoebid,Any member of the family Amoebidae of certain amoebas.
amorphoscelid,Any member of the Amorphoscelidae.
ampharetid,Any member of the Ampharetidae.
amphibolid,Any member of the Amphibolidae.
amphicyonid,A member of the extinct Amphicyonidae family of carnivorans; a bear dog
amphidontid,Any member of the Amphidontidae.
amphientomid,Any member of the Amphientomidae.
amphignathodontid,Any member of the Amphignathodontidae.
amphilestid,Any member of the Amphilestidae.
amphiliid,Any member of the Amphiliidae.
amphilinid,"Any member of the Amphilinidea, an order of parasitic flatworms."
amphinectid,Any member of the Amphinectidae.
amphinomid,Any member of the family Amphinomidae of sea mice or bristle worms.
amphiploid,Any organism having at least one diploid set of chromosomes from each parent species.
amphipsocid,Any member of the Amphipsocidae.
amphipterygid,Any member of the Amphipterygidae.
amphisbaenian,"Any member of the Amphisbaenia, the clade of worm lizards"
amphisbaenid,Any member of the Amphisbaenidae; a worm lizard.
amphitheriid,Any member of the Amphitheriidae.
amphitretid,Any member of the Amphitretidae.
amphiuma,Any of the genus Amphiuma of aquatic salamanders.
amphiumid,Any member of the Amphiumidae.
amphiurid,Any member of the Amphiuridae.
amphizoid,Any member of the Amphizoidae.
amphoriscid,Any member of the Amphoriscidae.
ampulicid,Any member of the Ampulicidae.
ampullariid,Any member of the Ampullariidae.
ampullinid,Any member of the Ampullinidae.
amynodontid,Any member of the Amynodontidae.
anabantid,Any member of the family Anabantidae of climbing perches
anabathrid,Any member of the Anabathridae.
anablepid,Any member of the Anablepidae.
anacanthobatid,Any member of the Anacanthobatidae.
anacoracid,Any member of the Anacoracidae.
anamixid,Any member of the Anamixidae.
anapid,Any member of the Anapidae.
anapsid,"A member of this group of reptiles, including the turtles, tortoises and terrapins."
anarhichadid,Any member of the Anarhichadidae.
anaspidid,Any member of the Anaspididae.
anatid,Any member of the family Anatidae of ducks and close relatives.
anatomid,Any member of the Anatomidae.
anaxyelid,Any member of the Anaxyelidae.
anchariid,Any member of the Anchariidae.
anchisaurid,Any member of the Anchisauridae.
anchitheriine,"Any member of the Anchitheriinae, an extinct subfamily of equids"
ancorinid,Any member of the Ancorinidae.
ancylid,"Any member of the family Ancylidae, now tribe Ancylini, of certain limpets and ramshorn snails."
ancyloceratid,Any member of the Ancyloceratidae.
ancylostomatid,Any member of the family Ancylostomatidae of hookworms.
andrenid,Any member of the family Andrenidae of bees.
androchrome,An organism that has this colouration
andromorph,An organism with male physical characteristics; male mimic.
anemochore,"An organism that spreads by wind, as a plant with wind-borne seeds."
aneupolyploid,An organism having a mutation in a few chromosomes of a genome.
anguid,Any member of the family Anguidae.
anguillid,Any member of the Anguillidae.
anhingid,Any member of the Anhingidae.
anhydrobiont,Any organism that lives in an environment with nearly no water
anilid,Any member of the Anilidae.
aniliid,Any member of the Aniliidae.
anisakid,Any member of the Anisakidae.
anisembiid,Any member of the Anisembiidae.
anisoceratid,Any member of the family Anisoceratidae of extinct ammonite cephalopods.
anisogammarid,Any member of the Anisogammaridae.
anisopodid,Any member of the Anisopodidae; wood gnats.
ankylosaurid,Any of the dinosaurs of the family Ankylosauridae.
anniellid,Any member of the family Anniellidae.
annulariid,Any member of the Annulariidae.
anobiid,Any member of the family Anobiidae of boring beetles.
anodon,"Any of the genus Anodon, now Anodonta, of freshwater bivalves."
anomalepid,Any member of the Anomalepidae.
anomalepidid,Any member of the Anomalepididae.
anomalomyid,Any member of the Anomalomyidae.
anomalopid,Any member of the Anomalopidae.
anomalurid,"Any member of the Anomaluridae, a family of rodents found in central Africa."
anomiid,Any member of the family Anomiidae of bivalves.
anomocarid,Any member of the Anomocaridae.
anomphalid,Any member of the Anomphalidae.
anomuran,Any of the Anomura.
anoplopomatid,Any member of the Anoplopomatidae.
anoplotheriid,Any member of the family Anoplotheriidae of extinct camel-like mammals.
anoplotherium,Any member of the extinct ungulate genus Anoplotherium.
antedonid,Any member of the Antedonidae.
antennariid,Any member of the Antennariidae.
antennophorid,Any member of the Antennophoridae.
anteosaurid,Any member of the Anteosauridae.
anthaspidellid,Any member of the Anthaspidellidae.
antheacherid,Any member of the Antheacheridae.
anthelid,Any member of the Anthelidae.
anthicid,Any member of the Anthicidae.
anthomyiid,Any member of the fly family Anthomyiidae.
anthomyzid,Any member of the Anthomyzidae.
anthophile,An organism that visits flowers.
anthophorid,Any member of the Anthophoridae.
anthozoon,"A member of the class Anthozoa, comprising marine invertebrates including corals and sea anemones"
anthracobunid,Any member of the Anthracobunidae.
anthracoceratid,Any member of the Anthracoceratidae.
anthracomartid,Any member of the Anthracomartidae.
anthracoptilid,Any member of the insect family Anthracoptilidae
anthracosaurid,Any member of the Anthracosauridae.
anthracotheriid,Any member of the Anthracotheriidae.
antibiont,Any organism that produces antibiotics or participates in antibiosis
antilocaprid,"Any member of the family Antilocapridae, Antilocapra americana and its extinct close relatives."
antipathid,Any member of the Antipathidae.
antrodiaetid,Any member of the Antrodiaetidae.
anyphaenid,Any member of the Anyphaenidae.
aotid,"Any member of the family Aotidae, the night monkeys"
apatemyid,Any member of the Apatemyidae.
aperid,Any member of the Aperidae.
aphantochilid,Any member of the Aphantochilidae.
aphelinid,Any member of the family Aphelinidae of parasitic wasps
aphidid,Any member of the family Aphididae of aphids.
aphidiid,Any member of the Aphidiidae.
aphrophorid,Any member of the Aphrophoridae.
aphyonid,Any member of the Aphyonidae.
apiocerid,Any member of the Apioceridae.
apivore,An organism that eats or consumes bees.
aploactinid,Any member of the Aploactinidae.
aplocheilid,Any member of the Aplocheilidae.
aplochitonid,Any member of the Aplochitonidae.
aplodactylid,Any of the family Aplodactylidae of marblefishes.
aplodontid,Any member of the Aplodontiidae.
aplousobranch,Any of the Aplousobranchia.
aplysiid,Any member of the Aplysiidae.
apodid,Any member of the family Apodidae of swifts.
apomorph,An organism existing in an evolutionary state that represents a morphological change as compared to a previous state.
aporrhaid,Any member of the Aporrhaidae.
appendicularian,A member of this class
apteran,"Any of the Aptera, an obsolete taxonomic category of wingless arthropods."
apternodontid,Any member of the Apternodontidae.
apterodontine,Any member of the Apterodontinae
apteronotid,"Any member of the family Apteronotidae, the ghost knifefishes."
apterygid,Any member of the Apterygidae.
aracanid,Any member of the family Aracanidae of fish similar to boxfishes.
arachnidan,Any of the Arachnida.
arachnoidid,Any member of the Arachnoididae.
araneomorph,"Any of the Araneomorphae, a suborder of spiders whose fangs cross with a pinching action."
araxoceratid,Any member of the Araxoceratidae.
arbaciid,Any member of the Arbaciidae.
archaean,Any organism of the domain Archaea.
archaeid,Any member of the family Archaeidae of spiders.
archaeobalanid,"Any member of the family Archaeobalanidae, stalkless acorn barnacles in the order Sessilia."
archaeogastropod,"Any member of the order Archaeogastropoda, of sea snails."
archaeohyracid,Any member of the Archaeohyracidae.
archaeolemurid,Any member of the Archaeolemuridae.
archaeonycteridid,Any member of the Archaeonycterididae.
archaeopterygid,Any member of the family Archaeopterygidae of fossil birds.
archasterid,Any member of the Archasteridae.
archegosaurid,Any member of the Archegosauridae.
archeocrypticid,Any member of the Archeocrypticidae.
archeriid,Any member of the Archeriidae.
archiannelid,Any member of the class Archiannelida of primitive marine worms.
archinacellid,Any member of the Archinacellidae.
archipsocid,Any member of the Archipsocidae.
architectonicid,Any member of the Architectonicidae.
archivore,"Any organism that ingests archaeans, whether as food or as a source of energy"
archosauriform,"Any member of the Archosauriformes, a clade of diapsid reptiles."
arcid,Any of the Arcidae; an ark shell.
arcticid,Any member of the Arcticidae.
