Unnamed: 0,term,pos,definition,domain,supplementary_info,obsolete,slang,dated,rare,vulgar,offensive,slur,astrology,mythology,jargon,euphemistic
23965,chesterfield rugby,Noun,Sexual activity," Canada, idiomatic, euphemistic","1973 Aug 25, Doris Clark, ""Successful Living,"" The Leader-Post: As to necking and petting, as a kind of part time recreation, frankly, it's a failure. You'll do better to dance together or play tennis than to use up all that ebulience in what we used to call chesterfield rugby. 1975 Nov 13, ""Lazy Muscles: Fitness Scares Them,"" The Montreal Gazette: ""There are so many adults with fitness problems today because, other than a little chesterfield rugby, they never exercise,"" said Allan Little, Edmonton YMCA supervisor.",False,False,False,False,False,False,False,False,False,False,True
25114,childlove,Noun,Paedophilia; sexual attraction to children, euphemistic,"2008, Nancy Billias, Territories of Evil:The purpose of the website, according to Ashford, is to ""explain my ideal of consensual childlove"".",False,False,False,False,False,False,False,False,False,False,True
25115,childlover,Noun,A pedophile., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
30470,chunky,Adjective,Fat," euphemistic, of a person","I prefer chunky blonde girls to skinny brunettes. 2009, Dan Elconin, Never After, Simon and Schuster (ISBN), page 112: Nigel used to be chunky, huh? I was not chunky, Nigel said testily. I was just... hefty . 2011, Broxin Delano, Black Sparrow, BalboaPress (ISBN), page 19: In sixth grade I was first propositioned by a chunky girl named Tijuana Downs. She called me on the telephone one evening and asked me if I would like to be her boyfriend.",False,False,False,False,False,False,False,False,False,False,True
34520,classic,Adjective,Traditional; original, euphemistic,Users who dislike the new visual layout can return to classic mode.,False,False,False,False,False,False,False,False,False,False,True
37005,cloakroom,Noun,"A lavatory, now particularly a small secondary lavatory or a men's room."," Britain, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
37588,close one's eyes for the last time,Verb,To die; to pass away., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
38851,clusterfrack,Noun,Clusterfuck, euphemistic,"2011, Jon Phillips, ""Tackling the Tablet Condundrum"", Maximum PC, December 2011, Future US, page 26 All that said, Honeycomb tablets do support a wide variety of video codecs, and because they don't interface with the clusterfrack that is iTunes, it's much easier to rip DVDs and quickly place video files in your Android video folder.",False,False,False,False,False,False,False,False,False,False,True
44500,collateral damage,Noun,Damage to civilian property or civilian casualties that are the unintended result of military operations," military, euphemistic","1999, Dennis L. Soden, The Environmental Presidency, ISBN, page 237:A certain amount of collateral damage and destruction to the surrounding environment has always been viewed as a necessary but generally undesirable by-product of military conflict. 2004, Alice Hills, Future War in Cities: Rethinking a Liberal Dilemma, ISBN, page 197:But the most critical tension concerns the need to balance minimal own-casualties and low collateral damage with operational effectiveness. 2009, Ian Henderson, The Contemporary Law of Targeting, ISBN, page 205-206:And, most importantly, there may come a point when, by taking measures to improve the security of the attacking force, the increase in the expected collateral damage outweighs the anticipated military advantage.",False,False,False,False,False,False,False,False,False,False,True
45621,colorful,Adjective,"Profane, obscene, offensive (usually in the phrase colourful language)", euphemistic,"2002, news.bbc.co.uk Hussain celebrated reaching his ton with a gesture towards the media centre, pointing to the number three on the back of his shirt and offering some colourful language.",False,False,False,False,False,False,False,False,False,False,True
47127,comfort break,Noun,A short break for people to go to the toilet, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
47134,comfort girl,Noun,A female sex slave; prostitute.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
47141,comfort station,Noun,A public lavatory.," euphemistic, US",,False,False,False,False,False,False,False,False,False,False,True
47143,comfort woman,Noun,"A woman forced, or supposedly recruited, into brothels by the Japanese occupation forces during World War II."," idiomatic, historical, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
48073,commode,Noun,A chair containing a chamber pot., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
48074,commode,Noun,A toilet., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
48587,commotion,Noun,Sexual excitement, euphemistic,"1749, [John Cleland], Memoirs of a Woman of Pleasure [Fanny Hill], London: Printed [by Thomas Parker] for G. Fenton [i.e., Fenton and Ralph Griffiths][], OCLC 731622352:and now, glancing my eyes towards that part of his dress which cover'd the essential object of enjoyment, I plainly discover'd the swell and commotion there",False,False,False,False,False,False,False,False,False,False,True
48768,community cat,Noun,A feral cat, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
49609,competitive,Adjective,"cheap, especially used of quality products"," euphemistically, of prices",,False,False,False,False,False,False,False,False,False,False,True
53224,confirmed bachelor,Noun,A gay man, euphemistic,"2003, Alan M. Bickel, The Fall of Stara Ves, page 439:To Sebastian's pleasure, he had remained a confirmed bachelor, for many years with no one other than a few now deceased sexual partners, the now deceased detective, Arek Mannheim and the elusive Gustav Barnas knowing his true sexual preference.",False,False,False,False,False,False,False,False,False,False,True
67347,cover one's feet,Verb,"to lower ones garment, especially to urinate or defecate"," euphemistic, biblical","When he was gone out, his servants came; and when they saw that, behold, the doors of the parlor were locked, they said, Surely he covers his feet in his summer chamber. (Judges 3:24) And he came to the sheepcotes by the way, where was a cave; and Saul went in to cover his feet: and David and his men remained in the sides of the cave. (1 Samuel 24:3)",False,False,False,False,False,False,False,False,False,False,True
70288,creative accounting,Noun,"Financial accounting practices which are usually not explicitly illegal, but which are unorthodox, imaginative, usually misleading, and of questionable ethics"," business, euphemistic, sometimes humorous","2002, R. Boyes, R. Owen, and A. Sage, ""Europe's economies face a winter of discontent,"" The Times (London), 23 Dec.: Italys public deficit is within the EU limit of 3 per cent of GDP, but only with the help of some creative accounting by the Governments number-crunchers.",False,False,False,False,False,False,False,False,False,False,True
70290,creative differences,Noun,"Interpersonal disagreements within a collaborating group of musicians, authors, or other artists, especially as resulting in a collapse of the collaboration", euphemistic,"1995, ""Funny Face: Jim Carrey Is One Twisted Superstar. But Look Who's Laughing,"" Newsweek, 26 Jun.. ""Ace 2"" is back on track after the original director resigned, citing creative differences with the star.",False,False,False,False,False,False,False,False,False,False,True
71704,crimson tide,Noun,menstruation, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
74461,crud,Noun,Feces; excrement., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
76544,cubes,Noun,testicles, euphemistic,"2006, Bill Lee, Richard Lally, The Wrong Stuff, ISBN, page 168[1]: Actually, I should have just kicked him in the cubes and gotten my face out of there.",False,False,False,False,False,False,False,False,False,False,True
77149,culinarily challenged,Adjective,Unable to cook.," humorously euphemistic, of a person",,False,False,False,False,False,False,False,False,False,False,True
77158,cull,Verb,To kill (animals etc).," nonstandard, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
79053,curtain,Noun,Death," euphemistic, also ""final curtain""","1979, Monty Python, Always Look on the Bright Side of Life For life is quite absurd / And death's the final word / You must always face the curtain with a bow.",False,False,False,False,False,False,False,False,False,False,True
79819,cut the umbilical cord,Verb,To end a child's over-dependence on or over-attachment to their parents," idiomatic, euphemistic",Synonym: cut the cord,False,False,False,False,False,False,False,False,False,False,True
81577,cycler,Noun,"a person with bipolar disorder, often used when comparing the speed of mood swings"," psychology, euphemistic",My son's a fast cycler which is much harder for people to understand.,False,False,False,False,False,False,False,False,False,False,True
362,Ugandan affairs,Noun,"Sexual intercourse, usually an extramarital affair"," euphemistic, humorous","2004 Jan 1, Headline to an article by Alan Travis in The Guardian Call girls, drugs and Ugandan affairs shook cabinet.",False,False,False,False,False,False,False,False,False,False,True
363,Ugandan discussions,Noun,Sexual intercourse," Britain, informal, euphemistic","1983, Private Eye, number 550-575, page 215:Now that Andy has dispensed with her services, Grovel can reveal that the former soft-porn star was enjoying Ugandan discussions in St Moritz last Christmas with Lome Thyssen, 20-year-old son of the multi-millionaire steel tycoon Baron Heini Thyssen. 2009, Ion Trewin, Alan Clark: The Biography, ISBN:A letter came back on Department of Education notepaper. ""Very sorry I can't do lunch. I am usually engaged in Ugandan discussions at lunchtime. I will be happy to see you in the evening."" 2010, Tom Bennett, The Behaviour Guru: Behaviour Management Solutions for Teachers, ISBN, page 164:Boys make gay jokes about most other boys, without any implication that any genuine Ugandan discussions take place.",False,False,False,False,False,False,False,False,False,False,True
134,BA,Adjective,Initialism of bad-ass., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
435,BM,Noun,Initialism of bowel movement, euphemistic,(The addition of quotations indicative of this usage is being sought):,False,False,False,False,False,False,False,False,False,False,True
439,BM,Verb,To have a bowel movement., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
500,BO,Noun,Initialism of body odor.," informal, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
640,BTM,Noun,bottom That child needs a smack on the BTM! They sat on their BTMs all day and got nothing done.," colloquial, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
1810,Bent Spear,Noun,"A significant incident with a nuclear weapon, nuclear components, or nuclear-bearing vehicle.[1][2]"," US, euphemistic, military",,False,False,False,False,False,False,False,False,False,False,True
3530,Broken Arrow,Noun,"An accidental event that involves nuclear weapons or nuclear components but does not create the risk of nuclear war.[1][2] 2004, Roland Everett Langford, Introduction to Weapons of Mass Destruction: Radiological, Chemical, and Biological, page 97:In the US, the code name for a serious nuclear weapons incident is ""Broken Arrow"""," US, euphemistic, military",It is US policy neither to confirm nor deny the existence of nuclear weapons at any specific location; this also applies to Broken Arrow incidents.,False,False,False,False,False,False,False,False,False,False,True
24,k-word,Noun,The word kaffir," South Africa, euphemistic","2006, David Beresford, 'What about the K word?', The Guardian: But the greatest racial insult available to South Africa's racists is one with numerous variations of meaning: the ""K"" word.",False,False,False,False,False,False,False,False,False,False,True
25,k-word,Noun,The word kike, euphemistic,"2013, Philip Weiss, 'Onion uses the K-word', Mondoweiss: People are talking about the fact that The Onion used the word kike to mock the refusal by Dan Snyder to change the name of the Washington Redskins.",False,False,False,False,False,False,False,False,False,False,True
2108,keep the wolf from the door,Verb,To delay sexual ejaculation," idiomatic, humorous, euphemistic","1997, Steve Coogan as Alan Partridge, Alan Attraction, in I'm Alan Partridge, written by Peter Baynham, Steve Coogan, and Armando Iannucci:Do you mind if I talk? It helps me keep the wolf from the door, so to speak. Jill, what do you think of the pedestrianization of Norwich city centre? 2002 July 30, the mekon, Wanking, in uk.media.dvd, Usenet[1], message-ID ai45tt$110mqu$2@ID-115312.news.dfncis.de:I find it useful to look at a picture of Mo Mowlam at the change hands point, it helps to keep the wolf from the door so to speak. 2014 December 1, Carnal Calendar, in Men's Health[2], South Africa, archived from the original on 8 March 2017:If you haven't got the self-control to keep the wolf from the door yourself, ask your partner to help out. She'll enjoy being the one in the driving seat for a change.",False,False,False,False,False,False,False,False,False,False,True
4299,kick off,Verb,To die or quit permanently," idiomatic, colloquial, euphemistic",It's a wonder that old dog hasn't kicked off yet.,False,False,False,False,False,False,False,False,False,False,True
4338,kick the bucket,Verb,To die," idiomatic, euphemistic, colloquial, humorous",The old horse finally kicked the bucket.,False,False,False,False,False,False,False,False,False,False,True
3015,Chicago typewriter,Noun,The Thompson submachine gun., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
2557,Trudeau salute,Noun,The finger (obscene gesture)," Canada, euphemistic","For quotations of use of this term, see Citations:Trudeau salute.",False,False,False,False,False,False,False,False,False,False,True
3,V,Noun,Vagina, euphemistic,http://metro.co.uk/2017/07/21/you-really-dont-need-highlighter-for-your-vagina-6795734/ http://www.bravotv.com/blogs/vaginal-steam-how-does-it-work-results,False,False,False,False,False,False,False,False,False,False,True
311,V card,Noun,virginity, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1442,A level,Noun,anal sex.," Internet, prostitution, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
4349,Aryan,Noun,"A Caucasian racist, often one who is an Aryan in the first sense"," chiefly US, informal, euphemistic","2004, John Lawton, Bluffing Mr. Churchill Cal tried to think of words that would convey Wolfgang Stahl to the ears and hands of a woman whod never seen him and never, until now, had to imagine him. [] Why not . . . why not think of your chap as a type? Tell me what type youd sort of put him into. Sort of? You know . . . roughly. Hes an Aryan. Ah, one of those, eh? Odd when you think about it. I mean. How did they arrive at blue-eyed blonds as a racial type? Hitlers short and dark and looks like Charlie Chaplin. Goebbels is short and ugly and looks like a rat. And as for Goering well is that what Billy Bunter grew up to be?",False,False,False,False,False,False,False,False,False,False,True
4355,Aryan,Adjective,"Pertaining to Caucasian racists or their organisations, theories, etc"," US, informal, euphemistic","2006, Margaret Kleffner Nydell, Understanding Arabs: A Guide for Modern Times, Intercultural Press, ISBN, page 106 Imagine our outrage if the foreign press depicted Aryan groups as representing mainstream Christianity.",False,False,False,False,False,False,False,False,False,False,True
17,s-bomb,Noun,The word shit., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
29,s-word,Noun,"The word shit, regarded as a vulgar or taboo word.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
30,s-word,Noun,"The word slut, regarded as a vulgar or taboo word.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
31,s-word,Noun,"The word spastic, regarded as an offensive or taboo word."," euphemistic, Britain",,False,False,False,False,False,False,False,False,False,False,True
32,s-word,Noun,"The word spic, regarded as a vulgar or taboo word."," euphemistic, US",,False,False,False,False,False,False,False,False,False,False,True
4581,sanitaries,Noun,"Facilities for handling human waste; Structure containing toilets, seats over a cesspit, or tanks for holding excrement"," plural only, euphemistic","1864, Educational Pamphlets 48: Hygiene, page 493:Building clean, lack of cloak rooms, poor ventilation; sanitaries need attention. 1904, Municipal Register of the City of Waterbury, page 34:The sanitaries of the Washington school have outlived their usefulness, the odor from them and their surroundings being very offensive, and in my opinion injurious to pupils and teachers. 2003, Crazy Ivan: Based on a True Story of Submarine Espionage, ISBN, page 38:I'm blowing sanitaries. You pull the lever on that crapper and a few hundred pounds of smelly stuff will fly up your nose in a heart beat. 2016, D. Nolan Clark, Forsaken Skies, ISBN:She headed for the sanitaries rather than the exterior hatch, and Zhang could clearly hear her vomiting inside the tiny compartment.",False,False,False,False,False,False,False,False,False,False,True
10248,science,Noun,"Synonym of sweet science (the sport of boxing) 1816, The art and practice of English boxing (page v) From a conviction, that the science is universally understood, the strong are taught humility, and the weak confidence"," euphemistic, with definite article","Many have laughed at the idea, that Boxing is of national service, but they have laughed at the expence[sic] of truth. 1888, William Edwards, Art of Boxing and Science of Self-Defense [] for not a blow or guard in boxing will repay you more than the cross-counter, which may well be called the sheet-anchor of the science.",False,False,False,False,False,False,False,False,False,False,True
16775,security forces,Noun,An army., politics euphemistic,,False,False,False,False,False,False,False,False,False,False,True
16978,seduce,Verb,To have sexual intercourse with," by extension, transitive, euphemistic","He had repeatedly seduced the girl in his car, hotels and his home.",False,False,False,False,False,False,False,False,False,False,True
17115,see you next Tuesday,Noun,"cunt 1980, David Guy Compton, The Unsleeping Eye, p"," idiomatic, euphemistic","130: See you next Tuesday it's a dirty insult. The initials make a dirty insult. 1997, Philip Thody, Don't Do It!: A Dictionary of the Forbidden, p. 143: In the Guardian for 2 November 1989, Katie Campbell mentioned the disparaging See You Next Tuesday as a description for an unreliable young man (= cunt), and commented: 'Imagine a word so powerful that it has to be disguised, even when used as a term of abuse.' 2005, Kevin Weisman, Alias Assumed: Sex, Lies and SD-6, p. 13: ""See you next Tuesday,"" she said crisply, the camera holding her in close-up an extra beat for emphasis. You could almost hear the thud of knowing viewers falling off their chairs. In decades-old high-school vernacular, ""See you next Tuesday"" is code for the word that starts with the letters ""c-u,"" means female genitalia and is used to insult a woman when ""bitch"" just isn't strong enough. 2006, Nick Hemsley, Clock, p. 96: 'See you next Tuesday.' I learnt that at my convent school (My mother was Catholic). We would say it to the nuns who didn't have a clue what it meant... 2006, Jane May, Doggy Style, p. 243: ""That diva may be gorgeous, but she's a real, well, you know, a see-you-next-Tuesday."" ""A what?"" asked Jen. I cocked my head. Curious, myself. ""She'spardon the expressiona cunt.""",False,False,False,False,False,False,False,False,False,False,True
18422,self-abuse,Noun,Masturbation," historical, euphemistic",[from 18th c.],False,False,False,False,False,False,False,False,False,False,True
18424,self-abuse,Verb,To masturbate.," historical, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
18426,self-abuser,Noun,One who self-abuses; masturbator.," historical, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
18730,self-gratification,Noun,Masturbation., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
18835,self-love,Noun,Masturbation, euphemistic,"2004, Diana Richardson, Tantric Orgasm for Women, Page 195 On the question of masturbation, or self-love, once again the tantric principle applies",False,False,False,False,False,False,False,False,False,False,True
18887,self-pleasing,Noun,"masturbation 2008, Moira McCarthy, The Everything Guide to Raising Adolescent Girls (page 162) Even today, the thought is ""good girls don't, but good boys do."" The reality is, girls, like boys, are curious about their bodies and may experiment with self-pleasing", euphemistic,"2012, Robin Westen, The 12-Minute Sex Solution (page 43) Imagining the neighbors could be doing the same will automatically add new potency to your self-pleasing.",False,False,False,False,False,False,False,False,False,False,True
18894,self-pollute,Verb,To masturbate," historical, euphemistic",[from 17th c.],False,False,False,False,False,False,False,False,False,False,True
19327,sell oneself,Verb,To work as a prostitute.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
21493,send to the glue factory,Verb,"To kill, usually a horse.", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
23975,service,Verb,To inseminate through sexual intercourse," transitive, agriculture, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
24033,service oneself,Verb,To masturbate., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
27407,share a bed,Verb,To engage in sexual intercourse (with someone).," euphemistic, intransitive",,False,False,False,False,False,False,False,False,False,False,True
30711,shizzle,Noun,"shit 2006 October 6, Republicans@Hell.com, Drudge Report - Pedophile Friendly and full of Shizzle!, in alt.politics.bush, Usenet[1]:", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
32098,short on looks,Adjective,Plain; unattractive.," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
33045,shower,Noun,"Used as an intensifying pluralizer or intensifier 1991, Allen Feldman, Formations of Violence: The Narrative of the Body and Political Terror in Northern Ireland, page 208 (University of Chicago Press; ISBN, 9780226240718) It was one of the worst feelings in the H-Block, one of the worst experiences to sit and listen to somebody getting beat"," chiefly Ireland, euphemistic, derogatory, with of and an invective","Because you were totally powerless, and you would always get somebody shouting at the door, You shower of bastards! It was always a crowd of screws and one or two naked men in a cell. They had total control.",False,False,False,False,False,False,False,False,False,False,True
36428,silence,Verb,"murder 2013, Mark Shaw, The Poison Patriarch: How the Betrayals of Joseph P", euphemistic,"Kennedy Caused the Assassination of JFK, ISBN, page 150:They, and others through the years, believed Ruby must have acted on his own since there was no logic to the supposition that anyone could trust an uncontrollable, unreliable loudmouth like Ruby to silence Oswald.",False,False,False,False,False,False,False,False,False,False,True
37995,sing soprano,Verb,To suffer castration or an injury to the testicles," intransitive, idiomatic, euphemistic, of a man","1997, Lance Morrow, ""Goodbye, Miss Havisham,"" Time, 8 Dec., A couple of women lawyers . . . drew a sharp, gleaming knife and applied it mentally to a target just south of the groom's waistline. If he doesn't like it, let the bastard go sing soprano to the A.C.L.U. Such was the ladies' thought.",False,False,False,False,False,False,False,False,False,False,True
38065,singing soprano,Verb,Castrated or injured in the testicles," idiomatic, euphemistic, of a man","2006 March 6, Pat Forde, ""Will three teams dance after hard-nosed semis?,"" ESPN (retrieved 26 Aug. 2008): Loren Stokes, the fluid scorer from Hofstra, limped out singing soprano after a flagrant cheap-shot punch to the groin by George Mason guard Tony Skinn. 2007 July 18, David Greisman, ""Fighting WordsWhen Losers Win and Winners Lose,"" boxingscene.com (retrieved 26 Aug. 2008): Judah threw brilliant counters that temporarily stunned the undefeated welterweight titlist, endured two flagrant but apparently unintentional low punches that would've left many permanently singing soprano.",False,False,False,False,False,False,False,False,False,False,True
40734,skid mark,Noun,"A visible feces stain left on underpants, trousers, or sometimes the toilet bowl."," colloquial, humorous, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
40768,skidmark,Noun,"A visible feces stain left on underpants, trousers, or sometimes the toilet bowl."," colloquial, humorous, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
43393,sleep together,Verb,To have sex with," idiomatic, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
43400,sleep with,Verb,To have sexual intercourse with," idiomatic, euphemistic","2001 June 24 ""Country Rocks"", Time: K.T. Oslin once made a living as a Broadway chorus girl, and when she turned to country in her mid-40s, it was to sing about such nonbucolic topics such as older women sleeping with younger men.",False,False,False,False,False,False,False,False,False,False,True
43479,sleeping language,Noun,Extinct language.," possibly euphemistic, usually referring to native languages in the United States or Australia",,False,False,False,False,False,False,False,False,False,False,True
44363,slip away,Verb,To die peacefully, euphemistic,He slipped away quietly in his sleep.,False,False,False,False,False,False,False,False,False,False,True
44381,slip into something more comfortable,Verb,To change into clothes that are suitable to be stripped off by a lover, euphemistic,"2009, Carl Weber, Mary B. Morrison, She Ain't the One Pointing to my bedroom, I said, The bathroom's upstairs. Aw'ight, chill. You act like you got Tupac in there or something. Jay laughed, then said, I'll meet you upstairs. Why don't you slip into something a little more comfortable?""",False,False,False,False,False,False,False,False,False,False,True
44490,slipper,Noun,The plimsoll or gym shoe used in this form of punishment, euphemistic,"2004, James Morgan, Stretching Forward to Learn, World Corporal Punishment Research ""All teachers had what was referred to as a 'slipper', but in reality was a cut down gym shoe designed for smacking our bottoms.""",False,False,False,False,False,False,False,False,False,False,True
46146,smallest room,Noun,The lavatory: the room intended for urination and defecation," euphemistic, with definite article","1989, Grant Naylor, Red Dwarf: ""Aliens used up our bog roll?""""Just because they're aliens, it doesn't mean they don't have to visit the smallest room. Only, they probably do something weird and alienesque; like it comes out of the top of their heads, or something.""",False,False,False,False,False,False,False,False,False,False,True
46147,smallest room in the house,Noun,The bathroom; the room containing the toilet., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
46408,smartsizing,Noun,downsizing," business, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
48861,snip,Noun,A vasectomy.," definite, the snip, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
49543,snow on the mountaintop,Noun,"Gray or white hair on one's head, especially as an indication of aging."," idiomatic, euphemistic, often humorous",,False,False,False,False,False,False,False,False,False,False,True
49546,snow on the rooftop,Noun,"Gray or white hair on one's head, especially as an indication of aging."," idiomatic, euphemistic, often humorous",,False,False,False,False,False,False,False,False,False,False,True
50064,snuff it,Verb,to die," euphemistic, colloquial","That cat must have been twenty years old when he finally snuffed it. 1975, Monty Python, Monty Python and the Holy Grail, Python (Monty) Pictures Limited Once the number three, being the third number, be reached, then lobbest thou thy Holy Hand Grenade of Antioch towards thy foe, who, being naughty in my sight, shall snuff it. 2003, J.K.Rowling, Harry Potter and the Order of the Pheonix ""Is it those mad horse things?"" said Ron uncertainly, staring at a point slightly to the left of the Thestral Harry was patting. ""Those ones you cant see unless youve watched someone snuff it?""",False,False,False,False,False,False,False,False,False,False,True
50207,so-and-so,Noun,"Used for epithets such as SOB, bastard, etc."," euphemistic, derogatory",That miserable so-and-so messed up my work!,False,False,False,False,False,False,False,False,False,False,True
52072,soil oneself,Verb,To lose control of one's bowels and accidentally defecate on oneself., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
53012,solo sex,Noun,masturbation, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
53522,something for the weekend,Noun,A condom, euphemistic,"2009, David Fowler, National Service, Elvis and Me! (page 69) When they had finished your haircut and were moving towards the till, they would lean over, pull a display box from behind a row of hair potions on the shelf, finger the box which you then saw contained condoms normally Durex in those days and ask, Something for the weekend, Sir? even if it was only Monday! The first few times this happened to me was around 1955 and after having just left school and started work, I was extremely nave and hadn't a clue what the barber meant.",False,False,False,False,False,False,False,False,False,False,True
53741,son-of-a-gun stew,Noun,sonofabitch stew, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
53745,son of a,Noun,son of a bitch, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
53749,son of a gun,Noun,"son of a bitch 1726, The British Apollo[1], volume 2, third edition, [London]: Theodore Sanders, page 379:You Apollo's son, You're a son of a gun", euphemistic,,False,False,False,False,False,False,False,False,False,False,True
58140,special,Adjective,Of or related to learning or intellectual disabilities, euphemistic,special education He goes to a special school.,False,False,False,False,False,False,False,False,False,False,True
59482,spend a penny,Verb,To use the toilet.," Britain, euphemistic, idiomatic",,False,False,False,False,False,False,False,False,False,False,True
60858,spill one's seed,Verb,To ejaculate," idiomatic, euphemistic, of a man","1609, Holy Bible, Douay Version, ""Genesis"" 38:9: He knowing that the children should not be his, when he went in to his brother's wife, spilled his seed upon the ground, lest children should be born in his brother's name. 2003, Jon McGregor, If Nobody Speaks of Remarkable Things, Houghton Mifflin, ISBN, p. 224: She thinks of the shame of her husband, having to spill his seed into a plastic bottle.",False,False,False,False,False,False,False,False,False,False,True
69577,starlight tour,Noun,A practice in which Saskatoon police drove Aboriginal men out of the city and left them to freeze.," Canada, euphemistic",,False,False,False,False,False,False,False,False,False,False,True
69696,start,Verb,To start one's periods (menstruation)," intransitive, euphemistic",Have you started yet?,False,False,False,False,False,False,False,False,False,False,True
70729,stay up,Verb,To maintain an erection, euphemistic,He told his lover he has a problem staying up.,False,False,False,False,False,False,False,False,False,False,True
71867,stem the rose,Verb,To have anal sex; to insert one's penis (stem) into another's anus (rose)," idiomatic, euphemistic","2005, Brokeback Mountain, 46:12 from the start:You guys wasn't gettin paid to leave the dogs to babysit the sheep while you stemmed the rose. Now get the hell out of my trailer. 2006 April 20, Otto Bahn, Re: Astounding new book takes publishng world, in rec.arts.books, Usenet[1]:Are you stupid? You of course have stemmed the rose. Palate cleanser, indeed. 2009 April 29, Edward M. Kennedy, I donut understand the excitement over Specter, in rec.sport.football.college, Usenet:Stemming the rose by any other name would still gross me out. 2010 May 27, Prince Of Persia: The Sands Of Time (comments), in A.V. Club Chicago:Bruckheimer wasn't paying Gyllenhaal to let the anonymous henchmen babysit Persia so he could stem the rose. 2011 February 23, mjandrews8, Defense of Marriage Act decision adds to list of gay rights victories (comments), in Washington Post:Love who you want but y'all know stemming the rose ain't right and you'll have to answer for dat sheeet!",False,False,False,False,False,False,False,False,False,False,True
74103,still with us,Adjective,Still alive; not dead., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
74454,stinking,Adjective,"An intensifier, a minced oath", euphemistic,We dont need your stinking sympathy.,False,False,False,False,False,False,False,False,False,False,True
97527,sweet science,Noun,The sport of boxing., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
98231,swing that way,Verb,To be homosexual., euphemistic,,False,False,False,False,False,False,False,False,False,False,True
1,f,Noun,fuck What the f do you think you're doing?, euphemistic,,False,False,False,False,False,False,False,False,False,False,True
43,f-bomb,Noun,The word fuck, euphemistic,"2006, June 25, Joel Achenbach, Dropping the F-bomb, The Washington Post, p. B01: From hip-hop artists to bloggers to the vice president of the United States, everyone's dropping the F-bomb. 2007, May 10, Guy MacPherson, Brian Regans clean comedy defuses the F-bomb, straight.com: When he started out in 1981 Regan would throw in the odd F-bomb to spice up a joke, but eventually he just eliminated them from his act. 2007, May 18, Patrick White, Dropping the f-bomb, The Globe and Mail: The Ontario government treaded similar territory with the rollout of its Flick Off campaign, intended to encourage young people to conserve energy by turning off lights and appliances, but obviously hinting at the f-bomb. 2019 August 14, A. A. Dowd, Good Boys puts a tween spin on the R-rated teen comedy, to mostly funny effect, in The A.V. Club[1]:One could argue, of course, that most comedies about the risqu misadventures of teenagers are actually pretty wholesome. Horny hits like American Pie and last years Blockers are, at heart, sweet coming-of-age stories, secretly reassuring everyone that the kids are all rightthat no matter how many f-bombs they drop, no matter how raunchy their MPAA-antagonizing hijinks get, theyre really just fumbling their inexperienced way through normal rites of passage.",False,False,False,False,False,False,False,False,False,False,True
57,f-word,Noun,"The word fuck or fucker, fag, or faggot", euphemistic,"Oh, f-word, I've lost the keys. The dialogue was littered with f-words.",False,False,False,False,False,False,False,False,False,False,True
