term,definition
terebration,"The act of terebrating, or boring through something"
tergiversation,"The act of abandoning something or someone, of changing sides; desertion; betrayal"
tergiversation,"The act of evading any clear course of action or speech, of being deliberately ambiguous; equivocation; fickleness"
terminalization,The movement of the bonds towards the ends of paired chromosomes during meiosis
termination,The process of terminating or the state of being terminated.
termination,The process of firing an employee; ending one's employment at a business for any reason.
terrestrialism,"The practice of being terrestrial, typically of amphibians in a dry climate"
territorialization,The process of territorializing.
terrorism,The use of unlawful violence against people or property to achieve political objectives.
terrorization,The act of terrorizing.
tersion,The act of wiping.
testation,The action of a testator in disposing of property by a will
testbedding,The process of experimenting in a testbed environment.
testification,"The act of testifying, or giving testimony or evidence"
testing,"The act of conducting a test; trialing, proving"
tetracameralism,"The practice of having four legislative bodies or parliamentary chambers, such as the Medieval Scandinavian deliberative assemblies divided into separate estates for the nobility, clergy, burghers, and peasants."
texting,the use of a mobile phone to send text messages via SMS
thanatosis,The act of feigning death.
thanking,The act by which thanks are given; thanks
thawing,The process by which something thaws
the other place,the House of Lords
the other place,the House of Commons
theft,The act of stealing property.
thelarche,The process of breast development or the period of such development.
thematisation,The act of making an experience or emotion the topic of interaction.
thematisation,The action of thematising.
theorycrafting,The act by which something is theorycrafted.
theotherapy,The use of religion as therapy
thermalization,The process of reaching thermal equilibrium by mutual interaction.
thermocycling,The use of a thermocycler to amplify DNA segments
thermodilatometry,The measurement of the dimension of a sample when heated in a controlled manner
thermoelectrometry,The measurement of the electrical characteristics of a substance as it is heated in a controlled manner
thermography,Any process of writing involving the use of heat
thermogravimetry,The measurement of the mass of a material as it is heated in a controlled manner.
thermomagnetometry,The measurement of the magnetic properties of a material as it is heated in a controlled manner
thermomechanometry,The measurement of the mechanical properties of a material as it is heated in a controlled manner.
thermophoresis,The movement of molecules in a temperature gradient
thermophotometry,The measurement of the optical properties of a material as it is heated in a controlled manner.
thermoptometry,The measurement of the optical properties of a material as it is heated in a controlled manner.
thermoscopy,The use of the thermoscope.
thermosonimetry,The measurement of the sound emitted by a material as it is heated in a controlled manner.
thermotension,"A process of increasing the strength of wrought iron by heating it to a determinate temperature, and giving to it, while in that state, a mechanical strain or tension in the direction in which the strength is afterward to be exerted."
thermotherapy,The use of heat to treat disease
thickening,"The process of making something, or becoming, thick or viscous."
thievery,"The act of theft, the act of stealing"
thieving,The action of theft
thigmotaxis,The movement of an organism either towards or away from the stimulus of physical contact.
think,An act of thinking; consideration (of something)
think-pair-sharing,The act of using the think-pair-share strategy.
thinning,"Process of removing plants or parts of plants to facilitate the growth of other plants 1881, Indiana State Board of Agriculture, Forestry, in Annual Report of the Indiana State Board of Agriculture[1], page 232:The trimming, pruning and thinning must be managed with care"
third estate,The House of Commons.
thirling,The act of boring or perforating
thought,The process by which such forms arise or are manipulated; thinking
threadjacking,The act of taking over an e-mail list or discussion thread with a subject unrelated to the original posting.
threatening,An act of threatening; a threat
three-point turn,"An act of turning around a car, involving one forward turn and two backward turns (or vice-versa) Synonym: K-turn"
threshing,The process by which something is threshed.
thresholding,"The process of creating a black-and-white image out of a grayscale image by setting exactly those pixels to white whose value is above a given threshold, and setting the other pixels to black."
thrill,A cause of sudden excitement; a kick.
thrill kill,An act of murder motivated solely by the murderer's desire to have a very exciting experience
thriving,The action of the verb to thrive.
thromboembolization,The process by which a thromboembolus is formed.
thrombopoiesis,The process of thrombocyte generation.
thronging,The act of those who throng or form a crowd
throughflow,"The movement of water horizontally beneath the land surface, usually when the soil is completely saturated."
throughflow,The movement of an identifiably separate body of water through a larger body (such as a current of fresh water through salt water)
throupling,The act of joining together to form a throuple.
throw,The act of throwing something
throwing,The act by which something is thrown
throwing,The process of making ceramic ware on the potter's wheel
thrusting,"The act of squeezing curd by hand, to expel the whey."
thugification,"The process of making or becoming more tough, violent, or brutal"
thumb on the scale,An act of bias or a tactic for cheating which creates a situation that unfairly benefits one party involved in an interaction
thumbing,The act by which something is thumbed
thumbsucking,The act of sucking one's thumb
thunking,The use of thunks (data mappings)
thwack,"The act of thwacking; a strike or blow, especially with a flat implement."
tickle,The act of tickling.
tidepooling,The activity of looking at tidepools.
tie-dyeing,The process of making tie-dyed material
tiedown,The act of securing something using a tiedown
tightlacing,The practice of wearing a tightly-laced corset to modify one's figure and posture.
tile tracking,"The act of keeping track of which letters have been played, usually by crossing them off a printed list."
tiling,The act of applying tiles
tilling,The act of one who tills
tilt-shift,The use of camera movements to simulate a miniature scene in the resulting photograph.
tilting,The motion of something that tilts; a tilt.
tilting,The process by which blister steel is rendered ductile by being forged with a tilt hammer.
time-serving,The action of a time-server.
time banking,The use of a time bank
time shifting,The practice of recording a broadcast with the intention of watching or listening to it later at a more convenient time.
time shifting,The practice of network affiliates from different time zones of making television programs/programmes available at multiple times during the day.
timekeeping,"the measurement of time, or determining what the local time is."
timelining,The use of timelines in scheduling.
timesheeting,"The use of timesheets for scheduling, accounting, etc."
tin-plating,"The process of applying a protective layer of tin, especially to steel sheet."
tinker,The act of repair or invention
tipping,The practice of leaving a tip (gratuity).
tipping,The act by which something is tipped or inclined
tiring,The action of tiring.
titanization,The process of coating with titanium
titanization,The act of making or depicting as titanic
titivation,Act of titivating.
titling,"The act of giving something a title, or of impressing the title on the back of a book."
tittering,The act of one who titters
titubation,"The act of stumbling, rocking, or rolling; a reeling."
toasting,The action of making a toast (celebratory call to drink).
toasting,"The process by which something, such as bread, is toasted"
tobogganing,"The use of toboggans, historically for transport, but now usually for pleasure or for organised sport"
toeprinting,"the use of primer extension inhibition to examine formation of the translational initiation complex, autogenous regulation of gene expression, and to map the boundaries of mRNA-associated complexes"
togethering,"The practice of arranging joint travel or vacations, as a group."
toilet training,"The act of training a young child to use the toilet to relieve themself, by urination and/or defecation."
toilet training,The act of training a domesticated or pet animal to avoid urinating or defecating indoors and to use designated places instead.
toileting,"The use of the toilet, especially by young children"
tolling,The act by which a bell is tolled.
tombstone engineering,"The practice of letting accidents or failures (perhaps occasioning death, but not necessarily) identify engineering problems"
tombstoning,"The practice of jumping into the sea or similar body of water from a cliff or other high point such that the jumper enters the water vertically straight, like a tombstone."
tombstoning,The process of (automatically) initiating software sleep mode on an app.
tombstoning,"The practice of leaving a marker in a location where a digital record has been withdrawn, in order to signify that the record had previously existed."
tonging,"The action of seizing, grabbing, holding, or manipulating a given object with tongs."
tonging,"The action of opening wine bottles with port tongs by superheating the glass with the heated tongs, and then rapidly cooling the glass neck by applying a cold substance, thereby fracturing the glass neck open through heat stress."
tongue-in-chic,The use of humor as an element of style
tonification,The act of tonifying
toning,Use of colour; tone
tonography,The measurement of ocular pressure during compression of the carotid artery
tonometry,The measurement of tension or pressure.
toothbrushing,An act of brushing the teeth
top-post,An act of top-posting.
topping,The act of cutting off the top of something.
topping,The act of raising one extremity of a spar higher than the other.
toppling,The act by which something is toppled
topstitching,The use of the topstitch technique
topsy-turvification,The process of making something topsy-turvy; a throwing into disorder or chaos.
torching,An act of arson
tormenting,The act by which somebody is tormented
tornadogenesis,The process by which a tornado forms
torpedoing,The act of firing a torpedo
torsion,"The act of turning or twisting, or the state of being twisted; the twisting or wrenching of a body by the exertion of a lateral force tending to turn one end or part of it about a longitudinal axis, while the other is held fast or turned in the opposite direction."
torturing,"An act of torture 2009, February 21, Barbara Ehrenreich, in My unwitting role in acts of torture[The Guardian]:No, I'm too busy seething over another irony: whenever I've complained about my country's torturings, renderings, detentions, etc, there's always been some smug bastard ready to respond that these measures are what guarantee smart-alecky writers like myself our freedom of speech."
tossing,The motion of something that tosses; a throwing or sudden rising and falling
tossing,"The process of washing ores by violent agitation in water, in order to separate the lighter or earthy particles; tozing"
totalitarianization,The process of making something totalitarian.
totalization,"The act of totalizing, or state of being totalized."
tottering,The movement of one who totters
totting,The act of totting or adding up; an addition
touch,"An act of touching, especially with the hand or finger"
touching,The act by which something is touched
toughening,The process of making something tougher.
tourism,"The act of travelling or sightseeing, particularly away from one's home."
tourism,The act of visiting another region or jurisdiction for a particular purpose
touristification,The process of touristifying.
tousle,The action of ruffling or setting in disorder
touting,The act of one who touts
tow,The act of towing and the condition of being towed
towage,The act of towing.
towaway,The process of towing away a vehicle.
towing,The act by which something is towed.
toying,The act of one who toys
trace,An act of tracing
tracing,The process of finding something that is lost by studying evidence.
trackage,"The act of tracking, or towing, as a boat; towage."
tracking,The act by which something is tracked
traction,The act of pulling something along a surface using motive power.
tractography,The use of a tractograph
tractorization,The use of tractors to replace other farming techniques
trade war,The practice of nations creating mutual tariffs or similar barriers to trade.
tradition,The act of delivering into the hands of another; delivery
traducement,"The act of traducing; slander, calumny"
traducing,The act of one who traduces; defamation.
traduction,The act of converting text from one language to another.
traduction,"An act of defaming, maligning or slandering."
traduction,Act of passing on to one's future generations.
trafficking,The movement of an enzyme (or other protein) through tissue.
training,The activity of imparting and acquiring skills
training,The process by which two modems determine which protocol and speed to use; handshaking.
trampling,The act of something that tramples
tranquillization,The act of tranquillizing; calming
transaction,"The act of conducting or carrying out (business, negotiations, plans)"
transcendence,The act of surpassing usual limits.
transception,The process of transceiving
transdeletion,The process of forming an anagram of a word with one letter deleted (e.g
transendocytosis,"The movement of material from one cell to another 2015 July 30, Natalie L"
transfer,"The act of conveying or removing something from one place, person or thing to another."
transference,The act of conveying from one place to another; the act of transferring or the fact of being transferred.
transference,"The process by which emotions and desires, originally associated with one person, such as a parent, are unconsciously shifted to another"
transferring,The act by which something is transferred; a transfer.
transformation,The act of transforming or the state of being transformed.
transfusion,The act of pouring liquid from one vessel to another.
transgenesis,The process of introducing an exogenous gene into a living organism
transistorization,The process of transistorizing; the transition from the use of vacuum tubes to the use of semiconductor transistors.
transit,"The act of passing over, across, or through something"
transiting,The process by which something undergoes transit; an act of conveyance.
transition,"The process of change from one form, state, style or place to another"
transition,"The process or act of changing from one gender role to another, or of bringing one's outward appearance in line with one's internal gender identity."
transitioning,An act of transition; a change of state.
translation,"The act of translating, in its various senses: The conversion of text from one language to another"
transmigration,The movement of a soul from one body to another after death; metempsychosis.
transmission,"The act of transmitting, e.g"
transmission,The fact of being transmitted.
transmittal,the act of transmitting a message; a transmission
transmitting,A process of transmission.
transparentization,The process of making or becoming transparent.
transphosphorylation,The action of a transphosphorylase
transpiration,The process of giving off water vapour through the skin or mucous membranes.
transplant,An act of uprooting and moving (something).
transport,An act of transporting; conveyance.
transportation,"The act of transporting, or the state of being transported; conveyance, often of people, goods etc"
transsexualization,Process of making transsexual.
transudation,"the process of passing through a membrane, pore or interstice"
transumption,Act of taking from one place to another
transvection,"The act of supernatural flight, such as by a witch"
trashing,The act by which something is trashed
travailing,The process of undergoing travails or exertions
travel,The act of traveling; passage from place to place
traveling,The action of the verb travel.
travelling,The act of one who travels; a journey.
traversal,The act of traversing; a crossing His traversal of the mountains allowed him a view from the peak.
traversal,The act of following a path or route.
treachery,"The act of violating the confidence of another, usually for personal gain."
tread,The act of copulation in birds.
treading,The act of one who treads
treadling,The process of working a treadle.
treason,"An act of treachery, betrayal of trust or confidence."
treatment,The use of a substance or process to preserve or give particular properties to something.
treefall,"The act of a tree falling, or the extent to which this occurs in a given region"
trepanation,"The practice of drilling a hole in the skull as a physical, mental, or spiritual treatment."
trepanning,The act of one who trepans.
trephining,The use of a trephine.
triage,"The process of sorting patients so as to determine the order in which they will be treated (for example, by assigning precedence according to the urgency of illness or injury)."
triage,The process of prioritizing bugs to be fixed.
trial and error,The process of finding a solution to a problem by trying many possible solutions and learning from mistakes until a way is found
trial by media,"The process by which media coverage affects a person's reputation by creating a widespread perception of guilt or innocence, often before, or after, a verdict in a court of law."
trialling,The process of running a trial; an experiment or pilot.
triamping,The use of three channels of amplification to power each loudspeaker within an audio system.
triangularization,The process of triangularizing
triangulation,The practice of repositioning one's group or oneself on the political spectrum in an attempt to capture the centre
triangulation,The use of three (or more) researchers to interview the same people or to evaluate the same evidence to reduce the impact of individual bias
tribalization,Process of tribalizing.
tribometry,"The measurement of friction on a surface, as carried out with a tribometer."
tricameralism,The practice of having three legislative or parliamentary chambers.
trichodectid,Any louse of the family Trichodectidae
trickling,The act of something that trickles
tricksterism,The use of a trickster character in folk literature.
trifling,The act of one who trifles; frivolous behaviour
trimming,The act of someone who trims
trinketization,Act or process of trinketizing.
trinomialism,The use of trinomial nomenclature.
trip,"the act of tripping someone, or causing them to lose their footing John Dryden And watches with a trip his foe to foil"
triple-click,The action of pushing the button on a mouse three times in quick succession in order to perform a different task that would be performed from a single-click or double-click.
triple barrel,"The act of bluffing on the flop, turn and river in the same round."
triple rinse,The process of rinsing three times in order to clean a container
tripling,An act of multiplying by three.
tripping,The act of one who trips
tripudiation,The act of dancing
trituration,The act of triturating; grinding to a fine powder.
trivialization,The act of trivializing.
troglodytism,The practice of living in caves or cavelike environments
troilism,"The practice of having sex involving three participants, i.e"
trolling,The act of one who trolls (in various senses).
trompement,"The action of hitting an opponent at the end of a feint, after a successful deception."
trooping,The act of marching in a troop
tropicalization,The process of tropicalizing
tropology,The use of a trope (metaphor or figure of speech)
trotting,The action of the verb trot
truancy,"The act of shirking from responsibilities and duties, especially from attending school."
trucidation,The act of killing; slaughter or massacre.
trudging,"The act of one who trudges, or walks slowly and heavily"
trumping,"The act by which something is trumped, topped or capped"
truncation,The act of truncating or shortening (in all senses)
trundling,The motion of something that trundles
trunking,"The movement of containers or packages between a terminal and a transporter's inland facilities, or the scheduled transportation service between locations"
trusion,The act of pushing or thrusting
trust-falling,The act of performing a trust fall
try,An act of tasting or sampling
trying,The act by which one tries something; an attempt
tubage,"The process of lining a heavy gun by insertion of a tube of wrought iron, etc."
tubbing,The activity of rowing in crudely-made boats.
tuck,An act of tucking; a pleat or fold
tuck,The act of keeping the thumb in position while moving the rest of the hand over it to continue playing keys that are outside the thumb.
tuck-in,The process of putting a child to bed and tucking the covers around them.
tugging,The action of something that tugs; a pull
tumbling,The act of something that tumbles
tunneling,The act of burrowing a tunnel.
tunneling,The practice of exploring tunnel.
turbidimetry,the measurement of turbidity by means of a turbidimeter
turbination,The act of spinning or whirling.
turbulation,The process of turning a laminar flow into a turbulent flow.
turgescence,"The act of swelling, or state of being swollen or turgescent"
turkey,An act of throwing three strikes in a row.
turnabout,The act of turning about so as to face in the opposite direction
turnagain,"The movement of the bobbin in producing the breadth, or series of narrow stripes, in one sheet, with distinct selvage on each strip."
turnaround,The act of turning to face in the other direction
turnback,The act of turning back a boat containing immigrants
turning,The act of turning
tushery,The use of archaic language when writing.
tussling,The act of one who tussles; a struggle
tutelage,"The act of guarding, protecting, or guiding; guardianship; protection the king's right of seigniory and tutelage 1848, Thomas Babington Macaulay Baron Macaulay, Chapter I, in The History of England from the Accession of James the Second, Longmans, Green, Reader, Dyer, published 1871, page 23:The childhood of the European nations was passed under the tutelage of the clergy."
tutting,The act of making a tut sound in disapproval
twiddling,The act of one who twiddles
twine,The act of twining or winding round
twirling,The motion of something that twirls.
twitching,The motion of something that twitches
twittering,"The act of producing chirping sounds, or twitters"
twitting,The act of one who twits or teases
two-timing,The practice of being sexually unfaithful
twoccing,"The act of taking a car without the owner's consent, usually in order to engage in joyriding."
typechecking,The process of verifying whether a given value belongs to a certain data type.
typification,The act of typifying; classification into types
typing,The act of typing on a keyboard.
typometry,The measurement of artefacts
ice bucket challenge,"An activity in which a person empties a bucket of ice and water over their head, typically in order to raise money for a good cause"
ice skating,"The act, or the sport, of skating on ice."
icebreaker,"A game, activity, humorous anecdote, etc., designed to relax a group of people to help them get to know each other"
ichnoactivity,ichnological activity
iconification,"The act, process or result of iconifying."
iconization,"The act, process or result of iconizing."
idealization,The act or process of idealizing.
identification parade,"A process by which a witness confirms the identity of a criminal suspect, by viewing the suspect together with other people who were not involved in the crime"
identity parade,"A process by which a witness confirms the identity of a criminal suspect, by viewing the suspect together with other people who were not involved in the crime"
idiocy,An act lacking intelligence or sense; an instance of senselessness; extremely foolish behaviour
ignipuncture,The original procedure of closing a retina break in retinal separation by transfixation of the break with cautery.
ignition tube test,"An analytical technique in which a sample is heated in a sealed tube, volatile metals being removed by sublimation to a cooler part of the tube from where they can be removed and weighed"
ikejime,A method of draining blood from a live fish to keep it fresh
ill-doing,"A wicked act or behavior, especially a crime."
illegalism,"Illegal activity, especially seen as systemic or as part of a general philosophy or ideology"
illegalization,The act or process of illegalizing
illiberality,An illiberal word or action
illutation,"The act or operation of smearing the body with mud, especially with the sediment from mineral springs; a mud bath."
imaging,"The technique or practice of creating images of otherwise invisible aspects of an object, especially of body parts."
imbecility,"Something imbecilic; a stupid action, behaviour, etc"
imbibement,The act or process of imbibing.
immixture,"The act, or the result of immixing"
immobilization,The act or process of preventing a thing from moving
immobilization,"The process in which organic soil matter is decomposed and absorbed by microorganisms, and thus not available to plants."
immorality,An immoral act or practice
immunoadsorption,A method of blood purification used to eliminate pathogenic antibodies
immunochromatography,A chromatographic method of immunoassay
immunodiffusion,a technique used to detect the reaction between an antigen and an antibody by observing the behavior of a combination of such species as they diffuse through a gel
immunodot,"An analytical technique similar to Western blot 2015 November 14, The Divergent CD8 + T Cell Adjuvant Properties of LT-IIb and LT-IIc, Two Type II Heat-Labile Enterotoxins, Are Conferred by Their Ganglioside-Binding B Subunits, in PLOS ONE[1], DOI:10.1371/journal.pone.0142942:To ensure that the chimeric HLT adjuvants preserved their parental ganglioside binding profiles, modified immunodot blots using commercially prepared gangliosides were performed (Fig 2A )."
immunoelectrophoresis,"A technique, using a combination of protein electrophoresis and an antigen-antibody interaction to separate mixtures of proteins and identify them."
immunofluorescence,a technique that uses a fluorochrome to indicate a specific antigen-antibody reaction
immunohistochemistry,The analytical process of finding proteins in cells of a tissue microtome section exploiting the principle of antibodies binding specifically to antigens in biological tissues.
immunolabeling,A method of identifying antigens by using antibodies containing a fluorescent tag
immunoluminescence,A technique in which antibodies are detected via a luminescent reaction
immunomagnetic separation,"A laboratory technique for separating cells by means of their antigens becoming bound to antibodies coating microscopic paramagnetic beads, which can then be separated from the medium by magnetic attraction."
immunophenotyping,A technique that uses antibodies to study the expression of proteins by cells
immunoplaque,A technique that uses filter paper to assay the presence of antibodies
immunoprecipitation,"A technique in which an antigen is precipitated from solution by using an antibody, or a particular use of this technique"
immunoscintigraphy,An imaging procedure involving administration of radioactively-labelled monoclonal antibodies
immunoscope,"An analysis technique in which a population is divided into a ""spectrum"" of some variable"
immunosurgery,A method of removing an external cell layer of an object by exposing it to a solution containing antibodies.
immunosurveillance,The continuous monitoring process of the immune system whereby abnormal cells are recognized and destroyed
impanelment,"The act or process of impaneling, or the state of being impaneled."
impedance plethysmography,A technique in which the volume of segments of the body can be continuously measured via electrical impedance; used to study the cardiovascular system and other physiological functions.
imperative,"An essential action, a must: something which is imperative"
impersonator,Entertainer whose act is based upon performing impressions of others.
impetus,An activity in response to a stimulus.
impiety,An impious act.
imping,The act or process of grafting or mending.
implantment,The act or process of implanting something; implantation.
implosion,The act or action of bringing to or as if to a center.
impolicy,The state or act of being impolitic.
importation,The act or an instance of importing.
importation,"The act or an instance of carrying or conveying, especially into some system, place, area or country."
imposture,"The act or conduct of an impostor; deception practiced under a false or assumed character; fraud or imposition 1820, Charles Maturin, Melmoth the Wanderer, volume 1, page 292-293: There is something very horrible in the laugh of a dying man: Hovering on the verge of both worlds, he seems to give the lie to both, and proclaim the enjoyments of one, and the hopes of another, alike an imposture"
impregnation,"The fact or process of imbuing or saturating with something; diffusion of some element, idea etc"
impropriety,An improper act.
improvisation,"The act or art of composing and making music, poetry, and the like, extemporaneously He played a quick improvisation on the keyboard."
improvisation,"Musical technique, characteristic of blues music."
imprudence,An imprudent act
impulse,"A wish or urge, particularly a sudden one prompting action"
impurification,The act or process of impurifying.
inblow,The act or process of blowing in or into; inflation
inbox zero,A technique for avoiding clutter in one's e-mail inbox by immediately dealing with incoming messages according to various strategies.
incalmo,The glasswork technique of joining together two separately blown glass bubbles while they are still hot.
incantation,"The act or process of using formulas and/or usually rhyming words, sung or spoken, with occult ceremonies, for the purpose of raising spirits, producing enchantment, or creating other magical results"
incelibacy,Sexual activity by one who is supposed to remain celibate
incendiarism,The act or practice of burning property; arson
incendiarism,Inflammatory or provocative action; instigation
incentivization,The act or process of incentivizing
incremation,"Burning; especially, the act of burning a dead body; cremation."
incremental backup,A backup method where only the information that has changed since a previous backup is saved.
incrementalism,"Any method of achieving a goal by means of a series of gradual increments, or small steps."
incrementation,The act or process of incrementing.
indelicacy,An indelicate act or statement.
indemnification,"The act or process of indemnifying, preserving, or securing against loss, damage, or penalty."
indexicalisation,The act or process of indicating; an indication
indirect election,An election process in which elected persons (directly elected by voters) who will then vote and elect their choice of president.
indirection,An indirect action or process.
indiscretion,An indiscreet or imprudent act; indiscreet behavior.
indraw,The act or process of drawing inward
induced abortion,A surgical or medicinal procedure that terminates a pregnancy by removing the fetus; a therapeutic abortion
induction programme,The process used within many businesses to welcome new employees to the company and prepare them for their new role.
inductivism,"The scientific method of developing theories and systems by generalising from meticulously analysed data (i.e., by induction)"
indulgence,An indulgent act; favour granted; gratification
inequity,An unjust act; a disservice.
inexpediency,An inexpedient action or statement.
infall,The act or process of falling in.
infamita,"A most heinous act against one's own family, or against family life in general"
infantilization,"The act or process of infantilizing, or treating a non-infant as an infant"
infarction,The process which causes an infarct.
infection,The act or process of infecting.
inference,The act or process of inferring by deduction or induction.
infeudation,"The act, under the feudal system, of putting someone into possession of a fee or fief; enfeoffment."
infiltration,"The act or process of infiltrating, as of water into a porous substance, or of a fluid into the cells of an organ or part of the body."
infinite scroll,"A web design technique that prevents the browser scroll bar from scrolling to the bottom of the page, causing the page to grow with additional content instead"
inflation,"An act, instance of, or state of expansion or increase in size, especially by injection of a gas"
inflood,"The act or process of flowing or flooding in; inflow; influence, tide"
inflow,The act or process of flowing in or into
influence,An action exerted by a person or thing with such power on another to cause change
influence,A person or thing exerting such power or action
infomax,"A particular optimization method, prescribing that a function that maps a set of inputs to a set of outputs should maximize the average mutual information between the two sets, subject to constraints"
information hiding,The technique to hide information so that it is invisible from the outside of an object
ingo,The act or process of going in
ingression,The act or process of entering or intruding
inheritance,The act or mechanism of inheriting; the state of having inherited The Indo-European languages share various similarities as a result of their inheritance from a common ancestor.
inhesion,inherence; act of inhering
inhumanity,An inhuman act.
iniquity,An unfair act or unconscionable deed.
initiatory,An introductory act or rite.
injection molding,A manufacturing process for producing parts by injecting material into a mold.
injunction,"A writ or process, granted by a court of equity, and, in some cases, under statutes, by a court of law, whereby a party is required to do or to refrain from doing certain acts, according to the exigency of the writ"
inking,"A defensive activity where ink is released by squids, cuttlefish, etc."
innervation,"Special activity excited in any part of the nervous system or in any organ of sense or motion; the nervous influence necessary for the maintenance of life,and the functions of the various organs."
inpainting,A technique in which portions of damaged images are reconstructed by interpolation of surrounding areas
input,The act or process of putting in; infusion.
input,Something fed into a process with the intention of it shaping or affecting the output of that process.
inside job,A crime or other illicit action committed by or with the help of someone either employed by the victim or entrusted with access to the victim's affairs and premises
insinuation,"The act or process of insinuating; a creeping, winding, or flowing in."
insolation,"The act or process of exposing to the rays of the sun, such as for the purpose of medical treatment, drying or maturing, as fruits, drugs, etc., or of rendering acid, as vinegar."
insonification,"The process, or the result of insonifying"
instantiation,Something resulting from the act of instantiating; an instance.
instatement,The act or process of instating
instream,The act or process of streaming or flowing in.
instrumentation,The act or manner of playing upon musical instruments; performance He had a wonderful instrumentation.
insuck,The act or process of sucking in; absorption
insult,An action or form of speech deliberately intended to be rude
intact dilation and extraction,"A late-term surgical abortion procedure, involving (in order) dilation of the cervix, removal of the fetus from the uterus to the shoulders, and emptying of the fetal cranium to allow for easier passage of the head through the cervix and vagina."
intaglio,Any printing method in which the ink is laid upon the sunken parts of the printing form
intake,An act or instance of taking in
integration,The act or process of making whole or entire.
integration by parts,A method of integration directly related to the rule for differentiation of products; can be written as u d v = u v v d u {\displaystyle \int u\ dv=uv-\int v\ du} .
integumentation,The act or process of covering with integuments; the state or manner of being thus covered.
intellection,The mental activity or process of grasping with the intellect; apprehension by the mind; understanding
intellection,A particular act of grasping by means of the intellect
intellectualisation,The act or process of intellectualising.
intellectualization,The act or process of intellectualizing.
intensification,"The act or process of intensifying, or of making more intense."
interclassification,The act or result of interclassifying
intercross,"The act or product of intercrossing 2000, Xavier Montagutelli, Determining the Genetic Basis of a New Trait, in Sundberg Boggess, editors, Systematic Approach to Evaluation of Mouse Mutations[3], ISBN, page 20:Intercrosses are particularly useful with recessive mutations maintained in a small colony."
intercutting,An act or instance of something being intercut.
interfixation,The act or process of interfixing.
interiorization,The act or process of interiorizing.
interlace,A technique of improving the picture quality of a video signal primarily on CRT devices without consuming extra bandwidth.
intermeshing,The act or process of meshing between one another.
internal combustion,"The process where fuel is burned within an engine such as a diesel engine, producing power directly as opposed to externally such as in a steam engine."
internationalization,"The act or process of making a product suitable for international markets, typically by making text messages easily translatable and ensuring support of non-Latin character sets, languages, and regions."
interplea,"An action ingrafted on another suit, in which the interpleader becomes the plaintiff and the attaching plaintiff is the defendant."
interpleader,Process by which a third party asks a court to determine which of two rival claims is to be honored by the third party.
interpretation,An act or process of applying general principles or formulae to the explanation of the results obtained in special cases.
intervasion,"A military action consisting of armed forces of one geopolitical entity entering territory controlled by another such entity, generally with the objective of intervention in some troubled situation."
intervention,An action taken or procedure performed; an operation.
interversion,A composition technique in which a sequence of elements composed of notes or rhythms is repeated in permuted orders
intolerance,An intolerant word or action.
intonement,The act or process of intoning.
intransitive verb,An action verb not taking a direct object
introduction,The act or process of introducing.
introjection,The process whereby ideas of another are unconsciously incorporated into one's own psyche.
introspectionist,One given to the introspective method of examining the phenomena of the soul.
introsusception,The act or process of receiving within
inturn,The act or process of turning in.
invagination,The process where an anatomical part invaginates upon itself or into another structure.
invasion,"A military action consisting of armed forces of one geopolitical entity entering territory controlled by another such entity, generally with the objective of conquering territory or altering the established government."
invisiblization,The act or process of invisiblizing.
invocation,"The act or form of calling for the assistance or presence of some superior being, especially prayer offered to a divine being."
iodization,The act or process of iodizing
iodometry,An analytical technique that uses the sudden disappearance (or appearance) of iodine to mark the end of a redox titration
ion exchange,the reversible process whereby ions are exchanged between a solution and a solid or gel; cation exchange is the process used in a water softener
ion exchange chromatography,"A technique that uses ion exchange to separate compounds, anions and cations according to their electrical properties."
ionization,Any process that leads to the dissociation of a neutral atom or molecule into charged particles ions; the state of being ionized.
iotation,Any similar process occurring in a later Slavic language or elsewhere
iotization,The act or process of iotizing.
iridencleisis,A surgical procedure for glaucoma in which a portion of the iris is incised and incarcerated in a limbal incision
irreligiosity,An impious action or utterance
irrigation,"The act or process of irrigating, or the state of being irrigated; especially, the operation of causing water to flow over lands, for nourishing plants"
isodrome,"A method of moving a fleet from one formation to another, the direction usually being changed eight points, by means of paths of equal length for each ship."
isogenization,"The process, or the result of isogenizing"
isomap,"a nonlinear dimensionality-reduction method for generating a quasi-isometric, low-dimensional embedding of a set of high-dimensional data points, allowing for visualization etc."
isorhythm,"A technique that arranges a fixed pattern of pitches with a repeating rhythmic pattern, used in some medieval motets and in more recent works"
isotonization,"The process, or the result of isotonizing"
isotope dilution,Any technique that involves the addition to a sample of an isotopically labelled compound.
isotopic dilution,any technique that involves the addition to a sample of an isotopically labelled compound
issue,"The action or an instance of flowing or coming out, an outflow, particularly: (military, obsolete) A movement of soldiers towards an enemy, a sortie"
issue,"The action or an instance of sending something out, particularly: The issue of the directive from the treasury prompted the central bank's most recent issue of currency"
issue,"The action or an instance of concluding something, particularly: (obsolete) The end of any action or process"
iterator,A method capable of performing the same action on every item in a collection.
dabbling,"An act in which something is dabbled in 1989 December 22, Bill Wyman, Let him be, in Chicago Reader[1]: [] a ""home album"" filled with lovable McCartneyesque hummings and dabblings about love and romance and the joys of quotidian existence, as far removed in conception and execution from his last recording project (side two of Abbey Road) as you could imagine."
